firm,unit_code,tech_group,date,hour,hour_class,d_max,d_mean,d_max_w,d_mean_w,p_clear,p_clear_std
GN,UFBG,Hydro_pump,2025-03-24,10,other,0.0,0.0,0.0,0.0,17.131999999999998,10.36211346953678
GN,UFBG,Hydro_pump,2025-03-24,11,midday,0.0,0.0,0.0,0.0,4.4399999999999995,2.0494877408757537
GN,UFBG,Hydro_pump,2025-03-24,12,midday,0.0,0.0,0.0,0.0,2.186153846153846,1.611937439137235
GN,UFBG,Hydro_pump,2025-03-24,13,midday,0.0,0.0,0.0,0.0,2.738888888888889,2.736697117167172
GN,UFBG,Hydro_pump,2025-03-24,14,midday,0.0,0.0,0.0,0.0,4.826666666666667,5.107740158211802
GN,UFBG,Hydro_pump,2025-03-24,15,other,0.0,0.0,0.0,0.0,6.183333333333334,6.329680086702645
GN,UFBG,Hydro_pump,2025-03-24,16,critical,0.0,0.0,0.0,0.0,10.75,9.777725414722704
GN,UFBG,Hydro_pump,2025-03-24,17,critical,0.0,0.0,0.0,0.0,16.094444444444445,13.620435117050326
GN,UFBG,Hydro_pump,2025-03-24,18,critical,450.0,225.0,39.228976024704174,19.614488012352087,36.756,25.847288832680302
GN,UFBG,Hydro_pump,2025-03-24,19,critical,0.0,0.0,0.0,0.0,150.11666666666667,44.600023542594684
GN,UFBG,Hydro_pump,2025-03-24,20,critical,1980.0,990.0,435.6821850679578,217.8410925339789,171.44600000000003,11.488209981168888
GN,UFBG,Hydro_pump,2025-03-24,21,critical,0.0,0.0,0.0,0.0,133.7433333333333,12.520486212603721
GN,UFBG,Hydro_pump,2025-03-24,22,critical,0.0,0.0,0.0,0.0,111.5886666666667,7.136457571279084
GN,UFBG,Hydro_pump,2025-03-24,23,other,0.0,0.0,0.0,0.0,101.52444444444444,11.74510122467141
GN,UFGC,Hydro,2025-03-24,0,other,0.0,0.0,0.0,0.0,25.285,15.118040547637117
GN,UFGC,Hydro,2025-03-24,1,flat,0.0,0.0,0.0,0.0,21.64,11.370394891999137
GN,UFGC,Hydro,2025-03-24,2,flat,0.0,0.0,0.0,0.0,19.389999999999997,5.722169363294152
GN,UFGC,Hydro,2025-03-24,3,flat,0.0,0.0,0.0,0.0,18.006666666666664,4.636251359305993
GN,UFGC,Hydro,2025-03-24,4,other,0.0,0.0,0.0,0.0,19.565000000000005,1.5512163686031086
GN,UFGC,Hydro,2025-03-24,5,critical,0.0,0.0,0.0,0.0,22.455000000000002,2.313946844679021
GN,UFGC,Hydro,2025-03-24,6,critical,0.0,0.0,0.0,0.0,31.208,9.307879338376589
GN,UFGC,Hydro,2025-03-24,7,critical,0.0,0.0,0.0,0.0,93.73,35.07701298571473
GN,UFGC,Hydro,2025-03-24,8,critical,0.0,0.0,0.0,0.0,75.704,31.284145505351432
GN,UFGC,Hydro,2025-03-24,9,other,0.0,0.0,0.0,0.0,43.345,17.420469281853464
GN,UFGC,Hydro,2025-03-24,10,other,0.0,0.0,0.0,0.0,17.131999999999998,10.36211346953678
GN,UFGC,Hydro,2025-03-24,11,midday,0.0,0.0,0.0,0.0,4.4399999999999995,2.0494877408757537
GN,UFGC,Hydro,2025-03-24,12,midday,0.0,0.0,0.0,0.0,2.186153846153846,1.611937439137235
GN,UFGC,Hydro,2025-03-24,13,midday,0.0,0.0,0.0,0.0,2.738888888888889,2.736697117167172
GN,UFGC,Hydro,2025-03-24,14,midday,0.0,0.0,0.0,0.0,4.826666666666667,5.107740158211802
GN,UFGC,Hydro,2025-03-24,15,other,0.0,0.0,0.0,0.0,6.183333333333334,6.329680086702645
GN,UFGC,Hydro,2025-03-24,16,critical,0.0,0.0,0.0,0.0,10.75,9.777725414722704
GN,UFGC,Hydro,2025-03-24,17,critical,0.0,0.0,0.0,0.0,16.094444444444445,13.620435117050326
GN,UFGC,Hydro,2025-03-24,18,critical,0.0,0.0,0.0,0.0,36.756,25.847288832680302
GN,UFGC,Hydro,2025-03-24,19,critical,0.0,0.0,0.0,0.0,150.11666666666667,44.600023542594684
GN,UFGC,Hydro,2025-03-24,20,critical,0.0,0.0,0.0,0.0,171.44600000000003,11.488209981168888
GN,UFGC,Hydro,2025-03-24,21,critical,12.801999999999998,6.400999999999999,2.7634996883027187,1.3817498441513594,133.7433333333333,12.520486212603721
GN,UFGC,Hydro,2025-03-24,22,critical,0.0,0.0,0.0,0.0,111.5886666666667,7.136457571279084
GN,UFGC,Hydro,2025-03-24,23,other,0.0,0.0,0.0,0.0,101.52444444444444,11.74510122467141
GN,UFMI,Hydro,2025-03-24,0,other,0.0,0.0,0.0,0.0,25.285,15.118040547637117
GN,UFMI,Hydro,2025-03-24,1,flat,0.0,0.0,0.0,0.0,21.64,11.370394891999137
GN,UFMI,Hydro,2025-03-24,2,flat,3698.2499999999995,1849.1249999999998,1293.7830032699999,646.8915016349999,19.389999999999997,5.722169363294152
GN,UFMI,Hydro,2025-03-24,3,flat,0.0,0.0,0.0,0.0,18.006666666666664,4.636251359305993
GN,UFMI,Hydro,2025-03-24,4,other,0.0,0.0,0.0,0.0,19.565000000000005,1.5512163686031086
GN,UFMI,Hydro,2025-03-24,5,critical,0.0,0.0,0.0,0.0,22.455000000000002,2.313946844679021
GN,UFMI,Hydro,2025-03-24,6,critical,0.0,0.0,0.0,0.0,31.208,9.307879338376589
GN,UFMI,Hydro,2025-03-24,7,critical,0.0,0.0,0.0,0.0,93.73,35.07701298571473
GN,UFMI,Hydro,2025-03-24,8,critical,2960.1899999999996,1958.293333333333,1266.6666666666667,844.4444444444445,75.704,31.284145505351432
GN,UFMI,Hydro,2025-03-24,9,other,0.0,0.0,0.0,0.0,43.345,17.420469281853464
GN,UFMI,Hydro,2025-03-24,10,other,0.0,0.0,0.0,0.0,17.131999999999998,10.36211346953678
GN,UFMI,Hydro,2025-03-24,11,midday,0.0,0.0,0.0,0.0,4.4399999999999995,2.0494877408757537
GN,UFMI,Hydro,2025-03-24,12,midday,0.0,0.0,0.0,0.0,2.186153846153846,1.611937439137235
GN,UFMI,Hydro,2025-03-24,13,midday,0.0,0.0,0.0,0.0,2.738888888888889,2.736697117167172
GN,UFMI,Hydro,2025-03-24,14,midday,0.0,0.0,0.0,0.0,4.826666666666667,5.107740158211802
GN,UFMI,Hydro,2025-03-24,15,other,0.0,0.0,0.0,0.0,6.183333333333334,6.329680086702645
GN,UFMI,Hydro,2025-03-24,16,critical,0.0,0.0,0.0,0.0,10.75,9.777725414722704
GN,UFMI,Hydro,2025-03-24,17,critical,0.0,0.0,0.0,0.0,16.094444444444445,13.620435117050326
GN,UFMI,Hydro,2025-03-24,18,critical,0.0,0.0,0.0,0.0,36.756,25.847288832680302
GN,UFMI,Hydro,2025-03-24,21,critical,7535.549999999999,3767.7749999999996,2012.744367604939,1006.3721838024695,133.7433333333333,12.520486212603721
GN,UFMI,Hydro,2025-03-24,22,critical,639.6800000000003,319.84000000000015,445.929144036637,222.96457201831853,111.5886666666667,7.136457571279084
GN,UFMI,Hydro,2025-03-24,23,other,0.0,0.0,0.0,0.0,101.52444444444444,11.74510122467141
IB,ACE3,CCGT,2025-03-24,0,other,20.0,13.333333333333334,20.0,13.333333333333334,25.285,15.118040547637117
IB,ACE3,CCGT,2025-03-24,1,flat,0.0,0.0,0.0,0.0,21.64,11.370394891999137
IB,ACE3,CCGT,2025-03-24,2,flat,0.0,0.0,0.0,0.0,19.389999999999997,5.722169363294152
IB,ACE3,CCGT,2025-03-24,3,flat,0.0,0.0,0.0,0.0,18.006666666666664,4.636251359305993
IB,ACE3,CCGT,2025-03-24,4,other,0.0,0.0,0.0,0.0,19.565000000000005,1.5512163686031086
IB,ACE3,CCGT,2025-03-24,5,critical,0.0,0.0,0.0,0.0,22.455000000000002,2.313946844679021
IB,ACE3,CCGT,2025-03-24,6,critical,0.0,0.0,0.0,0.0,31.208,9.307879338376589
IB,ARCOS1,CCGT,2025-03-24,0,other,20.7,13.799999999999999,20.7,13.799999999999999,25.285,15.118040547637117
IB,ARCOS1,CCGT,2025-03-24,1,flat,0.0,0.0,0.0,0.0,21.64,11.370394891999137
IB,ARCOS1,CCGT,2025-03-24,2,flat,0.0,0.0,0.0,0.0,19.389999999999997,5.722169363294152
IB,ARCOS1,CCGT,2025-03-24,3,flat,0.0,0.0,0.0,0.0,18.006666666666664,4.636251359305993
IB,ARCOS1,CCGT,2025-03-24,4,other,0.0,0.0,0.0,0.0,19.565000000000005,1.5512163686031086
IB,ARCOS1,CCGT,2025-03-24,5,critical,0.0,0.0,0.0,0.0,22.455000000000002,2.313946844679021
GN,MALA1,CCGT,2025-03-25,2,flat,2212.7250000000004,1106.3625000000002,0.0,0.0,18.601999999999997,7.163366371879758
GN,MALA1,CCGT,2025-03-25,3,flat,0.0,0.0,0.0,0.0,13.321666666666667,0.9545766950154743
GN,MALA1,CCGT,2025-03-25,4,other,988.3999999999999,494.2,473.32450913496933,236.66225456748467,14.397,2.6706472374064423
GN,MALA1,CCGT,2025-03-25,5,critical,0.0,0.0,0.0,0.0,18.833333333333332,3.0457489500394916
GE,BES5,CCGT,2025-03-24,17,critical,0.0,0.0,0.0,0.0,16.094444444444445,13.620435117050326
GE,BES5,CCGT,2025-03-24,18,critical,0.0,0.0,0.0,0.0,36.756,25.847288832680302
GE,BES5,CCGT,2025-03-24,19,critical,3.3999999999969077,2.266666666664605,0.0,0.0,150.11666666666667,44.600023542594684
GE,BES5,CCGT,2025-03-24,20,critical,0.0,0.0,0.0,0.0,171.44600000000003,11.488209981168888
GE,BES5,CCGT,2025-03-24,21,critical,0.0,0.0,0.0,0.0,133.7433333333333,12.520486212603721
GE,BES5,CCGT,2025-03-24,22,critical,3.3999999999969077,1.6999999999984539,0.0,0.0,111.5886666666667,7.136457571279084
GE,BES5,CCGT,2025-03-24,23,other,0.0,0.0,0.0,0.0,101.52444444444444,11.74510122467141
GN,PBCN2,CCGT,2025-03-24,6,critical,96.7,48.550000000000004,96.7,48.550000000000004,31.208,9.307879338376589
GN,PALOS2,CCGT,2025-03-25,0,other,3.319999999999993,1.6599999999999966,0.5441833100444171,0.27209165502220856,65.48666666666666,25.500511890286962
GN,PALOS2,CCGT,2025-03-25,1,flat,0.0,0.0,0.0,0.0,39.08333333333333,18.435479561613437
GN,PALOS2,CCGT,2025-03-25,2,flat,0.0,0.0,0.0,0.0,18.601999999999997,7.163366371879758
GN,PALOS2,CCGT,2025-03-25,3,flat,0.0,0.0,0.0,0.0,13.321666666666667,0.9545766950154743
GN,PALOS2,CCGT,2025-03-25,4,other,0.0,0.0,0.0,0.0,14.397,2.6706472374064423
GN,PALOS2,CCGT,2025-03-25,5,critical,0.0,0.0,0.0,0.0,18.833333333333332,3.0457489500394916
GE,PGR5,CCGT,2025-03-25,0,other,49.5,26.235000000000053,20.525900779999642,10.87487227419986,65.48666666666666,25.500511890286962
GE,PGR5,CCGT,2025-03-25,1,flat,21.025000000000453,10.512500000000227,0.0,0.0,39.08333333333333,18.435479561613437
GE,PGR5,CCGT,2025-03-25,2,flat,0.0,0.0,0.0,0.0,18.601999999999997,7.163366371879758
GE,PGR5,CCGT,2025-03-25,3,flat,0.0,0.0,0.0,0.0,13.321666666666667,0.9545766950154743
GE,PGR5,CCGT,2025-03-25,4,other,0.0,0.0,0.0,0.0,14.397,2.6706472374064423
GE,PGR5,CCGT,2025-03-25,5,critical,105335.94,70223.96,5411.774670458627,3607.849780305751,18.833333333333332,3.0457489500394916
GE,PGR5,CCGT,2025-03-25,6,critical,0.0,0.0,0.0,0.0,42.529,25.721819293700392
GE,PGR5,CCGT,2025-03-25,7,critical,0.0,0.0,0.0,0.0,104.41666666666667,31.640009270963667
GE,PGR5,CCGT,2025-03-25,8,critical,0.0,0.0,0.0,0.0,87.77000000000001,41.381495059184765
GE,PGR5,CCGT,2025-03-25,9,other,0.0,0.0,0.0,0.0,11.103333333333333,10.511054498320645
GE,PGR5,CCGT,2025-03-25,10,other,0.0,0.0,0.0,0.0,1.229,1.6175183323707818
GE,PGR5,CCGT,2025-03-25,11,midday,0.0,0.0,0.0,0.0,0.16166666666666668,0.4420143285761975
GE,PGR5,CCGT,2025-03-25,12,midday,0.0,0.0,0.0,0.0,-0.7323076923076923,1.3605645509992892
GE,PGR5,CCGT,2025-03-25,13,midday,0.0,0.0,0.0,0.0,-0.6244444444444445,1.181345748617981
GE,PGR5,CCGT,2025-03-25,14,midday,70.080000000001,38.252000000000685,0.0,0.0,0.3466666666666667,0.3665216163312817
GE,PGR5,CCGT,2025-03-25,15,other,0.0,0.0,0.0,0.0,1.0466666666666666,1.1437329233697875
GE,PGR5,CCGT,2025-03-25,16,critical,63.357999999999365,38.36233333333302,0.0,0.0,0.8106666666666669,2.4076350775536284
GE,PGR5,CCGT,2025-03-25,17,critical,0.0,0.0,0.0,0.0,1.3277777777777782,5.405757989814606
GE,PGR5,CCGT,2025-03-25,18,critical,19136.162000000004,9568.081000000002,0.0,0.0,35.68333333333333,23.691504404583114
GE,PGR5,CCGT,2025-03-25,19,critical,0.0,0.0,0.0,0.0,136.4711111111111,28.87765937729565
GE,PGR5,CCGT,2025-03-25,20,critical,0.0,0.0,0.0,0.0,151.67000000000002,8.385833291927522
GE,PGR5,CCGT,2025-03-25,21,critical,0.0,0.0,0.0,0.0,127.82666666666667,14.20799246902953
GE,PGR5,CCGT,2025-03-25,22,critical,0.0,0.0,0.0,0.0,105.196,12.379272307253876
GN,SAGU1,CCGT,2025-03-25,0,other,18.0,9.0,0.0,0.0,65.48666666666666,25.500511890286962
GN,SAGU1,CCGT,2025-03-25,1,flat,0.0,0.0,0.0,0.0,39.08333333333333,18.435479561613437
GN,SAGU1,CCGT,2025-03-25,2,flat,0.0,0.0,0.0,0.0,18.601999999999997,7.163366371879758
GN,SAGU1,CCGT,2025-03-25,3,flat,0.0,0.0,0.0,0.0,13.321666666666667,0.9545766950154743
GN,SAGU1,CCGT,2025-03-25,4,other,916.1510000000001,458.0755000000001,473.32450913496945,236.66225456748472,14.397,2.6706472374064423
GN,SAGU1,CCGT,2025-03-25,5,critical,0.0,0.0,0.0,0.0,18.833333333333332,3.0457489500394916
GN,SAGU1,CCGT,2025-03-25,6,critical,0.0,0.0,0.0,0.0,42.529,25.721819293700392
GN,MALA1,CCGT,2025-03-25,1,flat,106.7,54.6,106.7,54.6,39.08333333333333,18.435479561613437
IB,MUEL,Hydro_pump,2025-03-25,9,other,2514.58,1257.29,2474.4063881894226,1237.2031940947113,11.103333333333333,10.511054498320645
IB,MUEL,Hydro_pump,2025-03-25,17,critical,264.0000000000008,176.00000000000054,225.81647265185296,150.5443151012353,1.3277777777777782,5.405757989814606
IB,MUEL,Hydro_pump,2025-03-25,2,flat,0.0,0.0,0.0,0.0,18.601999999999997,7.163366371879758
IB,MUEL,Hydro_pump,2025-03-25,3,flat,0.0,0.0,0.0,0.0,13.321666666666667,0.9545766950154743
IB,MUEL,Hydro_pump,2025-03-25,4,other,0.0,0.0,0.0,0.0,14.397,2.6706472374064423
IB,MUEL,Hydro_pump,2025-03-25,5,critical,17.85600000000015,11.7840000000001,17.837757278720133,11.771960784746755,18.833333333333332,3.0457489500394916
IB,MUEL,Hydro_pump,2025-03-25,0,other,0.0,0.0,0.0,0.0,65.48666666666666,25.500511890286962
IB,MUEL,Hydro_pump,2025-03-25,1,flat,0.0,0.0,0.0,0.0,39.08333333333333,18.435479561613437
IB,MUEL,Hydro_pump,2025-03-25,6,critical,0.0,0.0,0.0,0.0,42.529,25.721819293700392
IB,MUEL,Hydro_pump,2025-03-25,7,critical,0.0,0.0,0.0,0.0,104.41666666666667,31.640009270963667
IB,MUEL,Hydro_pump,2025-03-25,8,critical,0.0,0.0,0.0,0.0,87.77000000000001,41.381495059184765
IB,MUEL,Hydro_pump,2025-03-25,18,critical,0.0,0.0,0.0,0.0,35.68333333333333,23.691504404583114
IB,MUEL,Hydro_pump,2025-03-25,19,critical,0.0,0.0,0.0,0.0,136.4711111111111,28.87765937729565
IB,MUEL,Hydro_pump,2025-03-25,20,critical,0.0,0.0,0.0,0.0,151.67000000000002,8.385833291927522
IB,MUEL,Hydro_pump,2025-03-25,21,critical,0.0,0.0,0.0,0.0,127.82666666666667,14.20799246902953
IB,MUEL,Hydro_pump,2025-03-25,22,critical,0.0,0.0,0.0,0.0,105.196,12.379272307253876
IB,MUEL,Hydro_pump,2025-03-25,23,other,0.0,0.0,0.0,0.0,100.83333333333334,5.839479856973567
GE,BES3,CCGT,2025-03-26,1,flat,0.0,0.0,0.0,0.0,63.06833333333333,30.542574493101704
GE,BES3,CCGT,2025-03-26,2,flat,0.0,0.0,0.0,0.0,45.241,26.552481135374983
GE,BES3,CCGT,2025-03-26,3,flat,0.0,0.0,0.0,0.0,32.25666666666666,19.371670724712068
GE,BES3,CCGT,2025-03-26,4,other,0.0,0.0,0.0,0.0,20.147000000000006,12.259058374207303
GE,BES3,CCGT,2025-03-26,5,critical,0.0,0.0,0.0,0.0,19.305,5.729316713186661
GE,BES3,CCGT,2025-03-26,6,critical,0.0,0.0,0.0,0.0,36.120999999999995,20.853176922900207
GE,BES3,CCGT,2025-03-26,7,critical,0.0,0.0,0.0,0.0,90.575,18.00623086600858
GE,BES3,CCGT,2025-03-26,8,critical,0.0,0.0,0.0,0.0,59.89000000000001,34.24391365224224
GE,BES3,CCGT,2025-03-26,9,other,0.0,0.0,0.0,0.0,3.588333333333333,5.017702329419978
GE,BES3,CCGT,2025-03-26,10,other,0.0,0.0,0.0,0.0,-0.236,0.992518681604197
GE,BES3,CCGT,2025-03-26,11,midday,0.0,0.0,0.0,0.0,-0.36333333333333334,0.6175651112770755
GE,BES3,CCGT,2025-03-26,12,midday,0.0,0.0,0.0,0.0,-1.229230769230769,1.399478840726442
GE,BES3,CCGT,2025-03-26,13,midday,0.0,0.0,0.0,0.0,-1.1399999999999997,1.3836636151897617
GN,CAMGI10,CCGT,2025-03-26,0,other,0.0,0.0,0.0,0.0,70.16166666666668,23.711682704242367
GN,CAMGI10,CCGT,2025-03-26,1,flat,0.0,0.0,0.0,0.0,63.06833333333333,30.542574493101704
GN,CAMGI10,CCGT,2025-03-26,2,flat,0.0,0.0,0.0,0.0,45.241,26.552481135374983
GN,CAMGI10,CCGT,2025-03-26,3,flat,30.923999999999953,15.461999999999977,0.0,0.0,32.25666666666666,19.371670724712068
GN,CAMGI10,CCGT,2025-03-26,4,other,0.0,0.0,0.0,0.0,20.147000000000006,12.259058374207303
GN,CAMGI10,CCGT,2025-03-26,5,critical,46.943999999999946,23.471999999999976,0.0,0.0,19.305,5.729316713186661
GN,CAMGI10,CCGT,2025-03-26,6,critical,0.0,0.0,0.0,0.0,36.120999999999995,20.853176922900207
GE,SBEU,Hydro,2025-03-24,0,other,0.0,0.0,0.0,0.0,25.285,15.118040547637117
GE,SBEU,Hydro,2025-03-24,1,flat,2.0,1.0,2.0,1.0,21.64,11.370394891999137
GE,SBEU,Hydro,2025-03-24,2,flat,0.0,0.0,0.0,0.0,19.389999999999997,5.722169363294152
GE,SBEU,Hydro,2025-03-24,3,flat,0.0,0.0,0.0,0.0,18.006666666666664,4.636251359305993
GE,SBEU,Hydro,2025-03-24,4,other,0.0,0.0,0.0,0.0,19.565000000000005,1.5512163686031086
GE,SBEU,Hydro,2025-03-24,5,critical,0.0,0.0,0.0,0.0,22.455000000000002,2.313946844679021
GE,SBEU,Hydro,2025-03-24,6,critical,0.0,0.0,0.0,0.0,31.208,9.307879338376589
GE,SBEU,Hydro,2025-03-24,7,critical,0.0,0.0,0.0,0.0,93.73,35.07701298571473
GE,SBEU,Hydro,2025-03-24,8,critical,3.0,2.0,3.0,2.0,75.704,31.284145505351432
GE,SBEU,Hydro,2025-03-24,9,other,0.0,0.0,0.0,0.0,43.345,17.420469281853464
GE,SBEU,Hydro,2025-03-24,11,midday,0.0,0.0,0.0,0.0,4.4399999999999995,2.0494877408757537
GE,SBEU,Hydro,2025-03-24,12,midday,0.0,0.0,0.0,0.0,2.186153846153846,1.611937439137235
GE,SBEU,Hydro,2025-03-24,13,midday,0.0,0.0,0.0,0.0,2.738888888888889,2.736697117167172
GE,SBEU,Hydro,2025-03-24,14,midday,0.0,0.0,0.0,0.0,4.826666666666667,5.107740158211802
GE,SBEU,Hydro,2025-03-24,15,other,0.0,0.0,0.0,0.0,6.183333333333334,6.329680086702645
GE,SBEU,Hydro,2025-03-24,16,critical,0.0,0.0,0.0,0.0,10.75,9.777725414722704
GE,SBEU,Hydro,2025-03-24,17,critical,0.0,0.0,0.0,0.0,16.094444444444445,13.620435117050326
GE,SBEU,Hydro,2025-03-24,18,critical,0.0,0.0,0.0,0.0,36.756,25.847288832680302
GE,SBEU,Hydro,2025-03-24,19,critical,0.0,0.0,0.0,0.0,150.11666666666667,44.600023542594684
GE,SBEU,Hydro,2025-03-24,20,critical,0.0,0.0,0.0,0.0,171.44600000000003,11.488209981168888
GE,SBEU,Hydro,2025-03-24,21,critical,0.0,0.0,0.0,0.0,133.7433333333333,12.520486212603721
GE,SBEU,Hydro,2025-03-24,22,critical,0.0,0.0,0.0,0.0,111.5886666666667,7.136457571279084
GE,SBEU,Hydro,2025-03-24,23,other,0.0,0.0,0.0,0.0,101.52444444444444,11.74510122467141
GN,SAGU1,CCGT,2025-03-25,20,critical,524.0399999999998,262.0199999999999,501.47269516959966,250.73634758479986,151.67000000000002,8.385833291927522
GN,SAGU1,CCGT,2025-03-25,21,critical,914.8499999999993,500.7599999999996,908.8683078341329,497.4858106039464,127.82666666666667,14.20799246902953
GN,SAGU1,CCGT,2025-03-25,22,critical,777.5999999999977,413.75999999999885,774.6428331647976,412.1864951778122,105.196,12.379272307253876
GN,CTGN3,CCGT,2025-03-26,0,other,0.0,0.0,0.0,0.0,70.16166666666668,23.711682704242367
GN,CTGN3,CCGT,2025-03-26,1,flat,524.6999999999999,262.34999999999997,334.74047593379635,167.37023796689817,63.06833333333333,30.542574493101704
GN,CTGN3,CCGT,2025-03-26,2,flat,0.0,0.0,0.0,0.0,45.241,26.552481135374983
GN,CTGN3,CCGT,2025-03-26,3,flat,16.92,8.46,0.0,0.0,32.25666666666666,19.371670724712068
GN,CTGN3,CCGT,2025-03-26,4,other,0.0,0.0,0.0,0.0,20.147000000000006,12.259058374207303
GN,CTGN3,CCGT,2025-03-26,5,critical,39.480000000000004,19.740000000000002,0.0,0.0,19.305,5.729316713186661
GN,CTGN3,CCGT,2025-03-26,6,critical,0.0,0.0,0.0,0.0,36.120999999999995,20.853176922900207
GN,CTGN3,CCGT,2025-03-26,7,critical,1719.6899999999998,902.0341666666665,1494.1469806166995,782.4238841849193,90.575,18.00623086600858
GN,CTGN3,CCGT,2025-03-26,8,critical,1301.1599999999999,650.5799999999999,864.1203689088,432.06018445440003,59.89000000000001,34.24391365224224
GN,CTGN3,CCGT,2025-03-26,9,other,0.30000000000001137,0.2000000000000076,0.0,0.0,3.588333333333333,5.017702329419978
GN,CTGN3,CCGT,2025-03-26,10,other,0.0,0.0,0.0,0.0,-0.236,0.992518681604197
GN,CTGN3,CCGT,2025-03-26,11,midday,0.0,0.0,0.0,0.0,-0.36333333333333334,0.6175651112770755
GN,CTGN3,CCGT,2025-03-26,12,midday,0.0,0.0,0.0,0.0,-1.229230769230769,1.399478840726442
GN,CTGN3,CCGT,2025-03-26,13,midday,0.0,0.0,0.0,0.0,-1.1399999999999997,1.3836636151897617
GN,CTGN3,CCGT,2025-03-26,14,midday,0.0,0.0,0.0,0.0,-0.8793333333333333,1.1368092355779127
GN,CTGN3,CCGT,2025-03-26,15,other,0.0,0.0,0.0,0.0,-0.28,0.4971921157862422
GN,CTGN3,CCGT,2025-03-26,16,critical,0.0,0.0,0.0,0.0,-0.5319999999999999,1.0352170234855518
GN,CTGN3,CCGT,2025-03-26,17,critical,80.44799999999988,50.56533333333326,0.0,0.0,-0.29888888888888876,2.2647154591937397
GN,CTGN3,CCGT,2025-03-26,18,critical,4040.2399999999984,2433.6199999999994,1507.8314562575788,904.6988737545472,9.886,12.268334268118297
GN,CTGN3,CCGT,2025-03-26,19,critical,2760.87,1380.4350000000002,1399.9769511179795,699.9884755589898,81.71444444444445,23.83139636651151
GN,CTGN3,CCGT,2025-03-26,20,critical,14371.21,7238.7886666666645,4934.148270659929,2498.9986597657353,122.58533333333335,10.23146537938353
GN,CTGN3,CCGT,2025-03-26,21,critical,2324.7979999999993,1549.865333333333,841.3928802741004,560.9285868494003,103.60888888888888,6.107649802592739
GN,CTGN3,CCGT,2025-03-26,22,critical,0.0,0.0,0.0,0.0,94.15266666666669,5.21289810630005
GN,CTGN3,CCGT,2025-03-26,23,other,0.0,0.0,0.0,0.0,70.00444444444446,21.628418291169098
IB,DUER,Hydro,2025-03-26,1,flat,0.0,0.0,0.0,0.0,63.06833333333333,30.542574493101704
IB,DUER,Hydro,2025-03-26,2,flat,0.0,0.0,0.0,0.0,45.241,26.552481135374983
IB,DUER,Hydro,2025-03-26,3,flat,0.0,0.0,0.0,0.0,32.25666666666666,19.371670724712068
IB,DUER,Hydro,2025-03-26,4,other,0.0,0.0,0.0,0.0,20.147000000000006,12.259058374207303
IB,DUER,Hydro,2025-03-26,5,critical,0.0,0.0,0.0,0.0,19.305,5.729316713186661
IB,DUER,Hydro,2025-03-26,8,critical,0.0,0.0,0.0,0.0,59.89000000000001,34.24391365224224
IB,DUER,Hydro,2025-03-26,9,other,0.0,0.0,0.0,0.0,3.588333333333333,5.017702329419978
IB,DUER,Hydro,2025-03-26,10,other,0.0,0.0,0.0,0.0,-0.236,0.992518681604197
IB,DUER,Hydro,2025-03-26,11,midday,0.0,0.0,0.0,0.0,-0.36333333333333334,0.6175651112770755
IB,DUER,Hydro,2025-03-26,12,midday,0.0,0.0,0.0,0.0,-1.229230769230769,1.399478840726442
IB,DUER,Hydro,2025-03-26,13,midday,0.0,0.0,0.0,0.0,-1.1399999999999997,1.3836636151897617
IB,DUER,Hydro,2025-03-26,14,midday,0.0,0.0,0.0,0.0,-0.8793333333333333,1.1368092355779127
IB,DUER,Hydro,2025-03-26,15,other,0.0,0.0,0.0,0.0,-0.28,0.4971921157862422
IB,DUER,Hydro,2025-03-26,16,critical,0.0,0.0,0.0,0.0,-0.5319999999999999,1.0352170234855518
IB,DUER,Hydro,2025-03-26,17,critical,0.0,0.0,0.0,0.0,-0.29888888888888876,2.2647154591937397
IB,DUER,Hydro,2025-03-26,18,critical,0.0,0.0,0.0,0.0,9.886,12.268334268118297
IB,DUER,Hydro,2025-03-26,0,other,0.0,0.0,0.0,0.0,70.16166666666668,23.711682704242367
IB,DUER,Hydro,2025-03-26,6,critical,0.0,0.0,0.0,0.0,36.120999999999995,20.853176922900207
IB,DUER,Hydro,2025-03-26,7,critical,0.0,0.0,0.0,0.0,90.575,18.00623086600858
IB,DUER,Hydro,2025-03-26,21,critical,0.0,0.0,0.0,0.0,103.60888888888888,6.107649802592739
IB,DUER,Hydro,2025-03-26,22,critical,0.0,0.0,0.0,0.0,94.15266666666669,5.21289810630005
IB,DUER,Hydro,2025-03-26,23,other,0.0,0.0,0.0,0.0,70.00444444444446,21.628418291169098
GE,SLTG,Hydro_pump,2025-03-24,23,other,0.0,0.0,0.0,0.0,101.52444444444444,11.74510122467141
HC,SRI4R,CCGT,2025-03-24,8,critical,0.0,0.0,0.0,0.0,75.704,31.284145505351432
IB,TAMEGA,Hydro,2025-03-24,2,flat,0.0,0.0,0.0,0.0,19.389999999999997,5.722169363294152
IB,SIL,Hydro,2025-03-25,1,flat,0.0,0.0,0.0,0.0,39.08333333333333,18.435479561613437
IB,SIL,Hydro,2025-03-25,2,flat,0.0,0.0,0.0,0.0,18.601999999999997,7.163366371879758
IB,SIL,Hydro,2025-03-25,3,flat,0.0,0.0,0.0,0.0,13.321666666666667,0.9545766950154743
