outcome,tech,regime,spec,transform,n,R2,beta,pval,base_level,regime_level,diff,diff_label
bidshape_in_band_share,Hydro_pump,ISP15win,B_with_controls,logit,1470,0.35078388317276477,-2.491924137492229,6.36077362964785e-30,0.7815432470644579,0.28479229309115267,-49.67509539733052,pp
bidshape_in_band_share,Hydro_pump,MTU15IDA_pre,B_with_controls,logit,1470,0.35078388317276477,-1.8270442075712736,5.992676464595834e-23,0.7815432470644579,0.4175328923656318,-36.40103546988261,pp
bidshape_in_band_share,Hydro_pump,MTU15IDA_post,B_with_controls,logit,1470,0.35078388317276477,-1.6362372900446414,8.776621526112795e-47,0.7815432470644579,0.45864765857842776,-32.289558848603015,pp
bidshape_in_band_share,Hydro_pump,DA15_ID15,B_with_controls,logit,1470,0.35078388317276477,-1.0834912137750474,1.0706654517812494e-22,0.7815432470644579,0.578646171333901,-20.289707573055694,pp
bidshape_in_band_share,Nuclear,3sess,A_seasonality_only,logit,1470,0.21887321094972245,2.238770285846256,6.007625343247439e-14,0.1363666715738778,0.2927136696415494,15.634699806767157,pp
bidshape_in_band_share,Nuclear,ISP15win,A_seasonality_only,logit,1470,0.21887321094972245,-0.09302148292012521,0.7940342526722256,0.1363666715738778,0.13116527977117434,-0.5201391802703459,pp
bidshape_in_band_share,Nuclear,MTU15IDA_pre,A_seasonality_only,logit,1470,0.21887321094972245,3.0086938173271425,1.4843809058075848e-07,0.1363666715738778,0.3549317812889601,21.85651097150823,pp
bidshape_in_band_share,Nuclear,MTU15IDA_post,A_seasonality_only,logit,1470,0.21887321094972245,3.0429439402664666,8.143384753359641e-23,0.1363666715738778,0.35775528466167744,22.138861308779965,pp
bidshape_in_band_share,Nuclear,DA15_ID15,A_seasonality_only,logit,1470,0.21887321094972245,0.7113013172570071,0.05697905263060993,0.1363666715738778,0.18015097601699306,4.378430444311526,pp
bidshape_in_band_share,Nuclear,3sess,B_with_controls,logit,1470,0.4574017579161539,-2.7187249373441245,1.6373897258176906e-11,0.21968949807226684,0.05824558217873599,-16.144391589353084,pp
bidshape_in_band_share,Nuclear,ISP15win,B_with_controls,logit,1470,0.4574017579161539,-2.818416868508119,6.75275631148601e-05,0.21968949807226684,0.05508257287934475,-16.46069251929221,pp
bidshape_in_band_share,Nuclear,MTU15IDA_pre,B_with_controls,logit,1470,0.4574017579161539,-1.6246203958352026,0.006764121727959102,0.21968949807226684,0.10465219822447006,-11.503729984779678,pp
bidshape_in_band_share,Nuclear,MTU15IDA_post,B_with_controls,logit,1470,0.4574017579161539,-3.248718091843146,7.585554587915992e-19,0.21968949807226684,0.043129095947668915,-17.656040212459793,pp
bidshape_in_band_share,Nuclear,DA15_ID15,B_with_controls,logit,1470,0.4574017579161539,-2.6027966096029895,5.374039124991733e-13,0.21968949807226684,0.06212587847903656,-15.756361959323028,pp
DA_price,system,3sess,A_seasonality_only,log,1596,0.2256015234444001,-0.4087618576121455,3.2122315541072307e-07,111.91078985372123,74.36163699962391,-33.55275474614903,%
DA_price,system,ISP15win,A_seasonality_only,log,1596,0.2256015234444001,0.17008715856810722,0.07667588814759993,111.91078985372123,132.6599640773551,18.540816529626113,%
DA_price,system,MTU15IDA_pre,A_seasonality_only,log,1596,0.2256015234444001,-0.7284851062530384,1.9099273220421275e-06,111.91078985372123,54.012577088362,-51.73604157475617,%
DA_price,system,MTU15IDA_post,A_seasonality_only,log,1596,0.2256015234444001,-0.802249073625494,9.844395839357025e-22,111.91078985372123,50.17179223587182,-55.16804742290582,%
DA_price,system,DA15_ID15,A_seasonality_only,log,1596,0.2256015234444001,-0.5380892306539304,4.02044876959134e-15,111.91078985372123,65.3405487220766,-41.6137185632562,%
DA_price,system,3sess,B_with_controls,log,1563,0.5330744930246936,1.43369717905563,1.3606571299154234e-45,48.049002365558685,201.52602952601916,319.41771858820556,%
DA_price,system,ISP15win,B_with_controls,log,1563,0.5330744930246936,1.7672647081362354,5.301375345355423e-29,48.049002365558685,281.3181065747527,485.4816806277757,%
DA_price,system,MTU15IDA_pre,B_with_controls,log,1563,0.5330744930246936,1.0976587509193783,3.5653026631928524e-13,48.049002365558685,144.00962299491582,199.7140750171772,%
DA_price,system,MTU15IDA_post,B_with_controls,log,1563,0.5330744930246936,1.239021540183139,4.7846155897379954e-39,48.049002365558685,165.87639672450157,245.22339394792732,%
DA_price,system,DA15_ID15,B_with_controls,log,1563,0.5330744930246936,0.6551826391020275,1.4511378551650566e-19,48.049002365558685,92.51807324630276,92.54941557874947,%
Fase1_cost,system,3sess,A_seasonality_only,log,1578,0.5282411182998785,0.685290980571688,3.873000096339714e-34,3501762.2031108327,6948718.881327998,98.4349158590786,%
Fase1_cost,system,ISP15win,A_seasonality_only,log,1578,0.5282411182998785,0.32969691143102997,5.740615189589887e-07,3501762.2031108327,4869363.545878374,39.05466058068181,%
Fase1_cost,system,MTU15IDA_pre,A_seasonality_only,log,1578,0.5282411182998785,0.5046950205024234,1.409454664882542e-06,3501762.2031108327,5800599.9328070255,65.64802509016725,%
Fase1_cost,system,MTU15IDA_post,A_seasonality_only,log,1578,0.5282411182998785,1.3589663383911657,7.771243485548371e-108,3501762.2031108327,13629446.920464974,289.21680370977475,%
Fase1_cost,system,DA15_ID15,A_seasonality_only,log,1578,0.5282411182998785,1.3750056615103237,1.8594647608848002e-153,3501762.2031108327,13849816.589384397,295.50991146916675,%
Fase1_cost,system,3sess,B_with_controls,log,1545,0.5740385720404231,-0.009533908814077896,0.9065854604300565,4596205.6632099,4552594.082284571,-0.9488605193282873,%
Fase1_cost,system,ISP15win,B_with_controls,log,1545,0.5740385720404231,-0.3735537718597768,0.0037037007972670274,4596205.6632099,3163494.7037542905,-31.171602500812213,%
Fase1_cost,system,MTU15IDA_pre,B_with_controls,log,1545,0.5740385720404231,-0.23942421666983954,0.053881914434817955,4596205.6632099,3617585.775910383,-21.29190813050059,%
Fase1_cost,system,MTU15IDA_post,B_with_controls,log,1545,0.5740385720404231,0.6293705444036006,3.4681805010102477e-16,4596205.6632099,8624453.957983114,87.64290786674597,%
Fase1_cost,system,DA15_ID15,B_with_controls,log,1545,0.5740385720404231,0.9908022825797704,7.989926406890616e-58,4596205.6632099,12379394.91274504,169.33944692325872,%
TR_up_cost,system,3sess,A_seasonality_only,log,1552,0.3163304262494606,0.22128682849541656,0.003896674771731806,2882453.002273962,3596382.5643118066,24.768124978087315,%
TR_up_cost,system,ISP15win,A_seasonality_only,log,1552,0.3163304262494606,0.7123833672556371,3.491067371486596e-14,2882453.002273962,5876874.281451749,103.88447883852723,%
TR_up_cost,system,MTU15IDA_pre,A_seasonality_only,log,1552,0.3163304262494606,0.584134504688498,7.014482360797517e-05,2882453.002273962,5169501.0399504015,79.34381014615649,%
TR_up_cost,system,MTU15IDA_post,A_seasonality_only,log,1552,0.3163304262494606,0.055361457430815664,0.49078785266934816,2882453.002273962,3046529.6585862353,5.692257815923929,%
TR_up_cost,system,DA15_ID15,A_seasonality_only,log,1552,0.3163304262494606,-0.874709500356452,1.7667630856532285e-38,2882453.002273962,1201934.290928654,-58.30168644621612,%
TR_up_cost,system,3sess,B_with_controls,log,1519,0.3800897359919425,-0.8030762454061204,7.51844963482345e-12,4253996.610772451,1905572.8549923291,-55.20511581587013,%
TR_up_cost,system,ISP15win,B_with_controls,log,1519,0.3800897359919425,-0.4810557377479956,0.008589710878985395,4253996.610772451,2629524.8969259807,-38.18695364572693,%
TR_up_cost,system,MTU15IDA_pre,B_with_controls,log,1519,0.3800897359919425,-0.43125818113980285,0.014693368823226763,4253996.610772451,2763783.954903021,-35.0308848882424,%
TR_up_cost,system,MTU15IDA_post,B_with_controls,log,1519,0.3800897359919425,-0.894330458609172,7.521867641527162e-16,4253996.610772451,1739379.536565662,-59.11187300523446,%
TR_up_cost,system,DA15_ID15,B_with_controls,log,1519,0.3800897359919425,-1.5691965676489268,1.9023165432178904e-70,4253996.610772451,885734.8428655876,-79.17876002480514,%
aFRR_up_price,system,3sess,A_seasonality_only,log,1594,0.4300871768568626,-0.27424657669955493,1.1529146961294895e-06,12.984540845042336,9.870128843149482,-23.985538180057986,%
aFRR_up_price,system,ISP15win,A_seasonality_only,log,1594,0.4300871768568626,-0.5741029191275148,5.227018369487341e-17,12.984540845042336,7.313021782977297,-43.67901129311398,%
aFRR_up_price,system,MTU15IDA_pre,A_seasonality_only,log,1594,0.4300871768568626,-0.9925239724001458,1.968661236808215e-19,12.984540845042336,4.8125905339041015,-62.935997573286464,%
aFRR_up_price,system,MTU15IDA_post,A_seasonality_only,log,1594,0.4300871768568626,-1.0112410352500547,5.536465927513114e-62,12.984540845042336,4.723350733144722,-63.62327486575579,%
aFRR_up_price,system,DA15_ID15,A_seasonality_only,log,1594,0.4300871768568626,-1.322168581362551,6.853351979968136e-137,12.984540845042336,3.461115384953003,-73.34433749904602,%
aFRR_up_price,system,3sess,B_with_controls,log,1562,0.5786380817897221,0.8905837990878869,1.0337606277094037e-30,7.689473266836043,18.735799105142494,143.6551692812067,%
aFRR_up_price,system,ISP15win,B_with_controls,log,1562,0.5786380817897221,0.591741266499439,8.591972014311705e-07,7.689473266836043,13.895896098220069,80.71323764336017,%
aFRR_up_price,system,MTU15IDA_pre,B_with_controls,log,1562,0.5786380817897221,0.16377108424130662,0.16058287920392095,7.689473266836043,9.057773774010709,17.79446341371671,%
aFRR_up_price,system,MTU15IDA_post,B_with_controls,log,1562,0.5786380817897221,0.19793023585241926,0.00550779193544511,7.689473266836043,9.372524851554301,21.887735691560284,%
aFRR_up_price,system,DA15_ID15,B_with_controls,log,1562,0.5786380817897221,-0.563570797194248,1.0005884392132056e-23,7.689473266836043,4.376640793949854,-43.08269705773105,%
sys_imbalance,system,3sess,A_seasonality_only,log,1593,0.22905023321580575,0.07730438721774424,0.014581332162550075,18272.008837714387,19740.546220486183,8.037087743415805,%
sys_imbalance,system,ISP15win,A_seasonality_only,log,1593,0.22905023321580575,0.40689213274353,9.820648563860306e-26,18272.008837714387,27447.153086804115,50.214206497928934,%
sys_imbalance,system,MTU15IDA_pre,A_seasonality_only,log,1593,0.22905023321580575,0.6202362154015606,6.31541862163428e-24,18272.008837714387,33974.373931900926,85.93672011462708,%
sys_imbalance,system,MTU15IDA_post,A_seasonality_only,log,1593,0.22905023321580575,0.3067422670083996,3.447338427588875e-20,18272.008837714387,24831.489463210422,35.89906662017874,%
sys_imbalance,system,DA15_ID15,A_seasonality_only,log,1593,0.22905023321580575,0.31834516070951757,1.0332936336412901e-30,18272.008837714387,25121.284575651516,37.48507237912375,%
sys_imbalance,system,3sess,B_with_controls,log,1562,0.2501765534010252,-0.12513102531856446,0.010930836890027515,19773.63297549746,17447.88358943956,-11.761871927833688,%
sys_imbalance,system,ISP15win,B_with_controls,log,1562,0.2501765534010252,0.21255377738505343,0.006332357679010332,19773.63297549746,24456.67438680418,23.683262540119564,%
sys_imbalance,system,MTU15IDA_pre,B_with_controls,log,1562,0.2501765534010252,0.4183683783974463,3.0173029255250964e-08,19773.63297549746,30045.64606308542,51.94803150395553,%
sys_imbalance,system,MTU15IDA_post,B_with_controls,log,1562,0.2501765534010252,0.09137565690176525,0.04872277867179916,19773.63297549746,21665.584617299628,9.568052791040383,%
sys_imbalance,system,DA15_ID15,B_with_controls,log,1562,0.2501765534010252,0.19077787921934108,1.1778002537655886e-07,19773.63297549746,23929.865026511376,21.019061374124416,%
CCGT_post_DA_gap,system,3sess,A_seasonality_only,identity,1494,0.9203030329613207,-6.0225647359539565,0.10521221528080128,52.182649301863094,46.16008456590914,-6.0225647359539565,abs
CCGT_post_DA_gap,system,ISP15win,A_seasonality_only,identity,1494,0.9203030329613207,2.3088053713976127,0.606831618052946,52.182649301863094,54.491454673260705,2.308805371397611,abs
CCGT_post_DA_gap,system,MTU15IDA_pre,A_seasonality_only,identity,1494,0.9203030329613207,151.475758670079,2.303445123996613e-86,52.182649301863094,203.6584079719421,151.47575867007902,abs
CCGT_post_DA_gap,system,MTU15IDA_post,A_seasonality_only,identity,1494,0.9203030329613207,336.5987555848951,0.0,52.182649301863094,388.7814048867582,336.5987555848951,abs
CCGT_post_DA_gap,system,DA15_ID15,A_seasonality_only,identity,1494,0.9203030329613207,364.19672080361374,0.0,52.182649301863094,416.3793701054768,364.19672080361374,abs
CCGT_post_DA_gap,system,3sess,B_with_controls,identity,1494,0.9240418607865098,8.506731115510048,0.14775123339929425,47.02800745211621,55.53473856762626,8.50673111551005,abs
CCGT_post_DA_gap,system,ISP15win,B_with_controls,identity,1494,0.9240418607865098,-6.941450503170854,0.4927582912660062,47.02800745211621,40.08655694894536,-6.941450503170856,abs
CCGT_post_DA_gap,system,MTU15IDA_pre,B_with_controls,identity,1494,0.9240418607865098,162.27252521321492,1.229273860405688e-68,47.02800745211621,209.30053266533113,162.27252521321492,abs
CCGT_post_DA_gap,system,MTU15IDA_post,B_with_controls,identity,1494,0.9240418607865098,363.8288527773526,0.0,47.02800745211621,410.8568602294688,363.8288527773526,abs
CCGT_post_DA_gap,system,DA15_ID15,B_with_controls,identity,1494,0.9240418607865098,375.54801558511843,0.0,47.02800745211621,422.5760230372347,375.5480155851185,abs
CCGT_DA_cleared,system,3sess,A_seasonality_only,log,1265,0.26756160080352287,-2.609692580700801,1.6661352064866502e-34,70.75422006420109,5.204479003116127,-92.64428468239254,%
CCGT_DA_cleared,system,ISP15win,A_seasonality_only,log,1265,0.26756160080352287,-0.7482424638292003,0.0035801901703192405,70.75422006420109,33.480718918554906,-52.6802515974664,%
CCGT_DA_cleared,system,MTU15IDA_pre,A_seasonality_only,log,1265,0.26756160080352287,-2.04485203961267,0.0007768427445914415,70.75422006420109,9.155548991969166,-87.06006654633238,%
CCGT_DA_cleared,system,MTU15IDA_post,A_seasonality_only,log,1265,0.26756160080352287,-1.6545118746958463,3.262460314865049e-11,70.75422006420109,13.527170704947352,-80.88146446576184,%
CCGT_DA_cleared,system,DA15_ID15,A_seasonality_only,log,1265,0.26756160080352287,-1.057037075301511,0.0005061450480940146,70.75422006420109,24.58594915001845,-65.25161449351063,%
CCGT_DA_cleared,system,3sess,B_with_controls,log,1265,0.484264779889813,0.7528513410329493,0.009919114312794335,19.38409220794811,41.153298482584404,112.30449195712247,%
CCGT_DA_cleared,system,ISP15win,B_with_controls,log,1265,0.484264779889813,1.0342571773963736,0.04956858654732374,19.38409220794811,54.527759346801666,181.30158875556478,%
CCGT_DA_cleared,system,MTU15IDA_pre,B_with_controls,log,1265,0.484264779889813,1.130069449477804,0.05359423831162931,19.38409220794811,60.01065860673499,209.58714993178097,%
CCGT_DA_cleared,system,MTU15IDA_post,B_with_controls,log,1265,0.484264779889813,2.667794210913554,3.367640904666947e-20,19.38409220794811,279.28896182842254,1340.815276940877,%
CCGT_DA_cleared,system,DA15_ID15,B_with_controls,log,1265,0.484264779889813,1.348292863851655,2.6357747197646375e-06,19.38409220794811,74.64515390017809,285.08459978110886,%
