outcome,tech,regime,spec,transform,n,R2,beta,pval,base_level,regime_level,diff,diff_label
bidshape_in_band_share,CCGT,3sess,A_seasonality_only,logit,1470,0.26950124429209954,-0.11022036082200642,0.002770663108700512,0.1983759899037494,0.1817869039790045,-1.6589085924744924,pp
bidshape_in_band_share,CCGT,ISP15win,A_seasonality_only,logit,1470,0.26950124429209954,0.009943530122678304,0.822710599864678,0.1983759899037494,0.1999259997491465,0.15500098453970768,pp
bidshape_in_band_share,CCGT,MTU15IDA_pre,A_seasonality_only,logit,1470,0.26950124429209954,-0.4666686102940857,6.737032460953769e-11,0.1983759899037494,0.1354051332310511,-6.2970856672698305,pp
bidshape_in_band_share,CCGT,MTU15IDA_post,A_seasonality_only,logit,1470,0.26950124429209954,0.10968087734550513,0.0038600921157545486,0.1983759899037494,0.2159634272377957,1.7587437334046303,pp
bidshape_in_band_share,CCGT,DA15_ID15,A_seasonality_only,logit,1470,0.26950124429209954,0.6115338225801357,2.1626640133095204e-37,0.1983759899037494,0.30978468456376385,11.140869466001444,pp
bidshape_in_band_share,CCGT,3sess,B_with_controls,logit,1470,0.31799010477359746,-0.5283250587804952,2.1042231491285645e-19,0.22338063744997422,0.14635752227844934,-7.702311517152488,pp
bidshape_in_band_share,CCGT,ISP15win,B_with_controls,logit,1470,0.31799010477359746,-0.5394407051151793,1.3574633371723332e-07,0.22338063744997422,0.14499832652062672,-7.83823109293475,pp
bidshape_in_band_share,CCGT,MTU15IDA_pre,B_with_controls,logit,1470,0.31799010477359746,-0.9117475277917707,4.424299703869129e-25,0.22338063744997422,0.10517877769759085,-11.820185975238337,pp
bidshape_in_band_share,CCGT,MTU15IDA_post,B_with_controls,logit,1470,0.31799010477359746,-0.2592184103317038,7.600836123863745e-07,0.22338063744997422,0.1824994472053537,-4.088119024462053,pp
bidshape_in_band_share,CCGT,DA15_ID15,B_with_controls,logit,1470,0.31799010477359746,0.3636800332224237,2.830054233927887e-12,0.22338063744997422,0.2907251339192559,6.73444964692817,pp
bidshape_in_band_share,Wind,3sess,A_seasonality_only,logit,1470,0.284130045253572,2.716244006901436,2.3828048048870556e-24,0.15813855166451818,0.41466799542049665,25.652944375597848,pp
bidshape_in_band_share,Wind,ISP15win,A_seasonality_only,logit,1470,0.284130045253572,0.6143593565208192,0.0521291168808893,0.15813855166451818,0.20131700533654198,4.317845367202381,pp
bidshape_in_band_share,Wind,MTU15IDA_pre,A_seasonality_only,logit,1470,0.284130045253572,2.1497253915982846,2.2517977619637937e-05,0.15813855166451818,0.34803220645554445,18.989365479102627,pp
bidshape_in_band_share,Wind,MTU15IDA_post,A_seasonality_only,logit,1470,0.284130045253572,3.6054068853958494,1.8865734878380656e-38,0.15813855166451818,0.5274225075784621,36.92839559139439,pp
bidshape_in_band_share,Wind,DA15_ID15,A_seasonality_only,logit,1470,0.284130045253572,1.8758712993305013,1.79989538041284e-08,0.15813855166451818,0.3179588971597384,15.982034549522023,pp
bidshape_in_band_share,Wind,3sess,B_with_controls,logit,1470,0.5761890718550639,-2.9510741077105083,7.097568110545026e-19,0.3270540845764863,0.07579430823652947,-25.12597763399569,pp
bidshape_in_band_share,Wind,ISP15win,B_with_controls,logit,1470,0.5761890718550639,-3.7132164217237618,1.7522351563268544e-10,0.3270540845764863,0.049365543746478356,-27.7688540830008,pp
bidshape_in_band_share,Wind,MTU15IDA_pre,B_with_controls,logit,1470,0.5761890718550639,-3.353007426453458,1.2173408443389775e-11,0.3270540845764863,0.06048190699216885,-26.65721775843175,pp
bidshape_in_band_share,Wind,MTU15IDA_post,B_with_controls,logit,1470,0.5761890718550639,-2.973691115475041,5.361339386335937e-23,0.3270540845764863,0.07484215149290317,-25.221193308358313,pp
bidshape_in_band_share,Wind,DA15_ID15,B_with_controls,logit,1470,0.5761890718550639,-1.7926980321436867,1.1799827416859621e-09,0.3270540845764863,0.14204192934429166,-18.501215523219468,pp
bidshape_in_band_share,Solar_PV,3sess,A_seasonality_only,logit,1470,0.3386015288488984,1.3993031114400913,6.992381629972222e-15,0.30211165978357074,0.5001388220952929,19.80271623117222,pp
bidshape_in_band_share,Solar_PV,ISP15win,A_seasonality_only,logit,1470,0.3386015288488984,-0.47228141096583354,0.027900883372890425,0.30211165978357074,0.24619326827682253,-5.591839150674821,pp
bidshape_in_band_share,Solar_PV,MTU15IDA_pre,A_seasonality_only,logit,1470,0.3386015288488984,1.2757134332437143,0.00020931610581876987,0.30211165978357074,0.48120438427607304,17.90927244925023,pp
bidshape_in_band_share,Solar_PV,MTU15IDA_post,A_seasonality_only,logit,1470,0.3386015288488984,2.7070181188632345,4.322162142901974e-46,0.30211165978357074,0.6978732160626552,39.57615562790844,pp
bidshape_in_band_share,Solar_PV,DA15_ID15,A_seasonality_only,logit,1470,0.3386015288488984,0.6489729999471686,0.003967455976707411,0.30211165978357074,0.38870832753751805,8.659666775394731,pp
bidshape_in_band_share,Solar_PV,3sess,B_with_controls,logit,1470,0.5371183250591217,-1.4587216811411623,2.142217872293944e-09,0.44991148280831306,0.22945537496926555,-22.045610783904753,pp
bidshape_in_band_share,Solar_PV,ISP15win,B_with_controls,logit,1470,0.5371183250591217,-1.8404138101854675,1.6954739265476425e-05,0.44991148280831306,0.18433139806137758,-26.55800847469355,pp
bidshape_in_band_share,Solar_PV,MTU15IDA_pre,B_with_controls,logit,1470,0.5371183250591217,-1.3608998452020196,0.0001784492408219437,0.44991148280831306,0.24200986430727353,-20.790161850103953,pp
bidshape_in_band_share,Solar_PV,MTU15IDA_post,B_with_controls,logit,1470,0.5371183250591217,-1.022944918513573,3.1164513539728726e-06,0.44991148280831306,0.2882989247467226,-16.161255806159048,pp
bidshape_in_band_share,Solar_PV,DA15_ID15,B_with_controls,logit,1470,0.5371183250591217,-1.2817386711262848,3.7602306603906526e-09,0.44991148280831306,0.25245420522090556,-19.74572775874075,pp
bidshape_in_band_share,Hydro,3sess,A_seasonality_only,logit,1470,0.16306098561046412,0.37940206289772715,7.320966068239026e-13,0.3085819502685705,0.3891099565462378,8.052800627766732,pp
bidshape_in_band_share,Hydro,ISP15win,A_seasonality_only,logit,1470,0.16306098561046412,0.02031387423723665,0.7480941713865814,0.3085819502685705,0.3126718322013036,0.40898819327331304,pp
bidshape_in_band_share,Hydro,MTU15IDA_pre,A_seasonality_only,logit,1470,0.16306098561046412,0.46262190421476856,5.2010869888286946e-06,0.3085819502685705,0.40774869081619897,9.916674054762847,pp
bidshape_in_band_share,Hydro,MTU15IDA_post,A_seasonality_only,logit,1470,0.16306098561046412,0.3204517461156695,3.725812584680365e-09,0.3085819502685705,0.37608592175419725,6.7503971485626755,pp
bidshape_in_band_share,Hydro,DA15_ID15,A_seasonality_only,logit,1470,0.16306098561046412,0.22268604179793738,0.0008011762132735256,0.3085819502685705,0.35486163919202895,4.627968892345846,pp
bidshape_in_band_share,Hydro,3sess,B_with_controls,logit,1470,0.5108111399671347,-0.9816145321394095,1.089826808259493e-47,0.4155149852475151,0.21607781204396256,-19.943717320355255,pp
bidshape_in_band_share,Hydro,ISP15win,B_with_controls,logit,1470,0.5108111399671347,-1.4877317826824705,2.1401770848566343e-36,0.4155149852475151,0.14398849831780713,-27.1526486929708,pp
bidshape_in_band_share,Hydro,MTU15IDA_pre,B_with_controls,logit,1470,0.5108111399671347,-0.9385526662853099,2.7649100473627237e-21,0.4155149852475151,0.22324997666619922,-19.22650085813159,pp
bidshape_in_band_share,Hydro,MTU15IDA_post,B_with_controls,logit,1470,0.5108111399671347,-1.0222679855294383,1.5453653440163655e-61,0.4155149852475151,0.20945706387039395,-20.60579213771212,pp
bidshape_in_band_share,Hydro,DA15_ID15,B_with_controls,logit,1470,0.5108111399671347,-0.6118945756444766,5.820704014559418e-25,0.4155149852475151,0.2828637913583735,-13.265119388914165,pp
bidshape_in_band_share,Hydro_pump,3sess,A_seasonality_only,logit,1470,0.10215864239230876,0.4819946551319475,5.032328153864263e-08,0.6386796549298454,0.7264154763107721,8.773582138092673,pp
bidshape_in_band_share,Hydro_pump,ISP15win,A_seasonality_only,logit,1470,0.10215864239230876,0.26579037900873964,0.012385238036094308,0.6386796549298454,0.6885606118079189,4.988095687807359,pp
bidshape_in_band_share,Hydro_pump,MTU15IDA_pre,A_seasonality_only,logit,1470,0.10215864239230876,0.37597480859794224,0.026938199884555432,0.6386796549298454,0.7081831139876665,6.950345905782118,pp
bidshape_in_band_share,Hydro_pump,MTU15IDA_post,A_seasonality_only,logit,1470,0.10215864239230876,0.15825972729063176,0.08108526468324964,0.6386796549298454,0.6687900779272622,3.011042299741684,pp
bidshape_in_band_share,Hydro_pump,DA15_ID15,A_seasonality_only,logit,1470,0.10215864239230876,0.13390045626921188,0.22895199258987634,0.6386796549298454,0.664231048001942,2.555139307209664,pp
bidshape_in_band_share,Hydro_pump,3sess,B_with_controls,logit,1470,0.35078388317276477,-1.5797467981731768,1.6371643312562845e-36,0.7815432470644579,0.4709367086052389,-31.060653845921898,pp
