regime,da_gwh,ida_gwh,ci_gwh,bilat_gwh,pdbf_gwh,ci_share_omie,bilat_share_pdbf
preIDA,393.52657854748605,141.10996972066806,16.270443687150852,694.1164575419004,1087.6430360893867,0.03003706425662494,0.6351242463899354
3sess,459.55656823529455,123.91252647058784,21.158339411764747,627.9938676470608,1087.550435882355,0.03515081062430582,0.5778703460458546
ISP15win,489.1488750000003,133.79101481481376,18.79553425925929,740.5355351851861,1229.6844101851862,0.029396733109732467,0.6016340252222401
MTU15IDA_pre,558.992612500001,152.7769600000008,12.400470000000166,543.2233324999886,1102.2159449999897,0.017289987245700272,0.4931658093100955
MTU15IDA_post,536.6607794871809,150.52093221154092,12.682083653846213,629.5946115384497,1166.2553910256308,0.01825018787674322,0.5375519239527332
DA15_ID15,400.17713631386744,100.22050967153396,14.872043613138716,711.4553813868508,1111.6325177007184,0.18663613068243512,0.6279565331478929
