d,tech,da_mwh,pdbf_mwh,ida_mwh,ci_mwh,ci_price_wavg,da_price,regime,bilat_mwh,omie_total_mwh,ci_share_omie,bilat_share_pdbf,ci_price_vs_da
2022-04-21,Hydro_pump,20866.700000000004,20866.700000000004,7536.999999999998,377.2,221.72855249204676,161.7175,preIDA,0.0,28780.900000000005,0.013105913991570796,0.0,60.01105249204676
2022-04-21,Nuclear,66013.80000000005,377435.49999999994,22.8,0.0,,161.7175,preIDA,311421.6999999999,66036.60000000005,0.0,0.8250991228964948,
2022-04-21,Other,88243.19999999963,504375.10000000143,44457.29999999899,7052.799999999996,190.79711391220465,161.7175,preIDA,416131.90000000177,139753.29999999862,0.05046607128418481,0.8250444956541284,29.07961391220465
2022-04-21,Solar_PV,58842.7999999999,67057.00000000006,7274.400000000033,2390.299999999998,181.03502489227313,161.7175,preIDA,8214.200000000157,68507.49999999994,0.0348910703207678,0.12249578716614447,19.317524892273127
2022-04-21,Wind,150012.09999999998,199318.3000000003,40957.89999999786,2880.599999999995,195.9046209123105,161.7175,preIDA,49306.20000000033,193850.59999999785,0.014859897261086769,0.24737417487506294,34.18712091231049
2022-04-22,CCGT,18729.3,34521.5,22649.999999999978,4060.4,204.5165205398478,207.76875000000004,preIDA,15792.2,45439.699999999975,0.0893579843176782,0.4574598438654172,-3.2522294601522503
2022-04-22,Hydro,16519.100000000053,99837.60000000011,5925.000000000033,1478.6000000000029,202.62222981198374,207.76875000000004,preIDA,83318.50000000006,23922.700000000088,0.06180740468258171,0.8345402934365406,-5.1465201880162965
2022-04-22,Hydro_pump,4183.9,4183.9,3126.2000000000003,12.1,231.94876033057852,207.76875000000004,preIDA,0.0,7322.200000000001,0.0016525088088279478,0.0,24.180010330578483
2022-04-22,Nuclear,53238.200000000084,365474.0999999998,67.0,0.0,,207.76875000000004,preIDA,312235.89999999973,53305.200000000084,0.0,0.854331127705082,
2022-04-22,Other,79213.99999999975,504167.8000000047,47528.49999999749,14661.400000000054,198.90451034689676,207.76875000000004,preIDA,424953.80000000494,141403.8999999973,0.10368455184051031,0.842881675505657,-8.864239653103283
2022-04-22,Solar_PV,22570.999999999905,25327.199999999903,4981.400000000086,1664.9999999999982,209.0872222222225,207.76875000000004,preIDA,2756.199999999997,29217.399999999987,0.056986590182562406,0.10882371521526295,1.3184722222224536
2022-04-22,Wind,110524.89999999988,156137.60000000047,32447.499999998134,1877.299999999998,207.38737228999102,207.76875000000004,preIDA,45612.700000000594,144849.699999998,0.012960330604758062,0.2921314276638072,-0.3813777100090192
2022-04-23,CCGT,150.0,270.0,6977.200000000001,1547.3999999999999,167.1328951790099,86.24875000000003,preIDA,120.0,8674.6,0.17838286491596153,0.4444444444444444,80.88414517900986
2022-04-23,Hydro,13619.900000000034,43847.599999999875,5714.000000000009,752.6,123.62626096199845,86.24875000000003,preIDA,30227.69999999984,20086.500000000044,0.03746795111144293,0.689380946733685,37.377510961998425
2022-04-23,Hydro_pump,3940.5000000000005,3940.5000000000005,5715.399999999998,217.7,129.7499035369775,86.24875000000003,preIDA,0.0,9873.599999999999,0.02204869551126236,0.0,43.50115353697748
2022-04-23,Nuclear,23833.79999999994,336727.6999999996,0.0,0.0,,86.24875000000003,preIDA,312893.8999999997,23833.79999999994,0.0,0.9292193662713226,
2022-04-23,Other,82842.89999999986,476156.0000000017,53954.59999999793,11782.800000000061,93.05129663577385,86.24875000000003,preIDA,393313.10000000184,148580.29999999783,0.07930257241370647,0.8260173136535095,6.8025466357738225
2022-04-23,Solar_PV,46462.29999999976,51744.49999999979,9040.800000000336,980.5000000000015,0.35696073431922465,86.24875000000003,preIDA,5282.200000000026,56483.6000000001,0.01735902102557202,0.10208234691609828,-85.8917892656808
2022-04-23,Wind,262051.9000000005,279160.00000000006,43996.499999997075,3093.999999999991,64.35799321266997,86.24875000000003,preIDA,17108.09999999957,309142.3999999976,0.010008332729512404,0.06128420977217211,-21.890756787330062
2022-04-24,CCGT,6543.499999999999,15338.5,23785.499999999993,3676.499999999998,215.9544041887664,146.9466666666667,preIDA,8795.0,34005.49999999999,0.10811486377203684,0.5733937477589073,69.00773752209972
2022-04-24,Hydro,13882.60000000001,56435.99999999999,6281.699999999988,1106.5999999999995,192.7699936743179,146.9466666666667,preIDA,42553.39999999998,21270.899999999994,0.05202412685876008,0.7540116237862354,45.823327007651216
2022-04-24,Hydro_pump,5107.1,5107.1,15560.500000000002,872.4000000000001,178.1335625859697,146.9466666666667,preIDA,0.0,21540.000000000004,0.04050139275766017,0.0,31.186895919303026
2022-04-24,Nuclear,24122.399999999943,336754.49999999953,4157.9,0.0,,146.9466666666667,preIDA,312632.09999999957,28280.299999999945,0.0,0.928367995082471,
2022-04-24,Other,81661.49999999999,408668.00000000076,39078.59999999992,2930.8999999999905,169.21831996997554,146.9466666666667,preIDA,327006.50000000076,123670.9999999999,0.023699169570877514,0.8001764268305817,22.271653303308852
2022-04-24,Solar_PV,66374.09999999987,70728.80000000022,7470.899999999909,1106.5000000000002,152.60903389064606,146.9466666666667,preIDA,4354.700000000346,74951.49999999978,0.014762879995730619,0.0615689789732094,5.662367223979373
2022-04-24,Wind,167140.70000000086,174634.60000000088,28089.100000001,966.9000000000016,169.4407456820764,146.9466666666667,preIDA,7493.900000000023,196196.70000000185,0.004928217447082405,0.04291188573169341,22.49407901540971
2022-04-25,CCGT,81395.20000000001,113766.5,62906.20000000002,4813.399999999993,236.48898533261345,226.56583333333333,preIDA,32371.29999999999,149114.80000000002,0.03227982735449461,0.28454158297917215,9.923151999280122
2022-04-25,Hydro,14897.800000000047,98948.90000000017,7407.800000000041,150.20000000000002,231.65782290279628,226.56583333333333,preIDA,84051.10000000012,22455.800000000087,0.0066886951255354715,0.8494394581445572,5.091989569462953
2022-04-25,Hydro_pump,6392.3,6392.3,5335.3,61.1,185.00250409165298,226.56583333333333,preIDA,0.0,11788.7,0.005182929415457175,0.0,-41.56332924168035
2022-04-25,Nuclear,28781.799999999843,336857.4999999994,22829.199999999997,0.0,,226.56583333333333,preIDA,308075.6999999996,51610.99999999984,0.0,0.9145579362193216,
2022-04-25,Other,102146.89999999953,477690.5000000022,57092.9999999988,5525.100000000001,225.1221773361568,226.56583333333333,preIDA,375543.60000000265,164764.99999999834,0.03353321397141418,0.7861651006247788,-1.4436559971765348
2022-04-25,Solar_PV,68754.59999999996,78037.90000000001,6421.100000000212,1246.6000000000008,195.39722605486918,226.56583333333333,preIDA,9283.300000000047,76422.30000000018,0.01631199270370033,0.11895886485925487,-31.16860727846415
2022-04-25,Wind,33647.49999999993,44162.79999999986,17059.900000001362,991.7000000000012,202.91300796611839,226.56583333333333,preIDA,10515.29999999993,51699.100000001294,0.019182152107096184,0.23810310940429422,-23.652825367214945
2022-04-26,CCGT,177948.2000000001,225344.5000000001,21296.80000000003,453.2999999999999,212.03665343039927,233.78000000000006,preIDA,47396.29999999999,199698.3000000001,0.0022699241806264734,0.21032818639904666,-21.74334656960079
2022-04-26,Hydro,21228.80000000004,83802.69999999991,6177.400000000048,939.100000000001,215.53607603024125,233.78000000000006,preIDA,62573.89999999987,28345.30000000009,0.033130713028262114,0.7466811928493943,-18.24392396975881
2022-04-26,Hydro_pump,4867.0,4867.0,3840.7000000000003,2045.6999999999996,240.35939776115785,233.78000000000006,preIDA,0.0,10753.4,0.1902375062770844,0.0,6.579397761157793
2022-04-26,Nuclear,25941.799999999992,311566.2000000004,915.600000000001,0.0,,233.78000000000006,preIDA,285624.40000000043,26857.399999999994,0.0,0.916737438143162,
2022-04-26,Other,94208.99999999939,485105.00000000343,46282.29999999851,7974.100000000024,220.4582073212014,233.78000000000006,preIDA,390896.0000000041,148465.39999999793,0.053710157383472075,0.8057966831923012,-13.321792678798658
2022-04-26,Solar_PV,48771.89999999982,55783.999999999854,8902.100000000079,748.1000000000001,205.60066301296618,233.78000000000006,preIDA,7012.100000000035,58422.0999999999,0.012805085746660963,0.12570091782590084,-28.179336987033878
2022-04-26,Wind,41176.39999999993,57175.9999999999,23323.999999999745,1249.400000000001,228.35984872738885,233.78000000000006,preIDA,15999.59999999997,65749.79999999967,0.019002339170613558,0.27983069819504686,-5.420151272611207
2022-04-27,CCGT,170430.19999999995,220494.19999999992,28057.800000000003,3823.499999999991,206.470500588466,220.94624999999994,preIDA,50063.99999999997,202311.49999999994,0.01889907395279058,0.22705359143233694,-14.47574941153394
2022-04-27,Hydro,15255.100000000022,82197.19999999995,10010.400000000027,8058.499999999995,201.7604008190114,220.94624999999994,preIDA,66942.09999999993,33324.000000000044,0.24182271035890004,0.8144085199982478,-19.185849180988527
2022-04-27,Hydro_pump,5794.9,5794.9,3813.5,1969.0000000000005,234.46270340274262,220.94624999999994,preIDA,0.0,11577.4,0.17007272790091044,0.0,13.516453402742684
2022-04-27,Nuclear,27448.599999999948,312242.9999999981,408.0,0.0,,220.94624999999994,preIDA,284794.39999999816,27856.599999999948,0.0,0.9120921846126251,
2022-04-27,Other,94674.89999999994,496146.3000000006,47360.99999999972,13684.400000000083,213.6915715705463,220.94624999999994,preIDA,401471.4000000007,155720.29999999976,0.08787807370008988,0.8091794698458906,-7.254678429453634
2022-04-27,Solar_PV,39847.09999999973,46845.49999999974,6145.300000000058,1640.3999999999996,201.80325652279893,220.94624999999994,preIDA,6998.400000000009,47632.79999999979,0.034438454174434564,0.1493932181319454,-19.142993477201003
2022-04-27,Wind,35481.399999999776,46213.69999999975,21823.100000000974,959.1,218.92053279115868,220.94624999999994,preIDA,10732.299999999974,58263.60000000075,0.016461392704878994,0.23223200046739456,-2.0257172088412574
2022-04-28,CCGT,78731.8,117925.8,28658.999999999978,3028.4999999999973,214.07105497771215,224.96500000000003,preIDA,39194.0,110419.29999999999,0.02742727041377728,0.3323615358131978,-10.89394502228788
2022-04-28,Hydro,17584.600000000028,113843.29999999983,15862.600000000044,1293.5999999999997,226.67519944341365,224.96500000000003,preIDA,96258.69999999981,34740.80000000007,0.037235757380371125,0.8455368036590643,1.7101994434136145
2022-04-28,Hydro_pump,7709.0,7709.0,3012.3999999999996,66.2,255.70996978851963,224.96500000000003,preIDA,0.0,10787.6,0.006136675442174349,0.0,30.744969788519597
2022-04-28,Nuclear,33010.8,312537.59999999974,0.0,0.0,,224.96500000000003,preIDA,279526.79999999976,33010.8,0.0,0.8943781484211819,
2022-04-28,Other,103494.79999999958,515374.7000000029,47576.599999998645,10609.500000000058,212.26241519392872,224.96500000000003,preIDA,411879.90000000334,161680.89999999828,0.06561999593025628,0.7991853305953921,-12.702584806071314
2022-04-28,Solar_PV,43578.49999999985,49916.099999999875,7861.600000000104,682.0000000000006,239.8923636363633,224.96500000000003,preIDA,6337.600000000028,52122.09999999995,0.013084660825254571,0.12696504734945324,14.927363636363282
2022-04-28,Wind,54305.29999999979,77022.59999999982,28691.999999999432,926.6000000000014,211.58639758255947,224.96500000000003,preIDA,22717.300000000025,83923.89999999924,0.011040954960386849,0.2949433023554136,-13.378602417440561
2022-04-29,CCGT,67567.3,106876.2,49812.999999999956,3939.299999999991,200.62385322265382,214.83833333333337,preIDA,39308.899999999994,121319.59999999995,0.03247043346664507,0.36779844343268187,-14.214480110679546
2022-04-29,Hydro,23223.500000000033,106078.09999999989,8142.40000000002,3908.8999999999924,196.36792396837916,214.83833333333337,preIDA,82854.59999999986,35274.80000000005,0.11081281821583644,0.7810716820908363,-18.470409364954207
2022-04-29,Hydro_pump,3316.2999999999997,3316.2999999999997,2998.1,492.30000000000007,239.2571866747917,214.83833333333337,preIDA,0.0,6806.7,0.07232579664154437,0.0,24.418853341458345
2022-04-29,Nuclear,30801.399999999914,313092.0,2030.0,387.9,171.36981954111886,214.83833333333337,preIDA,282290.6000000001,33219.299999999916,0.011676946835122985,0.9016218874963272,-43.46851379221451
2022-04-29,Other,107944.09999999897,512275.50000000454,42706.899999999056,10051.100000000066,205.36141118882313,214.83833333333337,preIDA,404331.40000000555,160702.09999999808,0.06254492007260755,0.7892850624322303,-9.47692214451024
2022-04-29,Solar_PV,64850.59999999997,72747.90000000037,4916.199999999935,851.9000000000005,176.33325625073365,214.83833333333337,preIDA,7897.300000000403,70618.6999999999,0.012063376980884692,0.108557085496631,-38.50507708259971
2022-04-29,Wind,59698.59999999953,80197.69999999975,23680.49999999952,979.9000000000016,201.63867843657476,214.83833333333337,preIDA,20499.100000000217,84358.99999999905,0.01161583233561342,0.2556070810010796,-13.199654896758602
2022-04-30,CCGT,39144.7,73556.7,17521.89999999999,741.1000000000007,194.12615436513275,186.44916666666666,preIDA,34412.0,57407.69999999999,0.012909418074578861,0.4678295790866094,7.6769876984660925
2022-04-30,Hydro,15888.800000000056,96205.3999999998,5521.500000000049,2089.3000000000006,184.34444742258154,186.44916666666666,preIDA,80316.59999999974,23499.600000000104,0.08890789630461758,0.8348450294889882,-2.1047192440851177
2022-04-30,Hydro_pump,2237.0,2237.0,2748.4,0.0,,186.44916666666666,preIDA,0.0,4985.4,0.0,0.0,
2022-04-30,Nuclear,36927.499999999956,324583.60000000015,2447.7,1172.1000000000008,172.83041634672807,186.44916666666666,preIDA,287656.1000000002,40547.29999999995,0.028906980242827566,0.8862311589371739,-13.618750319938584
2022-04-30,Other,95934.89999999951,440836.0000000037,43674.59999999884,11333.70000000005,184.6892089961792,186.44916666666666,preIDA,344901.1000000042,150943.1999999984,0.07508586011161926,0.7823796150949589,-1.7599576704874664
2022-04-30,Solar_PV,65660.40000000002,71640.80000000025,5745.300000000045,1171.100000000001,165.80909316027638,186.44916666666666,preIDA,5980.400000000227,72576.80000000008,0.016136010405529037,0.08347757143974113,-20.64007350639028
2022-04-30,Wind,79904.79999999957,96789.59999999931,23856.4999999992,1089.9000000000012,161.2983649876133,186.44916666666666,preIDA,16884.79999999974,104851.19999999876,0.010394730818531539,0.1744484944663462,-25.15080167905336
2022-05-01,CCGT,9135.0,14308.0,19378.799999999956,3875.8999999999965,201.61450450218024,177.85833333333335,preIDA,5173.0,32389.699999999953,0.11966458472909604,0.361545988258317,23.75617116884689
2022-05-01,Hydro,16639.300000000065,69778.39999999969,4661.100000000015,934.4000000000004,173.8338901969177,177.85833333333335,preIDA,53139.09999999963,22234.800000000083,0.04202421429470906,0.7615408206551005,-4.024443136415641
2022-05-01,Hydro_pump,6392.8,6392.8,7440.600000000002,2183.999999999998,153.86768406593413,177.85833333333335,preIDA,0.0,16017.4,0.13635171750721078,0.0,-23.99064926739922
2022-05-01,Nuclear,37538.90000000009,334824.1999999995,2454.0,0.0,,177.85833333333335,preIDA,297285.2999999994,39992.90000000009,0.0,0.8878847466819897,
2022-05-01,Other,92665.79999999977,426183.10000000027,48492.69999999865,21335.99999999991,178.6966812429706,177.85833333333335,preIDA,333517.3000000005,162494.49999999834,0.13130290563680694,0.782568102770852,0.8383479096372639
2022-05-01,Solar_PV,73251.09999999992,79058.60000000003,7094.100000000116,1725.299999999997,187.62288065843617,177.85833333333335,preIDA,5807.500000000116,82070.50000000004,0.021022169963628785,0.07345816900375308,9.764547325102825
2022-05-01,Wind,65946.09999999971,88241.89999999967,28072.899999998685,1910.6999999999994,156.6764641230959,177.85833333333335,preIDA,22295.79999999996,95929.6999999984,0.019917710573472358,0.25266681701096694,-21.181869210237437
2022-05-02,CCGT,9505.0,22020.1,18577.399999999987,1680.4999999999993,192.93587325200858,191.80624999999998,preIDA,12515.099999999999,29762.899999999987,0.05646291188022673,0.5683489175798475,1.1296232520085994
2022-05-02,Hydro,18402.00000000008,85382.69999999975,8356.200000000032,1078.9,179.73756047826487,191.80624999999998,preIDA,66980.69999999966,27837.100000000115,0.038757629207065235,0.7844762463590383,-12.06868952173511
2022-05-02,Hydro_pump,15176.1,15176.1,10049.3,524.0000000000001,182.95762977099193,191.80624999999998,preIDA,0.0,25749.4,0.020349988737601656,0.0,-8.848620229008048
2022-05-02,Nuclear,34645.90000000004,337234.2000000007,0.0,0.0,,191.80624999999998,preIDA,302588.3000000007,34645.90000000004,0.0,0.8972645716241118,
2022-05-02,Other,95183.69999999953,481085.1000000043,52678.69999999921,9495.600000000026,189.8359348540372,191.80624999999998,preIDA,385901.40000000474,157357.99999999878,0.06034392912975571,0.8021478944161882,-1.9703151459627861
2022-05-02,Solar_PV,60385.39999999968,65321.899999999674,8830.099999999984,1760.5999999999983,209.60575826422794,191.80624999999998,preIDA,4936.499999999993,70976.09999999966,0.024805533130166448,0.07557189855163456,17.799508264227967
2022-05-02,Wind,103411.59999999982,136286.99999999983,32337.999999999625,1416.6000000000006,178.0421064520683,191.80624999999998,preIDA,32875.40000000001,137166.19999999946,0.010327617153497044,0.24122183333700242,-13.764143547931667
2022-05-03,CCGT,8015.0,28240.0,25479.59999999998,1024.1000000000004,182.53524362855188,191.47125000000003,preIDA,20225.0,34518.699999999975,0.029667977067502575,0.7161827195467422,-8.936006371448144
2022-05-03,Hydro,19078.900000000012,109993.50000000025,12757.000000000078,306.19999999999993,194.82128674069233,191.47125000000003,preIDA,90914.60000000024,32142.10000000009,0.009526446622964868,0.8265452049439288,3.3500367406923033
2022-05-03,Hydro_pump,17338.199999999997,17338.199999999997,6052.999999999998,401.20000000000005,187.60634845463605,191.47125000000003,preIDA,0.0,23792.399999999998,0.016862527529799436,0.0,-3.8649015453639777
2022-05-03,Nuclear,32920.800000000025,337269.600000001,0.0,0.0,,191.47125000000003,preIDA,304348.800000001,32920.800000000025,0.0,0.9023902539689318,
2022-05-03,Other,91987.79999999971,511840.90000000317,54077.69999999868,6459.400000000019,186.00767083630035,191.47125000000003,preIDA,419853.10000000347,152524.89999999842,0.042349806490612915,0.8202804816887452,-5.463579163699677
2022-05-03,Solar_PV,48761.999999999854,52296.79999999985,8017.400000000092,335.90000000000015,191.881259303364,191.47125000000003,preIDA,3534.7999999999956,57115.29999999995,0.005881086153797677,0.06759113368313177,0.410009303363978
2022-05-03,Wind,136624.70000000016,164469.19999999998,30543.199999998495,1464.8000000000004,185.80231226105954,191.47125000000003,preIDA,27844.499999999825,168632.69999999864,0.008686334263757933,0.1692991757727272,-5.668937738940485
2022-05-04,CCGT,7420.0,29631.0,17294.599999999973,1466.6000000000004,194.46560820946397,202.14916666666667,preIDA,22211.0,26181.199999999975,0.056017294852795205,0.7495865816206001,-7.683558457202707
2022-05-04,Hydro,21408.70000000002,125337.09999999999,15149.500000000064,773.1999999999999,193.48824495602716,202.14916666666667,preIDA,103928.39999999997,37331.40000000008,0.02071178686039094,0.8291910376097738,-8.660921710639514
2022-05-04,Hydro_pump,5476.2,5476.2,3439.7999999999993,273.6999999999999,212.56187796857884,202.14916666666667,preIDA,0.0,9189.7,0.02978334439644383,0.0,10.412711301912168
2022-05-04,Nuclear,30326.39999999999,336829.9000000013,0.0,0.0,,202.14916666666667,preIDA,306503.50000000134,30326.39999999999,0.0,0.9099652376466583,
2022-05-04,Other,94550.69999999995,499256.10000000003,52492.49999999815,6082.400000000008,196.44938461791384,202.14916666666667,preIDA,404705.4000000001,153125.59999999808,0.03972164027438968,0.8106168357281965,-5.699782048752837
2022-05-04,Solar_PV,54853.89999999981,59131.099999999824,9103.70000000024,548.0999999999999,202.53188104360518,202.14916666666667,preIDA,4277.200000000012,64505.70000000005,0.008496923527688244,0.0723341862404052,0.38271437693850885
2022-05-04,Wind,120162.69999999975,150220.9999999999,30354.59999999801,1509.7999999999975,196.44695721287596,202.14916666666667,preIDA,30058.300000000163,152027.09999999774,0.009931124121949441,0.20009386171041452,-5.702209453790715
2022-05-05,CCGT,191.0,8344.0,13304.300000000007,1696.7000000000012,193.9121541816466,190.7725,preIDA,8153.0,15192.000000000007,0.11168378093733547,0.9771093000958773,3.1396541816465913
2022-05-05,Hydro,17550.300000000087,112901.5999999999,7604.299999999998,2012.3999999999996,194.43869310276298,190.7725,preIDA,95351.29999999981,27167.000000000087,0.074075164721905,0.8445522472666455,3.666193102762975
2022-05-05,Hydro_pump,2603.1,2603.1,4762.300000000001,308.5,216.87380875202595,190.7725,preIDA,0.0,7673.9000000000015,0.040201201475129976,0.0,26.101308752025943
2022-05-05,Nuclear,26091.89999999998,336648.59999999835,0.0,0.0,,190.7725,preIDA,310556.6999999984,26091.89999999998,0.0,0.9224951477594141,
2022-05-05,Other,98852.79999999983,478870.7999999996,45999.39999999975,6001.400000000049,206.9850519878679,190.7725,preIDA,380017.99999999977,150853.59999999963,0.03978294187212014,0.7935710425442523,16.212551987867897
2022-05-05,Solar_PV,70484.90000000021,77094.70000000026,5791.999999999888,1987.5999999999983,219.71934695109678,190.7725,preIDA,6609.800000000047,78264.50000000009,0.025395933021995873,0.08573611415570752,28.946846951096774
2022-05-05,Wind,141143.0999999996,165600.29999999996,28692.700000000827,1766.9,194.43327183202226,190.7725,preIDA,24457.20000000036,171602.70000000042,0.010296458039413108,0.1476881382461286,3.660771832022249
2022-05-06,CCGT,341.0,7768.0,11512.300000000001,2109.0999999999985,198.26991228486108,197.6320833333334,preIDA,7427.0,13962.4,0.15105569243110056,0.956101956745623,0.6378289515276663
2022-05-06,Hydro,14756.400000000078,109919.29999999981,7682.500000000014,691.1999999999999,194.0759375,197.6320833333334,preIDA,95162.89999999973,23130.100000000093,0.029883139286038415,0.8657524201846254,-3.556145833333403
2022-05-06,Hydro_pump,1710.2,1710.2,3515.9,0.0,,197.6320833333334,preIDA,0.0,5226.1,0.0,0.0,
2022-05-06,Nuclear,23649.799999999916,336357.69999999885,0.0,0.0,,197.6320833333334,preIDA,312707.8999999989,23649.799999999916,0.0,0.9296885428815811,
2022-05-06,Other,100017.29999999977,473706.00000000186,44621.09999999836,6759.400000000038,192.0354319910034,197.6320833333334,preIDA,373688.7000000021,151397.79999999818,0.04464661969989074,0.7888620790110336,-5.596651342330006
2022-05-06,Solar_PV,72344.00000000045,79330.50000000044,6605.400000000133,4257.2,211.51021070187008,197.6320833333334,preIDA,6986.499999999985,83206.60000000059,0.05116421053137575,0.0880682713458247,13.878127368536667
2022-05-06,Wind,133557.59999999995,172558.09999999986,25170.799999998788,2321.1999999999966,191.89553592969193,197.6320833333334,preIDA,39000.49999999991,161049.59999999873,0.014412951041170019,0.22601373102740435,-5.736547403641481
2022-05-07,CCGT,5500.0,12583.0,16321.499999999982,2024.0999999999983,193.21774023022584,184.86375,preIDA,7083.0,23845.59999999998,0.08488358439292784,0.5629023285385043,8.353990230225833
2022-05-07,Hydro,16945.00000000006,75087.39999999978,5995.30000000005,733.9,178.2672652949993,184.86375,preIDA,58142.39999999972,23674.20000000011,0.030999991551984716,0.7743296478503703,-6.596484705000705
2022-05-07,Hydro_pump,6461.0,6461.0,9867.8,1621.8999999999999,211.2414396695231,184.86375,preIDA,0.0,17950.7,0.09035302244480715,0.0,26.37768966952308
2022-05-07,Nuclear,30324.599999999853,336806.0999999992,0.0,0.0,,184.86375,preIDA,306481.49999999936,30324.599999999853,0.0,0.909964219769179,
2022-05-07,Other,99096.09999999964,436520.80000000185,46488.39999999822,8199.100000000017,189.53541425278394,184.86375,preIDA,337424.7000000022,153783.59999999785,0.053315828215753376,0.7729865335168469,4.671664252783927
2022-05-07,Solar_PV,77734.30000000034,83558.40000000045,5620.100000000099,2009.8999999999971,182.4156863525554,184.86375,preIDA,5824.100000000108,85364.30000000042,0.023544971375621743,0.06970095166973131,-2.4480636474445987
2022-05-07,Wind,101284.80000000005,124846.60000000033,22447.399999999827,1223.5000000000014,188.73532243563545,184.86375,preIDA,23561.80000000028,124955.69999999987,0.0097914700970024,0.18872600455278893,3.871572435635443
2022-05-08,CCGT,1445.0,1445.0,15904.300000000003,3460.8999999999965,189.5999086942705,172.39208333333332,preIDA,0.0,20810.2,0.1663078682569123,0.0,17.207825360937193
2022-05-08,Hydro,16215.400000000034,68983.19999999988,5968.699999999997,1209.4000000000008,182.627978336365,172.39208333333332,preIDA,52767.79999999984,23393.500000000033,0.05169812127300315,0.7649369701608498,10.235895003031686
2022-05-08,Hydro_pump,7935.599999999999,7935.599999999999,11648.4,2411.6999999999966,132.8654658539621,172.39208333333332,preIDA,0.0,21995.699999999997,0.10964415772173638,0.0,-39.526617479371225
2022-05-08,Nuclear,39412.79999999996,336590.3999999997,0.0,0.0,,172.39208333333332,preIDA,297177.59999999974,39412.79999999996,0.0,0.882905751322676,
2022-05-08,Other,94381.6999999999,397131.0,44544.6,16537.200000000128,181.90602689693418,172.39208333333332,preIDA,302749.3000000001,155463.50000000003,0.10637352175912754,0.7623411418398466,9.513943563600861
2022-05-08,Solar_PV,72034.7000000002,78343.80000000032,5015.899999999917,940.4000000000003,135.4781358996172,172.39208333333332,preIDA,6309.100000000122,77991.00000000012,0.012057801541203459,0.0805309418230938,-36.91394743371612
2022-05-08,Wind,72627.89999999972,90420.39999999956,21043.70000000086,1135.3000000000015,179.03061921958923,172.39208333333332,preIDA,17792.49999999984,94806.90000000058,0.011974866808217488,0.19677528522324528,6.638535886255909
2022-05-09,CCGT,40809.6,72712.6,21460.200000000008,3607.0999999999967,205.3968093482307,208.73666666666665,preIDA,31903.000000000007,65876.9,0.05475515696700964,0.43875476877460035,-3.3398573184359464
2022-05-09,Hydro,19281.000000000033,95614.29999999996,8803.100000000031,912.9000000000003,218.57235513199686,208.73666666666665,preIDA,76333.29999999993,28997.000000000065,0.03148256716212016,0.7983460632980628,9.835688465330207
2022-05-09,Hydro_pump,12256.9,12256.9,4453.3,329.2,207.02931652490886,208.73666666666665,preIDA,0.0,17039.4,0.019319929105484933,0.0,-1.7073501417577859
2022-05-09,Nuclear,27368.000000000007,335901.50000000035,0.0,0.0,,208.73666666666665,preIDA,308533.50000000035,27368.000000000007,0.0,0.9185237338922274,
2022-05-09,Other,103571.99999999965,470762.30000000104,40312.69999999902,12679.299999999988,211.46225872090648,208.73666666666665,preIDA,367190.3000000014,156563.99999999866,0.08098477300017946,0.7799908786238843,2.7255920542398258
2022-05-09,Solar_PV,72353.70000000024,80358.00000000047,4703.000000000036,2026.0999999999967,227.41634568876242,208.73666666666665,preIDA,8004.300000000221,79082.80000000026,0.025619983106313762,0.09960800418129091,18.67967902209577
2022-05-09,Wind,54072.29999999961,68499.29999999946,19412.900000000733,787.9000000000015,212.6490646021064,208.73666666666665,preIDA,14426.999999999854,74273.10000000036,0.01060814749889257,0.21061529095917722,3.912397935439742
2022-05-10,CCGT,52259.899999999994,91843.89999999998,46650.79999999995,2581.5999999999976,205.33202316392973,208.70624999999998,preIDA,39583.999999999985,101492.29999999994,0.025436412417493733,0.430992150812411,-3.3742268360702496
2022-05-10,Hydro,19622.400000000045,91892.09999999989,6617.699999999994,1889.1999999999994,218.84002434893077,208.70624999999998,preIDA,72269.69999999984,28129.30000000004,0.06716128734095753,0.7864626012464611,10.133774348930785
2022-05-10,Hydro_pump,11878.699999999995,11878.699999999995,3424.2000000000007,451.8,228.06172200088537,208.70624999999998,preIDA,0.0,15754.699999999995,0.028677156658013174,0.0,19.355472000885385
2022-05-10,Nuclear,23393.099999999984,335276.20000000054,0.0,0.0,,208.70624999999998,preIDA,311883.10000000056,23393.099999999984,0.0,0.9302273767120961,
2022-05-10,Other,103085.4999999992,477544.6000000037,47917.39999999813,12931.90000000002,207.76168428459818,208.70624999999998,preIDA,374459.1000000045,163934.79999999737,0.07888441014354626,0.7841342986602751,-0.9445657154018079
2022-05-10,Solar_PV,74131.10000000033,82634.00000000038,5401.500000000078,748.9000000000002,193.90690212311378,208.70624999999998,preIDA,8502.900000000052,80281.5000000004,0.009328425602411471,0.10289832272430251,-14.799347876886202
2022-05-10,Wind,64291.2999999995,80343.1999999996,18255.900000001016,1353.8999999999992,211.9092303715194,208.70624999999998,preIDA,16051.900000000103,83901.10000000052,0.01613685637017859,0.1997916438478948,3.2029803715194305
