date,firm,regime,q2_ida_volunt_mwh,q_da_mwh,q_pibca_mwh,q_phf_mwh,q2_pibca_minus_pdbc_mwh,q2_phf_minus_pdbc_mwh,q2_rt2_only_mwh
2018-05-29,GE,pre-IDA,4047.500000000003,50390.19999999999,187165.29999999993,91643.70000000001,136775.09999999995,41253.50000000002,-95521.59999999992
2018-05-31,IB,pre-IDA,5789.6,26358.299999999996,68956.50000000001,35245.6,42598.20000000002,8887.300000000003,-33710.900000000016
2018-05-31,HC,pre-IDA,-2631.0,31823.20000000002,28180.1,28180.1,-3643.1000000000204,-3643.1000000000204,0.0
2018-06-15,GN,pre-IDA,24550.600000000013,10388.199999999997,42166.29999999999,42166.3,31778.09999999999,31778.100000000006,1.4551915228366852e-11
2018-06-15,GE,pre-IDA,15667.10000000001,29697.2,148730.69999999998,148730.7,119033.49999999999,119033.50000000001,2.9103830456733704e-11
2018-06-15,HC,pre-IDA,666.6,7248.200000000003,13450.9,13450.9,6202.699999999997,6202.699999999997,0.0
2018-06-15,IB,pre-IDA,10011.800000000003,7062.9,118115.0,118115.0,111052.1,111052.1,0.0
2018-06-16,GN,pre-IDA,18471.09999999997,8159.900000000004,37741.6,37741.59999999999,29581.699999999993,29581.699999999986,-7.275957614183426e-12
2018-06-16,GE,pre-IDA,4704.200000000004,11354.300000000007,128688.6,128688.59999999998,117334.3,117334.29999999997,-2.9103830456733704e-11
2018-06-18,HC,pre-IDA,-458.0,5011.200000000003,12280.6,12280.6,7269.399999999998,7269.399999999998,0.0
2018-07-05,IB,pre-IDA,6178.400000000002,26588.19999999998,107728.0,107728.0,81139.80000000002,81139.80000000002,0.0
2018-07-07,GN,pre-IDA,27446.799999999992,31436.0,83543.3,83543.29999999999,52107.3,52107.29999999999,-1.4551915228366852e-11
2018-07-09,GN,pre-IDA,40290.39999999992,36543.60000000001,94211.5,94211.5,57667.89999999999,57667.89999999999,0.0
2018-07-09,IB,pre-IDA,4196.700000000002,29705.6,97435.90000000001,97435.90000000001,67730.30000000002,67730.30000000002,0.0
2018-07-10,GE,pre-IDA,3360.399999999993,84221.50000000007,185453.50000000006,185453.50000000003,101231.99999999999,101231.99999999996,-2.9103830456733704e-11
2018-07-26,GN,pre-IDA,27042.100000000002,36210.100000000006,92250.30000000002,92250.30000000002,56040.20000000001,56040.20000000001,0.0
2018-07-26,HC,pre-IDA,226.6,22273.19999999999,21128.0,21128.0,-1145.1999999999898,-1145.1999999999898,0.0
2018-07-28,GN,pre-IDA,30276.900000000005,19265.6,70130.1,70130.1,50864.50000000001,50864.50000000001,0.0
2018-07-29,HC,pre-IDA,569.0,4491.200000000003,6788.5,6788.5,2297.2999999999975,2297.2999999999975,0.0
2018-07-29,GN,pre-IDA,11167.500000000013,18912.6,51284.600000000006,51284.600000000006,32372.000000000007,32372.000000000007,0.0
2018-07-29,IB,pre-IDA,14448.099999999993,11969.100000000002,82001.59999999998,82001.59999999996,70032.49999999997,70032.49999999996,-1.4551915228366852e-11
2018-07-31,GE,pre-IDA,8744.400000000021,64850.600000000006,183634.59999999998,183634.6,118783.99999999997,118784.0,2.9103830456733704e-11
2018-08-16,GE,pre-IDA,-3.599999999999966,46976.30000000003,138498.7,138498.7,91522.39999999998,91522.39999999998,0.0
2018-08-16,HC,pre-IDA,7802.8,7639.2000000000035,19391.9,19391.9,11752.699999999997,11752.699999999997,0.0
2018-08-16,IB,pre-IDA,23125.499999999993,28976.300000000003,139160.40000000002,139160.4,110184.10000000002,110184.09999999999,-2.9103830456733704e-11
2018-08-16,GN,pre-IDA,37481.89999999998,30704.30000000001,88880.80000000002,88880.80000000002,58176.50000000001,58176.50000000001,0.0
2018-08-17,GE,pre-IDA,14101.100000000013,7649.599999999997,125558.49999999997,125558.49999999999,117908.89999999998,117908.9,1.4551915228366852e-11
2018-08-17,HC,pre-IDA,-2722.9,7473.2000000000035,15586.7,15586.7,8113.499999999997,8113.499999999997,0.0
2018-08-18,HC,pre-IDA,-1031.5,5329.200000000003,9517.199999999997,9517.199999999999,4187.9999999999945,4187.999999999996,1.8189894035458565e-12
2018-08-18,IB,pre-IDA,4611.600000000001,10987.0,99340.80000000002,99340.80000000003,88353.80000000002,88353.80000000003,1.4551915228366852e-11
2018-08-19,IB,pre-IDA,5137.700000000002,9877.7,98494.9,98494.90000000001,88617.2,88617.20000000001,1.4551915228366852e-11
2018-08-19,GN,pre-IDA,12916.0,19679.6,47252.39999999999,47252.399999999994,27572.79999999999,27572.799999999996,7.275957614183426e-12
2018-08-20,GN,pre-IDA,30616.10000000001,31418.700000000026,79746.7,79746.7,48327.99999999997,48327.99999999997,0.0
2018-09-07,HC,pre-IDA,-1888.8999999999999,30134.199999999986,28429.999999999996,28430.000000000004,-1704.1999999999898,-1704.1999999999825,7.275957614183426e-12
2018-09-09,HC,pre-IDA,1459.9,4226.200000000002,17630.2,17630.2,13404.0,13404.0,0.0
2018-09-09,IB,pre-IDA,14790.600000000002,31016.29999999997,119098.7,119098.69999999998,88082.40000000002,88082.40000000001,-1.4551915228366852e-11
2018-09-10,GN,pre-IDA,21243.999999999993,30731.30000000001,75187.1,75187.1,44455.799999999996,44455.799999999996,0.0
2018-09-10,GE,pre-IDA,5899.900000000014,107746.2,185324.2,185324.2,77578.00000000001,77578.00000000001,0.0
2018-09-11,HC,pre-IDA,58.899999999999885,18071.299999999992,22556.1,22556.1,4484.800000000007,4484.800000000007,0.0
2018-09-11,GN,pre-IDA,18210.200000000004,30861.800000000014,62820.3,63084.3,31958.49999999999,32222.49999999999,264.0
2018-09-12,HC,pre-IDA,-3072.0,33532.99999999999,30444.4,30444.399999999998,-3088.5999999999913,-3088.599999999995,-3.637978807091713e-12
2018-09-29,GN,pre-IDA,11308.499999999996,29839.0,55963.39999999999,56088.4,26124.399999999987,26249.4,125.00000000001455
2018-09-29,IB,pre-IDA,4395.8,20015.60000000001,99258.4,99318.4,79242.79999999999,79302.79999999999,60.0
2018-09-29,GE,pre-IDA,12225.699999999992,81413.5,177398.59999999998,177398.60000000003,95985.09999999998,95985.10000000003,5.820766091346741e-11
2018-09-30,HC,pre-IDA,767.0,6477.2000000000035,16234.3,16234.3,9757.099999999995,9757.099999999995,0.0
2018-10-02,IB,pre-IDA,6372.0,14407.9,93809.1,93867.1,79401.20000000001,79459.20000000001,58.0
2018-10-04,GE,pre-IDA,18928.500000000022,64322.30000000005,194174.70000000007,194174.70000000007,129852.40000000002,129852.40000000002,0.0
2018-10-23,HC,pre-IDA,6936.8,14773.899999999996,20068.4,20068.4,5294.5000000000055,5294.5000000000055,0.0
2018-10-23,IB,pre-IDA,1766.2000000000003,26164.500000000004,110368.99999999999,110368.99999999997,84204.49999999999,84204.49999999997,-1.4551915228366852e-11
2018-10-24,HC,pre-IDA,11581.300000000001,22607.59999999999,27960.899999999998,27960.9,5353.300000000007,5353.30000000001,3.637978807091713e-12
2018-10-24,IB,pre-IDA,5707.0999999999985,37787.59999999996,125406.80000000002,125406.8,87619.20000000006,87619.20000000004,-1.4551915228366852e-11
2018-10-25,HC,pre-IDA,12023.600000000006,30976.199999999986,32694.3,32694.300000000003,1718.100000000013,1718.1000000000167,3.637978807091713e-12
2018-11-11,HC,pre-IDA,3525.1,6522.899999999997,10563.800000000001,10563.8,4040.900000000004,4040.9000000000024,-1.8189894035458565e-12
2018-11-12,HC,pre-IDA,13945.6,19306.7,29336.100000000006,29336.1,10029.400000000005,10029.399999999998,-7.275957614183426e-12
2018-11-14,IB,pre-IDA,16792.999999999993,27175.60000000001,131332.7,131449.69999999998,104157.1,104274.09999999998,116.9999999999709
2018-11-14,GN,pre-IDA,25483.100000000013,85476.29999999994,116617.70000000004,116617.70000000001,31141.400000000096,31141.400000000067,-2.9103830456733704e-11
2018-11-15,IB,pre-IDA,10657.2,43504.6,138213.20000000004,138213.20000000004,94708.60000000003,94708.60000000003,0.0
2018-12-02,GE,pre-IDA,16023.799999999974,29379.500000000015,84244.1,84244.1,54864.59999999999,54864.59999999999,0.0
2018-12-03,HC,pre-IDA,2459.5,28260.10000000001,26503.100000000002,26503.1,-1757.0000000000073,-1757.000000000011,-3.637978807091713e-12
2018-12-03,GE,pre-IDA,8138.4999999999945,73835.90000000005,116682.1,116802.10000000002,42846.19999999995,42966.19999999997,120.00000000001455
2018-12-04,HC,pre-IDA,4257.399999999999,31240.200000000008,28361.4,28361.400000000005,-2878.8000000000065,-2878.800000000003,3.637978807091713e-12
2018-12-05,IB,pre-IDA,14644.000000000005,23668.100000000006,137520.69999999998,137520.7,113852.59999999998,113852.6,2.9103830456733704e-11
2018-12-05,HC,pre-IDA,3371.800000000002,30014.0,27122.0,27122.000000000004,-2892.0,-2891.9999999999964,3.637978807091713e-12
2018-12-08,HC,pre-IDA,3665.4000000000005,16948.199999999997,23147.199999999997,23147.2,6199.0,6199.000000000004,3.637978807091713e-12
2018-12-08,IB,pre-IDA,842.4,19259.900000000005,108329.2,108494.20000000003,89069.29999999999,89234.30000000002,165.0000000000291
2018-12-24,GN,pre-IDA,32067.700000000004,37133.800000000025,98790.70000000003,98790.70000000004,61656.9,61656.900000000016,1.4551915228366852e-11
2018-12-24,HC,pre-IDA,-1291.3000000000002,16541.499999999993,13582.2,13582.2,-2959.299999999992,-2959.299999999992,0.0
2018-12-25,GE,pre-IDA,6251.199999999993,87433.29999999997,149591.09999999998,149731.09999999998,62157.8,62297.8,140.0
2018-12-26,GE,pre-IDA,2610.500000000001,89621.39999999994,173157.3,173157.30000000002,83535.90000000005,83535.90000000008,2.9103830456733704e-11
2018-12-27,GE,pre-IDA,16374.299999999985,60324.300000000054,192100.80000000008,192100.80000000008,131776.50000000003,131776.50000000003,0.0
2018-12-27,HC,pre-IDA,1374.8999999999999,15787.999999999993,19698.800000000003,19698.8,3910.80000000001,3910.8000000000065,-3.637978807091713e-12
2018-12-28,GE,pre-IDA,13828.700000000003,85401.00000000004,179041.9,179041.90000000002,93640.89999999995,93640.89999999998,2.9103830456733704e-11
2018-12-29,IB,pre-IDA,2903.0000000000014,3801.8999999999987,79721.10000000002,79721.1,75919.20000000003,75919.20000000001,-1.4551915228366852e-11
2018-12-30,GE,pre-IDA,7391.199999999997,10213.600000000002,117213.49999999997,117213.49999999997,106999.89999999997,106999.89999999997,0.0
2018-12-30,HC,pre-IDA,-48.00000000000003,3261.900000000001,10594.3,10594.3,7332.399999999998,7332.399999999998,0.0
2019-01-16,GN,pre-IDA,27516.999999999964,94787.59999999998,133858.7,133858.7,39071.100000000035,39071.100000000035,0.0
2019-01-17,GN,pre-IDA,35011.300000000054,79457.60000000002,129909.49999999997,129909.5,50451.89999999995,50451.89999999998,2.9103830456733704e-11
2019-01-17,GE,pre-IDA,10500.100000000026,49110.50000000002,164905.09999999998,164905.09999999998,115794.59999999995,115794.59999999995,0.0
2019-01-17,HC,pre-IDA,-1525.5,36518.90000000002,34655.99999999999,34656.0,-1862.9000000000306,-1862.9000000000233,7.275957614183426e-12
2019-01-18,HC,pre-IDA,826.1999999999999,37421.400000000016,36684.399999999994,36684.4,-737.0000000000218,-737.0000000000146,7.275957614183426e-12
2019-01-18,GN,pre-IDA,25823.5,91962.0000000001,137497.7,137497.69999999998,45535.69999999991,45535.69999999988,-2.9103830456733704e-11
2019-01-20,GN,pre-IDA,17475.899999999994,42731.99999999998,85588.79999999999,85588.79999999999,42856.80000000001,42856.80000000001,0.0
2019-01-20,GE,pre-IDA,-1926.2000000000016,70153.80000000003,138808.00000000003,138808.00000000003,68654.2,68654.2,0.0
2019-02-06,GN,pre-IDA,30515.500000000007,87320.50000000001,134493.4,134493.4,47172.89999999998,47172.89999999998,0.0
2019-02-07,GE,pre-IDA,5865.100000000002,77951.10000000003,181260.89999999997,181529.80000000002,103309.79999999993,103578.69999999998,268.9000000000524
2019-02-07,GN,pre-IDA,31232.899999999994,60902.00000000001,100336.29999999999,100336.29999999999,39434.29999999998,39434.29999999998,0.0
2019-02-28,GN,pre-IDA,14337.899999999994,25836.300000000003,59455.399999999994,59455.4,33619.09999999999,33619.1,7.275957614183426e-12
2019-03-01,IB,pre-IDA,6355.599999999999,32396.0,124795.20000000001,124910.20000000003,92399.20000000001,92514.20000000003,115.00000000001455
2019-03-03,HC,pre-IDA,812.6000000000003,3368.1999999999994,9303.1,9303.099999999999,5934.9000000000015,5934.9,-1.8189894035458565e-12
2019-03-04,HC,pre-IDA,695.9,3168.2000000000003,10913.800000000001,10913.8,7745.6,7745.5999999999985,-1.8189894035458565e-12
2019-03-04,IB,pre-IDA,13372.500000000004,12403.1,111760.00000000001,112030.0,99356.90000000001,99626.9,269.99999999998545
2019-03-19,GE,pre-IDA,5545.600000000002,8859.599999999997,103550.90000000002,103550.90000000002,94691.30000000003,94691.30000000003,0.0
2019-03-20,GN,pre-IDA,33635.99999999999,18385.9,65059.299999999996,65059.3,46673.399999999994,46673.4,7.275957614183426e-12
2019-03-21,GN,pre-IDA,11156.899999999994,52062.20000000003,77286.59999999999,77286.59999999998,25224.399999999958,25224.399999999943,-1.4551915228366852e-11
2019-03-22,GN,pre-IDA,4391.7000000000035,67049.80000000005,85896.69999999998,86051.7,18846.899999999936,19001.89999999995,155.00000000001455
2019-03-23,IB,pre-IDA,1574.0999999999995,33062.99999999999,119892.30000000003,119981.30000000005,86829.30000000005,86918.30000000005,89.00000000001455
2019-03-24,HC,pre-IDA,8815.599999999999,2914.7999999999993,11171.4,11171.400000000001,8256.6,8256.600000000002,1.8189894035458565e-12
2019-04-10,HC,pre-IDA,4594.5,5127.699999999998,9274.599999999999,9274.599999999999,4146.900000000001,4146.900000000001,0.0
2019-04-11,GE,pre-IDA,441.99999999999847,41137.19999999999,119222.79999999999,119222.79999999999,78085.6,78085.6,0.0
2019-04-11,GN,pre-IDA,37431.500000000015,24481.69999999997,78086.79999999999,78086.79999999999,53605.10000000002,53605.10000000002,0.0
2019-04-13,IB,pre-IDA,18396.300000000007,15691.4,93763.40000000002,93763.40000000002,78072.00000000003,78072.00000000003,0.0
2019-04-13,GN,pre-IDA,20639.0,39646.39999999999,79024.09999999998,79024.09999999999,39377.69999999999,39377.700000000004,1.4551915228366852e-11
2019-04-14,IB,pre-IDA,13331.400000000009,8431.8,83159.8,83159.80000000002,74728.0,74728.00000000001,1.4551915228366852e-11
2019-04-29,GE,pre-IDA,2210.0,41208.30000000001,125230.1,125230.1,84021.79999999999,84021.79999999999,0.0
2019-04-29,HC,pre-IDA,5074.0,5075.299999999999,20795.1,20795.1,15719.8,15719.8,0.0
2019-04-30,IB,pre-IDA,16955.899999999994,28736.6,115851.80000000003,115851.80000000002,87115.20000000004,87115.20000000001,-1.4551915228366852e-11
2019-04-30,GE,pre-IDA,2658.399999999995,42472.90000000004,120597.2,120597.2,78124.29999999996,78124.29999999996,0.0
2019-05-01,IB,pre-IDA,4453.300000000002,2965.3999999999996,80918.20000000001,80918.20000000001,77952.80000000002,77952.80000000002,0.0
2019-05-02,GN,pre-IDA,6038.700000000008,14992.700000000006,35475.5,35893.49999999999,20482.799999999996,20900.79999999999,417.9999999999927
2019-05-03,IB,pre-IDA,4152.400000000001,24600.3,91463.80000000002,91728.80000000002,66863.50000000001,67128.50000000001,265.0
2019-05-03,GE,pre-IDA,7053.500000000008,9670.499999999998,106188.40000000002,106288.40000000002,96517.90000000002,96617.90000000002,100.0
2019-05-04,IB,pre-IDA,7967.1,10746.400000000003,85400.4,85400.40000000001,74653.99999999999,74654.0,1.4551915228366852e-11
2019-05-20,GN,pre-IDA,20235.299999999985,31882.29999999999,58413.09999999999,58413.100000000006,26530.800000000003,26530.800000000017,1.4551915228366852e-11
2019-05-21,IB,pre-IDA,9531.599999999991,27740.799999999985,97347.59999999998,97347.59999999998,69606.79999999999,69606.79999999999,0.0
2019-05-22,GN,pre-IDA,5313.300000000006,58111.39999999998,66950.00000000001,66950.0,8838.600000000035,8838.60000000002,-1.4551915228366852e-11
2019-05-22,IB,pre-IDA,16293.30000000001,27781.900000000005,103686.20000000001,103686.20000000001,75904.3,75904.3,0.0
2019-06-12,HC,pre-IDA,394.8,9887.8,16885.399999999998,16885.399999999998,6997.5999999999985,6997.5999999999985,0.0
2019-06-12,GN,pre-IDA,23654.299999999985,41076.20000000001,68405.4,68405.4,27329.199999999983,27329.199999999983,0.0
2019-06-13,IB,pre-IDA,3285.9999999999995,36627.7,113538.80000000003,113538.80000000002,76911.10000000003,76911.10000000002,-1.4551915228366852e-11
2019-06-14,GE,pre-IDA,-1951.0000000000023,18706.000000000007,108761.8,108761.8,90055.79999999999,90055.79999999999,0.0
2019-06-15,GN,pre-IDA,14297.300000000003,15649.599999999999,46661.600000000006,46661.6,31012.000000000007,31012.0,-7.275957614183426e-12
2019-07-02,IB,pre-IDA,-1775.0,58291.899999999994,114474.00000000003,114474.00000000001,56182.100000000035,56182.10000000002,-1.4551915228366852e-11
2019-07-03,HC,pre-IDA,1486.1,10289.800000000001,16408.1,16408.1,6118.299999999997,6118.299999999997,0.0
2019-07-04,HC,pre-IDA,1160.7,10660.000000000004,16780.199999999997,16780.199999999997,6120.199999999993,6120.199999999993,0.0
2019-07-04,GN,pre-IDA,16561.60000000001,60954.500000000065,93281.39999999997,93281.4,32326.8999999999,32326.89999999993,2.9103830456733704e-11
2019-07-04,IB,pre-IDA,58.49999999999996,53912.19999999998,133982.40000000002,133982.40000000002,80070.20000000004,80070.20000000004,0.0
2019-07-05,GN,pre-IDA,22098.899999999958,63621.899999999994,101503.90000000001,101503.90000000001,37882.000000000015,37882.000000000015,0.0
2019-07-06,GN,pre-IDA,18150.600000000002,38179.19999999998,71475.79999999999,71475.79999999999,33296.600000000006,33296.600000000006,0.0
2019-07-06,GE,pre-IDA,-1766.299999999998,38067.199999999975,120608.5,120608.49999999997,82541.30000000002,82541.29999999999,-2.9103830456733704e-11
2019-07-07,IB,pre-IDA,1368.2999999999986,37082.9,118956.4,118956.4,81873.5,81873.5,0.0
2019-07-07,GE,pre-IDA,-363.00000000000057,27456.19999999999,115174.80000000002,115174.80000000002,87718.60000000003,87718.60000000003,0.0
2019-07-24,GN,pre-IDA,2958.399999999999,82147.30000000003,96386.60000000002,96386.60000000003,14239.299999999988,14239.300000000003,1.4551915228366852e-11
2019-07-24,GE,pre-IDA,2405.300000000001,52703.7,152381.40000000002,152381.40000000002,99677.70000000003,99677.70000000003,0.0
2019-07-27,GN,pre-IDA,3535.2000000000007,13853.899999999994,32655.299999999996,32655.3,18801.4,18801.400000000005,3.637978807091713e-12
2019-07-28,IB,pre-IDA,2742.7000000000016,45070.3,127563.59999999999,127563.59999999998,82493.29999999999,82493.29999999997,-1.4551915228366852e-11
2019-08-14,GN,pre-IDA,18548.999999999996,32406.099999999988,66839.79999999999,66839.79999999999,34433.7,34433.7,0.0
2019-08-15,GN,pre-IDA,20060.99999999998,19751.39999999998,54753.599999999984,54753.59999999999,35002.200000000004,35002.20000000001,7.275957614183426e-12
2019-08-16,IB,pre-IDA,5753.700000000002,45200.00000000001,130456.6,130456.60000000003,85256.6,85256.60000000003,2.9103830456733704e-11
2019-08-18,IB,pre-IDA,2953.1000000000035,33475.200000000004,119053.4,119053.4,85578.19999999998,85578.19999999998,0.0
2019-08-18,GN,pre-IDA,8718.8,13566.5,38627.2,38627.2,25060.699999999997,25060.699999999997,0.0
2019-09-04,HC,pre-IDA,3886.7000000000003,15578.500000000005,24688.499999999996,24688.5,9109.99999999999,9109.999999999995,3.637978807091713e-12
2019-09-04,IB,pre-IDA,3606.0,31093.000000000004,130317.20000000003,130317.20000000001,99224.20000000003,99224.20000000001,-1.4551915228366852e-11
2019-09-08,HC,pre-IDA,2657.6000000000004,9004.5,15059.399999999998,15059.400000000001,6054.899999999998,6054.9000000000015,3.637978807091713e-12
2019-09-08,IB,pre-IDA,10579.500000000002,21546.699999999997,112948.30000000002,112948.30000000002,91401.60000000002,91401.60000000002,0.0
2019-09-09,IB,pre-IDA,4985.300000000001,30523.60000000001,134297.69999999998,134297.69999999998,103774.09999999998,103774.09999999998,0.0
2019-09-24,GE,pre-IDA,-4639.4,22311.600000000006,106756.8,106806.80000000002,84445.2,84495.20000000001,50.00000000001455
2019-09-26,HC,pre-IDA,991.0,20057.80000000001,25601.8,25601.800000000003,5543.999999999989,5543.999999999993,3.637978807091713e-12
2019-09-26,IB,pre-IDA,1491.5999999999995,34002.200000000004,118462.29999999996,118462.29999999999,84460.09999999995,84460.09999999998,2.9103830456733704e-11
2019-09-27,HC,pre-IDA,688.0,20057.80000000001,25332.4,25332.399999999998,5274.599999999991,5274.599999999988,-3.637978807091713e-12
2019-09-27,IB,pre-IDA,2284.2000000000007,33605.40000000001,119733.30000000002,119733.3,86127.90000000001,86127.9,-1.4551915228366852e-11
2019-09-29,HC,pre-IDA,3240.100000000002,2408.8,13248.599999999999,13248.599999999999,10839.8,10839.8,0.0
2019-10-15,HC,pre-IDA,1074.5,15898.400000000005,21671.1,21671.1,5772.699999999993,5772.699999999993,0.0
2019-10-15,GN,pre-IDA,16569.100000000006,31318.899999999987,59776.600000000006,59776.6,28457.70000000002,28457.70000000001,-7.275957614183426e-12
2019-10-15,IB,pre-IDA,10126.400000000001,38650.299999999996,125486.5,125486.5,86836.20000000001,86836.20000000001,0.0
2019-10-16,IB,pre-IDA,7296.500000000003,35427.9,117559.9,117559.9,82132.0,82132.0,0.0
2019-10-17,GN,pre-IDA,6308.9000000000015,47474.79999999999,70316.9,70316.9,22842.100000000006,22842.100000000006,0.0
2019-10-19,GN,pre-IDA,10819.499999999996,20242.5,50638.9,50638.899999999994,30396.4,30396.399999999994,-7.275957614183426e-12
2019-10-20,HC,pre-IDA,1785.6000000000004,12433.9,17062.8,17062.8,4628.9,4628.9,0.0
2019-11-03,GN,pre-IDA,4875.7,13804.200000000012,36852.3,37121.30000000001,23048.09999999999,23317.1,269.0000000000073
2019-11-03,IB,pre-IDA,122.10000000000014,3997.800000000001,61550.90000000002,61550.90000000001,57553.10000000002,57553.100000000006,-1.4551915228366852e-11
