regime,cal_months,post_mean_shade,pre_same_cal_mean,raw_pre_mean,delta_vs_same_cal,delta_vs_raw_pre,n_post,n_pre_same_cal
2.3-sess,"[6, 7, 8, 9, 10, 11]",267.00881397751306,30.28595740911327,51.95427591446726,236.72285656839978,215.0545380630458,141,1106
3.ISP15-win,"[12, 1, 2, 3]",247.7106918657059,73.48350553118674,51.95427591446726,174.22718633451916,195.75641595123864,101,802
4.DA60/ID15,"[4, 5, 6, 7, 8, 9]",94.40251440942458,38.22230089124416,51.95427591446726,56.18021351818042,42.44823849495732,189,1167
5.DA15/ID15,"[10, 11, 12, 1]",17.033008901728387,67.36276265619694,51.95427591446726,-50.32975375446855,-34.92126701273887,102,769
