regime,n_months,mean_total_gwh,mean_excess_gwh,mean_excess_pct
pre-IDA,114,269.4994673245614,0.0,4.98626481235158e-16
3-sess,6,485.3127083333334,215.0980174074074,82.13297709144389
ISP15 win,4,502.37553749999995,219.53950833333332,79.51228218222475
DA60/ID15,7,427.8080035714285,159.2284072222222,60.135399819381476
DA15/ID15,3,414.2141,156.7641907407407,60.81422376375969
