month,firm,bilateral_abs_mwh,auction_sell_mwh,bilateral_TWh,auction_TWh,total_TWh,bilat_share
2021-03-01,GN,245640.0,602557.4999999981,0.24564,0.6025574999999982,0.8481974999999982,0.2896023626572827
2021-03-01,HC,0.0,208628.2999999998,0.0,0.20862829999999982,0.20862829999999982,0.0
2021-03-01,IB,4528193.099999989,1199508.9000000032,4.5281930999999895,1.1995089000000032,5.727701999999993,0.7905776348001337
2021-04-01,GE,1025358.7000000018,659319.7000000004,1.0253587000000017,0.6593197000000004,1.6846784000000021,0.608637648586223
2021-04-01,GN,54078.0,520125.2000000005,0.054078,0.5201252000000005,0.5742032000000005,0.0941792034596811
2021-04-01,HC,0.0,422000.0999999998,0.0,0.4220000999999998,0.4220000999999998,0.0
2021-04-01,IB,3585406.700000001,1818612.9000000015,3.585406700000001,1.8186129000000015,5.4040196000000025,0.6634703360439328
2021-05-01,GE,1228011.4999999998,473327.40000000095,1.2280114999999998,0.47332740000000095,1.7013389000000008,0.7217912316000059
2021-05-01,GN,607448.5,259629.90000000066,0.6074485,0.2596299000000007,0.8670784000000007,0.7005692910814056
2021-05-01,HC,0.0,230220.69999999984,0.0,0.23022069999999983,0.23022069999999983,0.0
2021-05-01,IB,2907551.2999999924,1263283.4999999988,2.907551299999992,1.263283499999999,4.170834799999991,0.6971149516638728
2021-06-01,GE,938514.3000000041,985342.0000000014,0.9385143000000041,0.9853420000000014,1.9238563000000055,0.4878297303182163
2021-06-01,GN,549586.1,528118.7999999995,0.5495861,0.5281187999999994,1.0777048999999994,0.50995973016361
2021-06-01,HC,0.0,554051.1999999987,0.0,0.5540511999999986,0.5540511999999986,0.0
2021-06-01,IB,2175177.699999998,1580361.500000002,2.1751776999999977,1.5803615000000022,3.7555392,0.5791918508000123
2021-07-01,GE,1038489.2000000003,685529.6999999997,1.0384892000000003,0.6855296999999997,1.7240189,0.6023653220971071
2021-07-01,GN,575640.0,491375.1999999983,0.57564,0.49137519999999835,1.0670151999999984,0.5394862228766759
2021-07-01,HC,0.0,428647.4999999993,0.0,0.4286474999999993,0.4286474999999993,0.0
