term,coef,se,t,p
post_28_8,-0.8767751192285819,0.2643645664392288,-3.3165379575561684,0.0009114020598745787
post_28_8 × firm_IB,0.4223201333989255,0.28205918927366685,1.4972748609483202,0.13432175331573248
post_28_8 × firm_GN,0.45245356225526817,0.3385186934508051,1.3365689133531427,0.1813633919247989
post_28_8 × firm_HC,0.47093166539234876,0.47283885972589407,0.9959665025530031,0.31926642109773784
