tech,firm,reform,year,PC,hour_class,coef,n_rows
CCGT,GN,ISP15,p22,PC3,Midday,449.1741748894977,80121
CCGT,GN,ISP15,p22,PC4,Critical,-63.03955558405748,80121
CCGT,GN,ISP15,p22,PC4,Flat,-390.4348697347213,80121
CCGT,GN,ISP15,p22,PC4,Midday,-41.813524196003996,80121
CCGT,GN,ISP15,p22,PC5,Critical,-96.4331530530384,80121
CCGT,GN,ISP15,p22,PC5,Flat,-28.19458626951844,80121
CCGT,GN,ISP15,p22,PC5,Midday,49.72280734719665,80121
CCGT,HC,ISP15,p22,PC1,Critical,-899.9606110778301,23957
CCGT,HC,ISP15,p22,PC1,Flat,259.5386404605616,23957
CCGT,HC,ISP15,p22,PC1,Midday,-982.3502394864548,23957
CCGT,HC,ISP15,p22,PC2,Critical,386.8415647737392,23957
CCGT,HC,ISP15,p22,PC2,Flat,37.09981152319841,23957
CCGT,HC,ISP15,p22,PC2,Midday,436.80926352927224,23957
CCGT,HC,ISP15,p22,PC3,Critical,151.8335042516021,23957
CCGT,HC,ISP15,p22,PC3,Flat,54.83724684066452,23957
CCGT,HC,ISP15,p22,PC3,Midday,200.19172965402075,23957
CCGT,HC,ISP15,p22,PC4,Critical,207.40719694292997,23957
CCGT,HC,ISP15,p22,PC4,Flat,182.76044766766168,23957
CCGT,HC,ISP15,p22,PC4,Midday,213.88423706130575,23957
CCGT,HC,ISP15,p22,PC5,Critical,-28.48308506656041,23957
CCGT,HC,ISP15,p22,PC5,Flat,-4.1115245656473505,23957
CCGT,HC,ISP15,p22,PC5,Midday,-31.240123892351363,23957
CCGT,IB,ISP15,p22,PC1,Critical,292.0740278161069,39736
CCGT,IB,ISP15,p22,PC1,Flat,1460.465830871844,39736
CCGT,IB,ISP15,p22,PC1,Midday,71.97460949428535,39736
CCGT,IB,ISP15,p22,PC2,Critical,102.31570335559559,39736
CCGT,IB,ISP15,p22,PC2,Flat,-113.71524596243728,39736
CCGT,IB,ISP15,p22,PC2,Midday,77.64697931296791,39736
CCGT,IB,ISP15,p22,PC3,Critical,-26.131558526431284,39736
CCGT,IB,ISP15,p22,PC3,Flat,121.7918142651776,39736
CCGT,IB,ISP15,p22,PC3,Midday,-28.882800892374895,39736
CCGT,IB,ISP15,p22,PC4,Critical,5.589287507385417,39736
CCGT,IB,ISP15,p22,PC4,Flat,108.06112274166266,39736
CCGT,IB,ISP15,p22,PC4,Midday,-44.03296163997641,39736
CCGT,IB,ISP15,p22,PC5,Critical,125.44910764698642,39736
CCGT,IB,ISP15,p22,PC5,Flat,176.67624957084212,39736
CCGT,IB,ISP15,p22,PC5,Midday,165.2932677873401,39736
CCGT,REP,ISP15,p22,PC1,Critical,-340.4813750984281,8558
CCGT,REP,ISP15,p22,PC1,Flat,-111.5941816727603,8558
CCGT,REP,ISP15,p22,PC1,Midday,-448.12417624317635,8558
CCGT,REP,ISP15,p22,PC2,Critical,-162.8473417727152,8558
CCGT,REP,ISP15,p22,PC2,Flat,-273.55254738061984,8558
CCGT,REP,ISP15,p22,PC2,Midday,-87.787955168793,8558
CCGT,REP,ISP15,p22,PC3,Critical,134.81347884182992,8558
CCGT,REP,ISP15,p22,PC3,Flat,165.76403318755644,8558
CCGT,REP,ISP15,p22,PC3,Midday,123.90590377031575,8558
CCGT,REP,ISP15,p22,PC4,Critical,-7.141153151754908,8558
CCGT,REP,ISP15,p22,PC4,Flat,35.181263995655236,8558
CCGT,REP,ISP15,p22,PC4,Midday,-28.605252124118536,8558
CCGT,REP,ISP15,p22,PC5,Critical,73.95303693851473,8558
CCGT,REP,ISP15,p22,PC5,Flat,85.75746590420795,8558
CCGT,REP,ISP15,p22,PC5,Midday,93.34730647814507,8558
CCGT,GE,MTU15-IDA,real,PC1,Critical,-3513.2846478562988,13941
CCGT,GE,MTU15-IDA,real,PC1,Flat,-3756.6041971651375,13941
CCGT,GE,MTU15-IDA,real,PC1,Midday,1114.2819466262827,13941
CCGT,GE,MTU15-IDA,real,PC2,Critical,548.9794738935617,13941
CCGT,GE,MTU15-IDA,real,PC2,Flat,888.4404990266382,13941
CCGT,GE,MTU15-IDA,real,PC2,Midday,-317.6628708623473,13941
CCGT,GE,MTU15-IDA,real,PC3,Critical,-513.2630866960917,13941
CCGT,GE,MTU15-IDA,real,PC3,Flat,-148.90326578281645,13941
CCGT,GE,MTU15-IDA,real,PC3,Midday,-387.30563940669987,13941
CCGT,GE,MTU15-IDA,real,PC4,Critical,-63.39965110425659,13941
CCGT,GE,MTU15-IDA,real,PC4,Flat,4.209245371553678,13941
CCGT,GE,MTU15-IDA,real,PC4,Midday,285.27093734168665,13941
CCGT,GE,MTU15-IDA,real,PC5,Critical,-149.22663766573694,13941
CCGT,GE,MTU15-IDA,real,PC5,Flat,-209.36324418025765,13941
CCGT,GE,MTU15-IDA,real,PC5,Midday,-307.316995190248,13941
CCGT,GN,MTU15-IDA,real,PC1,Critical,79.40008843682459,36936
CCGT,GN,MTU15-IDA,real,PC1,Flat,-1147.1400501378812,36936
CCGT,GN,MTU15-IDA,real,PC1,Midday,-837.5914280997982,36936
CCGT,GN,MTU15-IDA,real,PC2,Critical,0.4631603426938713,36936
CCGT,GN,MTU15-IDA,real,PC2,Flat,200.21533089734118,36936
CCGT,GN,MTU15-IDA,real,PC2,Midday,48.48837074817364,36936
CCGT,GN,MTU15-IDA,real,PC3,Critical,38.88551001402387,36936
CCGT,GN,MTU15-IDA,real,PC3,Flat,80.965319066035,36936
CCGT,GN,MTU15-IDA,real,PC3,Midday,111.95474397636622,36936
CCGT,GN,MTU15-IDA,real,PC4,Critical,23.63041625104592,36936
CCGT,GN,MTU15-IDA,real,PC4,Flat,-62.76525171154783,36936
CCGT,GN,MTU15-IDA,real,PC4,Midday,-25.035392340291114,36936
CCGT,GN,MTU15-IDA,real,PC5,Critical,17.501432273062843,36936
CCGT,GN,MTU15-IDA,real,PC5,Flat,-11.916740054041483,36936
CCGT,GN,MTU15-IDA,real,PC5,Midday,103.74639321039281,36936
CCGT,HC,MTU15-IDA,real,PC1,Critical,-87.85021425934862,17981
CCGT,HC,MTU15-IDA,real,PC1,Flat,959.4440188138092,17981
CCGT,HC,MTU15-IDA,real,PC1,Midday,-89.1090936052406,17981
CCGT,HC,MTU15-IDA,real,PC2,Critical,-155.2750199107201,17981
CCGT,HC,MTU15-IDA,real,PC2,Flat,-55.20784379736875,17981
CCGT,HC,MTU15-IDA,real,PC2,Midday,-179.81517372536214,17981
CCGT,HC,MTU15-IDA,real,PC3,Critical,-257.5283150822367,17981
CCGT,HC,MTU15-IDA,real,PC3,Flat,-538.7575225517655,17981
CCGT,HC,MTU15-IDA,real,PC3,Midday,-246.9059180837488,17981
CCGT,HC,MTU15-IDA,real,PC4,Critical,-122.43563535765695,17981
CCGT,HC,MTU15-IDA,real,PC4,Flat,-127.63010394946659,17981
CCGT,HC,MTU15-IDA,real,PC4,Midday,-133.7316977247859,17981
CCGT,HC,MTU15-IDA,real,PC5,Critical,69.54112448335123,17981
CCGT,HC,MTU15-IDA,real,PC5,Flat,-192.38574884796617,17981
CCGT,HC,MTU15-IDA,real,PC5,Midday,63.0431233364443,17981
CCGT,IB,MTU15-IDA,real,PC1,Critical,797.6248408650168,17246
CCGT,IB,MTU15-IDA,real,PC1,Flat,889.01961811277,17246
CCGT,IB,MTU15-IDA,real,PC1,Midday,770.1939567437767,17246
CCGT,IB,MTU15-IDA,real,PC2,Critical,-455.24464509068264,17246
CCGT,IB,MTU15-IDA,real,PC2,Flat,-317.4604646237814,17246
CCGT,IB,MTU15-IDA,real,PC2,Midday,-466.257040406468,17246
CCGT,IB,MTU15-IDA,real,PC3,Critical,303.76952199386454,17246
CCGT,IB,MTU15-IDA,real,PC3,Flat,169.37105942845258,17246
CCGT,IB,MTU15-IDA,real,PC3,Midday,304.6032247918105,17246
CCGT,IB,MTU15-IDA,real,PC4,Critical,25.291965990583037,17246
CCGT,IB,MTU15-IDA,real,PC4,Flat,8.698402311726753,17246
CCGT,IB,MTU15-IDA,real,PC4,Midday,32.149076762559595,17246
CCGT,IB,MTU15-IDA,real,PC5,Critical,98.82402270919684,17246
CCGT,IB,MTU15-IDA,real,PC5,Flat,35.056560223123654,17246
CCGT,IB,MTU15-IDA,real,PC5,Midday,94.19566630460628,17246
CCGT,REP,MTU15-IDA,real,PC1,Critical,637.7114963777685,3147
CCGT,REP,MTU15-IDA,real,PC1,Flat,512.8147543885688,3147
CCGT,REP,MTU15-IDA,real,PC1,Midday,329.3320632059455,3147
CCGT,REP,MTU15-IDA,real,PC2,Critical,-843.1823104736295,3147
CCGT,REP,MTU15-IDA,real,PC2,Flat,-826.8412677241652,3147
CCGT,REP,MTU15-IDA,real,PC2,Midday,-611.4396191534263,3147
CCGT,REP,MTU15-IDA,real,PC3,Critical,339.15580541273886,3147
CCGT,REP,MTU15-IDA,real,PC3,Flat,356.39250768240487,3147
CCGT,REP,MTU15-IDA,real,PC3,Midday,265.13817668210356,3147
CCGT,REP,MTU15-IDA,real,PC4,Critical,66.30287580575914,3147
CCGT,REP,MTU15-IDA,real,PC4,Flat,42.97000984999872,3147
CCGT,REP,MTU15-IDA,real,PC4,Midday,15.681329971671254,3147
CCGT,REP,MTU15-IDA,real,PC5,Critical,17.000602929568227,3147
CCGT,REP,MTU15-IDA,real,PC5,Flat,67.51828079745918,3147
CCGT,REP,MTU15-IDA,real,PC5,Midday,49.54511544114369,3147
CCGT,GE,MTU15-IDA,p23,PC1,Critical,636.8386896679007,15765
CCGT,GE,MTU15-IDA,p23,PC1,Flat,-1991.015279545993,15765
CCGT,GE,MTU15-IDA,p23,PC1,Midday,828.8060688142743,15765
CCGT,GE,MTU15-IDA,p23,PC2,Critical,258.7725758182252,15765
CCGT,GE,MTU15-IDA,p23,PC2,Flat,309.51560484055966,15765
CCGT,GE,MTU15-IDA,p23,PC2,Midday,-568.1261337524795,15765
CCGT,GE,MTU15-IDA,p23,PC3,Critical,-317.35286466588803,15765
CCGT,GE,MTU15-IDA,p23,PC3,Flat,-308.27538859220664,15765
CCGT,GE,MTU15-IDA,p23,PC3,Midday,447.64267999988255,15765
CCGT,GE,MTU15-IDA,p23,PC4,Critical,-94.63716416739655,15765
CCGT,GE,MTU15-IDA,p23,PC4,Flat,174.13860768113338,15765
CCGT,GE,MTU15-IDA,p23,PC4,Midday,-82.7198911388431,15765
CCGT,GE,MTU15-IDA,p23,PC5,Critical,-64.18686278758376,15765
CCGT,GE,MTU15-IDA,p23,PC5,Flat,109.0391021319053,15765
CCGT,GE,MTU15-IDA,p23,PC5,Midday,266.6607869188839,15765
CCGT,GN,MTU15-IDA,p23,PC1,Critical,233.77122611973732,38381
CCGT,GN,MTU15-IDA,p23,PC1,Flat,-302.17132403008725,38381
CCGT,GN,MTU15-IDA,p23,PC1,Midday,-63.14173814028078,38381
CCGT,GN,MTU15-IDA,p23,PC2,Critical,61.23087071326702,38381
CCGT,GN,MTU15-IDA,p23,PC2,Flat,56.53050129902919,38381
CCGT,GN,MTU15-IDA,p23,PC2,Midday,-35.678904060716,38381
CCGT,GN,MTU15-IDA,p23,PC3,Critical,-91.34968394546715,38381
CCGT,GN,MTU15-IDA,p23,PC3,Flat,74.63622854575041,38381
CCGT,GN,MTU15-IDA,p23,PC3,Midday,66.37999166984807,38381
CCGT,GN,MTU15-IDA,p23,PC4,Critical,3.2408945633635367,38381
CCGT,GN,MTU15-IDA,p23,PC4,Flat,33.67422780469634,38381
CCGT,GN,MTU15-IDA,p23,PC4,Midday,45.281321772771825,38381
CCGT,GN,MTU15-IDA,p23,PC5,Critical,-86.51919197953521,38381
CCGT,GN,MTU15-IDA,p23,PC5,Flat,-31.79701974040931,38381
CCGT,GN,MTU15-IDA,p23,PC5,Midday,10.2693983073991,38381
CCGT,HC,MTU15-IDA,p23,PC1,Critical,202.47493062488977,15788
CCGT,HC,MTU15-IDA,p23,PC1,Flat,460.2698198970403,15788
CCGT,HC,MTU15-IDA,p23,PC1,Midday,174.75236641370424,15788
CCGT,HC,MTU15-IDA,p23,PC2,Critical,-65.61642300752902,15788
CCGT,HC,MTU15-IDA,p23,PC2,Flat,-89.61910708138255,15788
CCGT,HC,MTU15-IDA,p23,PC2,Midday,-5.056591796114688,15788
CCGT,HC,MTU15-IDA,p23,PC3,Critical,-9.141050722376772,15788
CCGT,HC,MTU15-IDA,p23,PC3,Flat,-25.83361258875317,15788
CCGT,HC,MTU15-IDA,p23,PC3,Midday,16.084057005592747,15788
CCGT,HC,MTU15-IDA,p23,PC4,Critical,-8.414873148565675,15788
CCGT,HC,MTU15-IDA,p23,PC4,Flat,100.9893269734343,15788
CCGT,HC,MTU15-IDA,p23,PC4,Midday,-26.402087039751173,15788
CCGT,HC,MTU15-IDA,p23,PC5,Critical,3.6889035375578456,15788
CCGT,HC,MTU15-IDA,p23,PC5,Flat,21.40969383433091,15788
CCGT,HC,MTU15-IDA,p23,PC5,Midday,-16.03335963046067,15788
CCGT,IB,MTU15-IDA,p23,PC1,Critical,328.6079037274933,21285
CCGT,IB,MTU15-IDA,p23,PC1,Flat,-223.00167658655448,21285
CCGT,IB,MTU15-IDA,p23,PC1,Midday,414.787243603874,21285
CCGT,IB,MTU15-IDA,p23,PC2,Critical,75.88023501900501,21285
CCGT,IB,MTU15-IDA,p23,PC2,Flat,161.2874976511634,21285
CCGT,IB,MTU15-IDA,p23,PC2,Midday,86.18800481202987,21285
CCGT,IB,MTU15-IDA,p23,PC3,Critical,24.35097492200197,21285
CCGT,IB,MTU15-IDA,p23,PC3,Flat,-51.79753897973728,21285
CCGT,IB,MTU15-IDA,p23,PC3,Midday,10.163684226784323,21285
CCGT,IB,MTU15-IDA,p23,PC4,Critical,-40.81461584417677,21285
CCGT,IB,MTU15-IDA,p23,PC4,Flat,-41.69115975712147,21285
CCGT,IB,MTU15-IDA,p23,PC4,Midday,-28.390472696851973,21285
CCGT,IB,MTU15-IDA,p23,PC5,Critical,-21.491636949703835,21285
CCGT,IB,MTU15-IDA,p23,PC5,Flat,-31.02732313144965,21285
CCGT,IB,MTU15-IDA,p23,PC5,Midday,-42.50203940839111,21285
CCGT,REP,MTU15-IDA,p23,PC1,Critical,-161.0087430364266,4500
CCGT,REP,MTU15-IDA,p23,PC1,Flat,-314.0838090917906,4500
CCGT,REP,MTU15-IDA,p23,PC1,Midday,-275.0288924919711,4500
CCGT,REP,MTU15-IDA,p23,PC2,Critical,99.36481662153136,4500
CCGT,REP,MTU15-IDA,p23,PC2,Flat,220.81155017223313,4500
CCGT,REP,MTU15-IDA,p23,PC2,Midday,184.2817251176163,4500
CCGT,REP,MTU15-IDA,p23,PC3,Critical,-181.79057282262127,4500
CCGT,REP,MTU15-IDA,p23,PC3,Flat,-213.92879313380064,4500
CCGT,REP,MTU15-IDA,p23,PC3,Midday,-202.11783921848257,4500
CCGT,REP,MTU15-IDA,p23,PC4,Critical,-39.26580170661452,4500
CCGT,REP,MTU15-IDA,p23,PC4,Flat,-39.44321962224907,4500
CCGT,REP,MTU15-IDA,p23,PC4,Midday,-37.77183490891012,4500
CCGT,REP,MTU15-IDA,p23,PC5,Critical,-4.389080035367952,4500
CCGT,REP,MTU15-IDA,p23,PC5,Flat,35.78584401889447,4500
CCGT,REP,MTU15-IDA,p23,PC5,Midday,32.002896493374784,4500
CCGT,GE,MTU15-IDA,p22,PC1,Critical,-8015.965906634955,15689
CCGT,GE,MTU15-IDA,p22,PC1,Flat,-9727.490048790889,15689
CCGT,GE,MTU15-IDA,p22,PC1,Midday,-5793.094292126675,15689
CCGT,GE,MTU15-IDA,p22,PC2,Critical,718.7800764426657,15689
