tech,firm,reform,year,PC,hour_class,coef,n_rows
CCGT,GE,MTU15-IDA,p22,PC2,Flat,786.6803439568966,15689
CCGT,GE,MTU15-IDA,p22,PC2,Midday,-71.65292225962287,15689
CCGT,GE,MTU15-IDA,p22,PC3,Critical,221.84927818166062,15689
CCGT,GE,MTU15-IDA,p22,PC3,Flat,-108.5122419302678,15689
CCGT,GE,MTU15-IDA,p22,PC3,Midday,451.0168023766238,15689
CCGT,GE,MTU15-IDA,p22,PC4,Critical,-251.0367412949624,15689
CCGT,GE,MTU15-IDA,p22,PC4,Flat,-171.6009306538205,15689
CCGT,GE,MTU15-IDA,p22,PC4,Midday,-316.88910677636045,15689
CCGT,GE,MTU15-IDA,p22,PC5,Critical,198.32653206698984,15689
CCGT,GE,MTU15-IDA,p22,PC5,Flat,349.49422766801194,15689
CCGT,GE,MTU15-IDA,p22,PC5,Midday,268.3960980662007,15689
CCGT,GN,MTU15-IDA,p22,PC1,Critical,-296.4604895783904,43031
CCGT,GN,MTU15-IDA,p22,PC1,Flat,-990.9788938067238,43031
CCGT,GN,MTU15-IDA,p22,PC1,Midday,-780.9514951212341,43031
CCGT,GN,MTU15-IDA,p22,PC2,Critical,33.58457306210128,43031
CCGT,GN,MTU15-IDA,p22,PC2,Flat,58.580727387336765,43031
CCGT,GN,MTU15-IDA,p22,PC2,Midday,107.56152087988772,43031
CCGT,GN,MTU15-IDA,p22,PC3,Critical,78.91254404955866,43031
CCGT,GN,MTU15-IDA,p22,PC3,Flat,65.88770210934516,43031
CCGT,GN,MTU15-IDA,p22,PC3,Midday,214.927904691195,43031
CCGT,GN,MTU15-IDA,p22,PC4,Critical,-1.4957107250888635,43031
CCGT,GN,MTU15-IDA,p22,PC4,Flat,-189.20672466962202,43031
CCGT,GN,MTU15-IDA,p22,PC4,Midday,62.63248801486959,43031
CCGT,GN,MTU15-IDA,p22,PC5,Critical,11.901833446343465,43031
CCGT,GN,MTU15-IDA,p22,PC5,Flat,102.23881142228994,43031
CCGT,GN,MTU15-IDA,p22,PC5,Midday,84.35846943938164,43031
CCGT,HC,MTU15-IDA,p22,PC1,Critical,-449.1841319434139,12935
CCGT,HC,MTU15-IDA,p22,PC1,Flat,-297.07623558989917,12935
CCGT,HC,MTU15-IDA,p22,PC1,Midday,-809.6243566858111,12935
CCGT,HC,MTU15-IDA,p22,PC2,Critical,186.64695392386037,12935
CCGT,HC,MTU15-IDA,p22,PC2,Flat,-158.99261979186113,12935
CCGT,HC,MTU15-IDA,p22,PC2,Midday,24.30123549379499,12935
CCGT,HC,MTU15-IDA,p22,PC3,Critical,78.58101376836827,12935
CCGT,HC,MTU15-IDA,p22,PC3,Flat,69.23273024234929,12935
CCGT,HC,MTU15-IDA,p22,PC3,Midday,134.51256324854086,12935
CCGT,HC,MTU15-IDA,p22,PC4,Critical,10.187835352745905,12935
CCGT,HC,MTU15-IDA,p22,PC4,Flat,-26.497102833218,12935
CCGT,HC,MTU15-IDA,p22,PC4,Midday,-6.19009267640603,12935
CCGT,HC,MTU15-IDA,p22,PC5,Critical,-27.297688343664422,12935
CCGT,HC,MTU15-IDA,p22,PC5,Flat,45.3210412828858,12935
CCGT,HC,MTU15-IDA,p22,PC5,Midday,27.131945624918618,12935
CCGT,IB,MTU15-IDA,p22,PC1,Critical,-161.41846899780646,23051
CCGT,IB,MTU15-IDA,p22,PC1,Flat,-267.07161532966757,23051
CCGT,IB,MTU15-IDA,p22,PC1,Midday,-138.2188953644382,23051
CCGT,IB,MTU15-IDA,p22,PC2,Critical,-110.19613955585547,23051
CCGT,IB,MTU15-IDA,p22,PC2,Flat,-64.61026496325647,23051
CCGT,IB,MTU15-IDA,p22,PC2,Midday,-122.42504837858439,23051
CCGT,IB,MTU15-IDA,p22,PC3,Critical,0.6842284170969256,23051
CCGT,IB,MTU15-IDA,p22,PC3,Flat,-118.67150747627971,23051
CCGT,IB,MTU15-IDA,p22,PC3,Midday,31.17929920921444,23051
CCGT,IB,MTU15-IDA,p22,PC4,Critical,20.735398742091423,23051
CCGT,IB,MTU15-IDA,p22,PC4,Flat,41.82053135840357,23051
CCGT,IB,MTU15-IDA,p22,PC4,Midday,19.592456538065967,23051
CCGT,IB,MTU15-IDA,p22,PC5,Critical,21.771521379588098,23051
CCGT,IB,MTU15-IDA,p22,PC5,Flat,13.680236940367724,23051
CCGT,IB,MTU15-IDA,p22,PC5,Midday,21.731807530008382,23051
CCGT,REP,MTU15-IDA,p22,PC1,Critical,-408.2119535328055,5029
CCGT,REP,MTU15-IDA,p22,PC1,Flat,-92.2719589669532,5029
CCGT,REP,MTU15-IDA,p22,PC1,Midday,-248.96996680301112,5029
CCGT,REP,MTU15-IDA,p22,PC2,Critical,-16.29000216582285,5029
CCGT,REP,MTU15-IDA,p22,PC2,Flat,-382.5294108339147,5029
CCGT,REP,MTU15-IDA,p22,PC2,Midday,-109.74849445152857,5029
CCGT,REP,MTU15-IDA,p22,PC3,Critical,142.47729591475223,5029
CCGT,REP,MTU15-IDA,p22,PC3,Flat,287.12545405197824,5029
CCGT,REP,MTU15-IDA,p22,PC3,Midday,148.3716276721714,5029
CCGT,REP,MTU15-IDA,p22,PC4,Critical,-77.38195879235587,5029
CCGT,REP,MTU15-IDA,p22,PC4,Flat,-70.50399172166236,5029
CCGT,REP,MTU15-IDA,p22,PC4,Midday,-89.29996647201939,5029
CCGT,REP,MTU15-IDA,p22,PC5,Critical,14.577241275974483,5029
CCGT,REP,MTU15-IDA,p22,PC5,Flat,-13.368952170482885,5029
CCGT,REP,MTU15-IDA,p22,PC5,Midday,-77.47544891363236,5029
CCGT,GE,MTU15-DA,real,PC1,Critical,-390.0498352050781,52835
CCGT,GE,MTU15-DA,real,PC1,Flat,-2583.928741455078,52835
CCGT,GE,MTU15-DA,real,PC1,Midday,-2823.972686767578,52835
CCGT,GE,MTU15-DA,real,PC2,Critical,-1750.265625,52835
CCGT,GE,MTU15-DA,real,PC2,Flat,-845.8878784179688,52835
CCGT,GE,MTU15-DA,real,PC2,Midday,-1258.8084716796875,52835
CCGT,GE,MTU15-DA,real,PC3,Critical,1366.3194580078125,52835
CCGT,GE,MTU15-DA,real,PC3,Flat,1745.3982543945312,52835
CCGT,GE,MTU15-DA,real,PC3,Midday,1356.8976278305054,52835
CCGT,GE,MTU15-DA,real,PC4,Critical,-82.58513641357422,52835
CCGT,GE,MTU15-DA,real,PC4,Flat,-75.20779848098755,52835
CCGT,GE,MTU15-DA,real,PC4,Midday,-685.8047409057617,52835
CCGT,GE,MTU15-DA,real,PC5,Critical,-124.9634780883789,52835
CCGT,GE,MTU15-DA,real,PC5,Flat,-286.50609588623047,52835
CCGT,GE,MTU15-DA,real,PC5,Midday,37.460548400878906,52835
CCGT,GN,MTU15-DA,real,PC1,Critical,322.04400634765625,151993
CCGT,GN,MTU15-DA,real,PC1,Flat,1039.4386596679688,151993
CCGT,GN,MTU15-DA,real,PC1,Midday,1232.6089477539062,151993
CCGT,GN,MTU15-DA,real,PC2,Critical,-300.9822082519531,151993
CCGT,GN,MTU15-DA,real,PC2,Flat,-120.66966247558594,151993
CCGT,GN,MTU15-DA,real,PC2,Midday,-138.16062927246094,151993
CCGT,GN,MTU15-DA,real,PC3,Critical,61.60496520996094,151993
CCGT,GN,MTU15-DA,real,PC3,Flat,-99.15184020996094,151993
CCGT,GN,MTU15-DA,real,PC3,Midday,-73.86172485351562,151993
CCGT,GN,MTU15-DA,real,PC4,Critical,-31.699499130249023,151993
CCGT,GN,MTU15-DA,real,PC4,Flat,38.82121467590332,151993
CCGT,GN,MTU15-DA,real,PC4,Midday,65.0823917388916,151993
CCGT,GN,MTU15-DA,real,PC5,Critical,-18.454273223876953,151993
CCGT,GN,MTU15-DA,real,PC5,Flat,-85.84660720825195,151993
CCGT,GN,MTU15-DA,real,PC5,Midday,-88.1883430480957,151993
CCGT,HC,MTU15-DA,real,PC1,Critical,1469.638671875,68103
CCGT,HC,MTU15-DA,real,PC1,Flat,434.7469482421875,68103
CCGT,HC,MTU15-DA,real,PC1,Midday,1416.9595108032227,68103
CCGT,HC,MTU15-DA,real,PC2,Critical,-923.7105102539062,68103
CCGT,HC,MTU15-DA,real,PC2,Flat,-872.3708000183105,68103
CCGT,HC,MTU15-DA,real,PC2,Midday,-913.9209146499634,68103
CCGT,HC,MTU15-DA,real,PC3,Critical,-532.4622192382812,68103
CCGT,HC,MTU15-DA,real,PC3,Flat,-407.21826934814453,68103
CCGT,HC,MTU15-DA,real,PC3,Midday,-541.7350034713745,68103
CCGT,HC,MTU15-DA,real,PC4,Critical,-57.19095230102539,68103
CCGT,HC,MTU15-DA,real,PC4,Flat,-188.40364456176758,68103
CCGT,HC,MTU15-DA,real,PC4,Midday,-61.09626007080078,68103
CCGT,HC,MTU15-DA,real,PC5,Critical,112.47295379638672,68103
CCGT,HC,MTU15-DA,real,PC5,Flat,231.8658447265625,68103
CCGT,HC,MTU15-DA,real,PC5,Midday,126.56559562683105,68103
CCGT,IB,MTU15-DA,real,PC1,Critical,312.8680725097656,80754
CCGT,IB,MTU15-DA,real,PC1,Flat,-273.9567565917969,80754
CCGT,IB,MTU15-DA,real,PC1,Midday,326.7631607055664,80754
CCGT,IB,MTU15-DA,real,PC2,Critical,32.3623046875,80754
CCGT,IB,MTU15-DA,real,PC2,Flat,220.7606658935547,80754
CCGT,IB,MTU15-DA,real,PC2,Midday,22.826791763305664,80754
CCGT,IB,MTU15-DA,real,PC3,Critical,-99.37230682373047,80754
CCGT,IB,MTU15-DA,real,PC3,Flat,77.21802520751953,80754
CCGT,IB,MTU15-DA,real,PC3,Midday,-106.59628534317017,80754
CCGT,IB,MTU15-DA,real,PC4,Critical,18.09503746032715,80754
CCGT,IB,MTU15-DA,real,PC4,Flat,51.27010154724121,80754
CCGT,IB,MTU15-DA,real,PC4,Midday,-3.126016616821289,80754
CCGT,IB,MTU15-DA,real,PC5,Critical,16.269514083862305,80754
CCGT,IB,MTU15-DA,real,PC5,Flat,14.479777693748474,80754
CCGT,IB,MTU15-DA,real,PC5,Midday,30.33254623413086,80754
CCGT,REP,MTU15-DA,real,PC1,Critical,-5.050120830535889,19716
CCGT,REP,MTU15-DA,real,PC1,Flat,25.94850206375122,19716
CCGT,REP,MTU15-DA,real,PC1,Midday,-6.869922041893005,19716
CCGT,REP,MTU15-DA,real,PC2,Critical,-46.26327133178711,19716
CCGT,REP,MTU15-DA,real,PC2,Flat,-12.981494903564453,19716
CCGT,REP,MTU15-DA,real,PC2,Midday,-29.140499114990234,19716
CCGT,REP,MTU15-DA,real,PC3,Critical,-52.67259216308594,19716
CCGT,REP,MTU15-DA,real,PC3,Flat,-27.494993209838867,19716
CCGT,REP,MTU15-DA,real,PC3,Midday,-33.6209659576416,19716
CCGT,REP,MTU15-DA,real,PC4,Critical,24.088844299316406,19716
CCGT,REP,MTU15-DA,real,PC4,Flat,40.54072189331055,19716
CCGT,REP,MTU15-DA,real,PC4,Midday,45.37381935119629,19716
CCGT,REP,MTU15-DA,real,PC5,Critical,-15.460330963134766,19716
CCGT,REP,MTU15-DA,real,PC5,Flat,-21.480817317962646,19716
CCGT,REP,MTU15-DA,real,PC5,Midday,-12.149503707885742,19716
CCGT,GE,MTU15-DA,p23,PC1,Critical,873.5208010270242,31828
CCGT,GE,MTU15-DA,p23,PC1,Flat,9754.886436361692,31828
CCGT,GE,MTU15-DA,p23,PC1,Midday,-171.38611647641915,31828
CCGT,GE,MTU15-DA,p23,PC2,Critical,776.5856191561426,31828
CCGT,GE,MTU15-DA,p23,PC2,Flat,-1994.9141170710986,31828
CCGT,GE,MTU15-DA,p23,PC2,Midday,339.99922938344696,31828
CCGT,GE,MTU15-DA,p23,PC3,Critical,-1768.1295712366689,31828
CCGT,GE,MTU15-DA,p23,PC3,Flat,-909.6137352705942,31828
CCGT,GE,MTU15-DA,p23,PC3,Midday,-1344.511004345922,31828
CCGT,GE,MTU15-DA,p23,PC4,Critical,-1246.0059400681425,31828
CCGT,GE,MTU15-DA,p23,PC4,Flat,-1068.436508206502,31828
CCGT,GE,MTU15-DA,p23,PC4,Midday,-1339.8743720224184,31828
CCGT,GE,MTU15-DA,p23,PC5,Critical,860.5882584454404,31828
CCGT,GE,MTU15-DA,p23,PC5,Flat,1323.3236072060934,31828
CCGT,GE,MTU15-DA,p23,PC5,Midday,1036.0534914103996,31828
CCGT,GN,MTU15-DA,p23,PC1,Critical,156.01131400282165,72158
CCGT,GN,MTU15-DA,p23,PC1,Flat,1746.6997359164395,72158
CCGT,GN,MTU15-DA,p23,PC1,Midday,986.0072950956901,72158
CCGT,GN,MTU15-DA,p23,PC2,Critical,-310.92383518052696,72158
CCGT,GN,MTU15-DA,p23,PC2,Flat,-781.8439066349372,72158
CCGT,GN,MTU15-DA,p23,PC2,Midday,-428.98012065611897,72158
CCGT,GN,MTU15-DA,p23,PC3,Critical,-116.80702219815849,72158
CCGT,GN,MTU15-DA,p23,PC3,Flat,-374.8382678410279,72158
CCGT,GN,MTU15-DA,p23,PC3,Midday,-331.4643924638244,72158
CCGT,GN,MTU15-DA,p23,PC4,Critical,-123.08832439245873,72158
CCGT,GN,MTU15-DA,p23,PC4,Flat,-219.31901548038854,72158
CCGT,GN,MTU15-DA,p23,PC4,Midday,-166.77423769667337,72158
CCGT,GN,MTU15-DA,p23,PC5,Critical,-43.64495071763118,72158
CCGT,GN,MTU15-DA,p23,PC5,Flat,14.726870106821885,72158
CCGT,GN,MTU15-DA,p23,PC5,Midday,-129.24885456545994,72158
CCGT,HC,MTU15-DA,p23,PC1,Critical,-896.0692013780493,24644
CCGT,HC,MTU15-DA,p23,PC1,Flat,-490.08398252737453,24644
CCGT,HC,MTU15-DA,p23,PC1,Midday,-991.1279561187997,24644
CCGT,HC,MTU15-DA,p23,PC2,Critical,-162.74691490403342,24644
CCGT,HC,MTU15-DA,p23,PC2,Flat,-366.9299957335565,24644
CCGT,HC,MTU15-DA,p23,PC2,Midday,-205.04267325787023,24644
CCGT,HC,MTU15-DA,p23,PC3,Critical,120.08083373807555,24644
CCGT,HC,MTU15-DA,p23,PC3,Flat,271.1888671015455,24644
CCGT,HC,MTU15-DA,p23,PC3,Midday,79.58314704708906,24644
CCGT,HC,MTU15-DA,p23,PC4,Critical,-59.10691059149313,24644
CCGT,HC,MTU15-DA,p23,PC4,Flat,-249.9512635265752,24644
CCGT,HC,MTU15-DA,p23,PC4,Midday,-54.721791606589086,24644
CCGT,HC,MTU15-DA,p23,PC5,Critical,27.197567673428345,24644
CCGT,HC,MTU15-DA,p23,PC5,Flat,29.69927890560618,24644
CCGT,HC,MTU15-DA,p23,PC5,Midday,37.22001596316029,24644
CCGT,IB,MTU15-DA,p23,PC1,Critical,-123.32881565199348,39850
CCGT,IB,MTU15-DA,p23,PC1,Flat,237.089111926376,39850
CCGT,IB,MTU15-DA,p23,PC1,Midday,-190.9062627253649,39850
CCGT,IB,MTU15-DA,p23,PC2,Critical,-267.2529670579375,39850
CCGT,IB,MTU15-DA,p23,PC2,Flat,-254.27871255145448,39850
CCGT,IB,MTU15-DA,p23,PC2,Midday,-281.7839421872896,39850
CCGT,IB,MTU15-DA,p23,PC3,Critical,67.76772384221907,39850
CCGT,IB,MTU15-DA,p23,PC3,Flat,207.3603111434079,39850
CCGT,IB,MTU15-DA,p23,PC3,Midday,56.22188948734084,39850
CCGT,IB,MTU15-DA,p23,PC4,Critical,-47.912795840665105,39850
CCGT,IB,MTU15-DA,p23,PC4,Flat,8.852408418352383,39850
CCGT,IB,MTU15-DA,p23,PC4,Midday,-90.38860430860356,39850
CCGT,IB,MTU15-DA,p23,PC5,Critical,92.18734412709817,39850
CCGT,IB,MTU15-DA,p23,PC5,Flat,84.68463130116736,39850
CCGT,IB,MTU15-DA,p23,PC5,Midday,121.21747078817654,39850
CCGT,REP,MTU15-DA,p23,PC1,Critical,-777.9535258107979,8864
CCGT,REP,MTU15-DA,p23,PC1,Flat,-389.20334977118426,8864
CCGT,REP,MTU15-DA,p23,PC1,Midday,-692.9694228955493,8864
CCGT,REP,MTU15-DA,p23,PC2,Critical,-700.9387674979056,8864
CCGT,REP,MTU15-DA,p23,PC2,Flat,-735.8162401031514,8864
CCGT,REP,MTU15-DA,p23,PC2,Midday,-848.5068436371863,8864
CCGT,REP,MTU15-DA,p23,PC3,Critical,291.10070121047227,8864
CCGT,REP,MTU15-DA,p23,PC3,Flat,207.4554019120322,8864
CCGT,REP,MTU15-DA,p23,PC3,Midday,357.2972345194016,8864
CCGT,REP,MTU15-DA,p23,PC4,Critical,10.735224478509602,8864
CCGT,REP,MTU15-DA,p23,PC4,Flat,38.836513690369095,8864
CCGT,REP,MTU15-DA,p23,PC4,Midday,18.20665578532396,8864
CCGT,REP,MTU15-DA,p23,PC5,Critical,38.97141419762935,8864
CCGT,REP,MTU15-DA,p23,PC5,Flat,18.202713805280116,8864
CCGT,REP,MTU15-DA,p23,PC5,Midday,86.52768269593489,8864
CCGT,GE,MTU15-DA,p22,PC1,Critical,-8978.333397180935,30424
CCGT,GE,MTU15-DA,p22,PC1,Flat,-3121.5792017848153,30424
CCGT,GE,MTU15-DA,p22,PC1,Midday,-9070.119212717613,30424
CCGT,GE,MTU15-DA,p22,PC2,Critical,3961.311403140913,30424
CCGT,GE,MTU15-DA,p22,PC2,Flat,2271.024923573089,30424
CCGT,GE,MTU15-DA,p22,PC2,Midday,3240.729351809265,30424
CCGT,GE,MTU15-DA,p22,PC3,Critical,-208.28022467916196,30424
CCGT,GE,MTU15-DA,p22,PC3,Flat,36.621057944741125,30424
CCGT,GE,MTU15-DA,p22,PC3,Midday,205.93237580152305,30424
CCGT,GE,MTU15-DA,p22,PC4,Critical,1295.723342602954,30424
CCGT,GE,MTU15-DA,p22,PC4,Flat,1688.2489767680709,30424
CCGT,GE,MTU15-DA,p22,PC4,Midday,925.3490715474101,30424
CCGT,GE,MTU15-DA,p22,PC5,Critical,-382.1081371932661,30424
CCGT,GE,MTU15-DA,p22,PC5,Flat,-178.0029783115212,30424
CCGT,GE,MTU15-DA,p22,PC5,Midday,-80.07754285311057,30424
CCGT,GN,MTU15-DA,p22,PC1,Critical,-2674.8426786071454,78802
CCGT,GN,MTU15-DA,p22,PC1,Flat,-1073.2785592064197,78802
CCGT,GN,MTU15-DA,p22,PC1,Midday,-2397.57958094294,78802
CCGT,GN,MTU15-DA,p22,PC2,Critical,486.57745879727617,78802
CCGT,GN,MTU15-DA,p22,PC2,Flat,-164.63888648034703,78802
CCGT,GN,MTU15-DA,p22,PC2,Midday,315.95216916846937,78802
CCGT,GN,MTU15-DA,p22,PC3,Critical,382.7265875932715,78802
CCGT,GN,MTU15-DA,p22,PC3,Flat,364.4970237742676,78802
CCGT,GN,MTU15-DA,p22,PC3,Midday,396.9552079195344,78802
CCGT,GN,MTU15-DA,p22,PC4,Critical,-308.8460183962613,78802
CCGT,GN,MTU15-DA,p22,PC4,Flat,-373.4300489284266,78802
CCGT,GN,MTU15-DA,p22,PC4,Midday,-329.8565001090098,78802
CCGT,GN,MTU15-DA,p22,PC5,Critical,-86.47683768231333,78802
CCGT,GN,MTU15-DA,p22,PC5,Flat,-78.53641083162469,78802
CCGT,GN,MTU15-DA,p22,PC5,Midday,-3.820662860039974,78802
CCGT,HC,MTU15-DA,p22,PC1,Critical,-1080.0209976555702,23820
CCGT,HC,MTU15-DA,p22,PC1,Flat,-379.48486925491727,23820
CCGT,HC,MTU15-DA,p22,PC1,Midday,-1048.9167553225789,23820
CCGT,HC,MTU15-DA,p22,PC2,Critical,221.66456612986175,23820
CCGT,HC,MTU15-DA,p22,PC2,Flat,106.02912971014645,23820
CCGT,HC,MTU15-DA,p22,PC2,Midday,303.7890547277922,23820
CCGT,HC,MTU15-DA,p22,PC3,Critical,-322.38858318833496,23820
CCGT,HC,MTU15-DA,p22,PC3,Flat,-386.8793483529525,23820
CCGT,HC,MTU15-DA,p22,PC3,Midday,-303.7878855475951,23820
CCGT,HC,MTU15-DA,p22,PC4,Critical,397.37360641289234,23820
CCGT,HC,MTU15-DA,p22,PC4,Flat,403.9322606910804,23820
CCGT,HC,MTU15-DA,p22,PC4,Midday,410.70914154564986,23820
CCGT,HC,MTU15-DA,p22,PC5,Critical,35.77862800548651,23820
CCGT,HC,MTU15-DA,p22,PC5,Flat,54.89700912823254,23820
CCGT,HC,MTU15-DA,p22,PC5,Midday,20.239469497622316,23820
CCGT,IB,MTU15-DA,p22,PC1,Critical,1159.1044126420147,38427
CCGT,IB,MTU15-DA,p22,PC1,Flat,1712.5286941965803,38427
CCGT,IB,MTU15-DA,p22,PC1,Midday,1050.3324585648847,38427
CCGT,IB,MTU15-DA,p22,PC2,Critical,102.5424939658861,38427
CCGT,IB,MTU15-DA,p22,PC2,Flat,123.62792556973574,38427
CCGT,IB,MTU15-DA,p22,PC2,Midday,84.22288528394029,38427
CCGT,IB,MTU15-DA,p22,PC3,Critical,-116.21879557769239,38427
CCGT,IB,MTU15-DA,p22,PC3,Flat,-33.14552926511158,38427
CCGT,IB,MTU15-DA,p22,PC3,Midday,-118.46161231766764,38427
CCGT,IB,MTU15-DA,p22,PC4,Critical,116.1543930203833,38427
CCGT,IB,MTU15-DA,p22,PC4,Flat,214.97366368356006,38427
CCGT,IB,MTU15-DA,p22,PC4,Midday,63.67813048236863,38427
CCGT,IB,MTU15-DA,p22,PC5,Critical,115.96258497021806,38427
CCGT,IB,MTU15-DA,p22,PC5,Flat,112.65878509895322,38427
CCGT,IB,MTU15-DA,p22,PC5,Midday,140.9456494199098,38427
CCGT,REP,MTU15-DA,p22,PC1,Critical,-822.2605666036065,8504
CCGT,REP,MTU15-DA,p22,PC1,Flat,-661.773138654491,8504
CCGT,REP,MTU15-DA,p22,PC1,Midday,-893.7103250409136,8504
CCGT,REP,MTU15-DA,p22,PC2,Critical,-434.2457266308958,8504
CCGT,REP,MTU15-DA,p22,PC2,Flat,-526.0571840367263,8504
CCGT,REP,MTU15-DA,p22,PC2,Midday,-371.6175062553993,8504
CCGT,REP,MTU15-DA,p22,PC3,Critical,579.7687956866312,8504
CCGT,REP,MTU15-DA,p22,PC3,Flat,598.6391023285535,8504
CCGT,REP,MTU15-DA,p22,PC3,Midday,557.420311183071,8504
CCGT,REP,MTU15-DA,p22,PC4,Critical,78.42045586960334,8504
CCGT,REP,MTU15-DA,p22,PC4,Flat,105.88301115179425,8504
CCGT,REP,MTU15-DA,p22,PC4,Midday,60.25475715584456,8504
CCGT,REP,MTU15-DA,p22,PC5,Critical,-19.946236594659563,8504
CCGT,REP,MTU15-DA,p22,PC5,Flat,-50.729779489956584,8504
CCGT,REP,MTU15-DA,p22,PC5,Midday,2.0179530855374104,8504
Hydro,GE,ISP15,real,PC1,Critical,441.73925094928586,37012
Hydro,GE,ISP15,real,PC1,Flat,436.730011279379,37012
Hydro,GE,ISP15,real,PC1,Midday,538.2083576287662,37012
Hydro,GE,ISP15,real,PC2,Critical,74.57481483327797,37012
Hydro,GE,ISP15,real,PC2,Flat,79.8918906157427,37012
Hydro,GE,ISP15,real,PC2,Midday,82.36440715725698,37012
Hydro,GE,ISP15,real,PC3,Critical,25.674630414338083,37012
Hydro,GE,ISP15,real,PC3,Flat,25.309886676948175,37012
Hydro,GE,ISP15,real,PC3,Midday,26.179617955161426,37012
Hydro,GE,ISP15,real,PC4,Critical,13.792208239467618,37012
Hydro,GE,ISP15,real,PC4,Flat,14.494171527938047,37012
Hydro,GE,ISP15,real,PC4,Midday,14.645722243397447,37012
Hydro,GE,ISP15,real,PC5,Critical,13.175904081971035,37012
Hydro,GE,ISP15,real,PC5,Flat,13.282263914909233,37012
Hydro,GE,ISP15,real,PC5,Midday,13.316191520902525,37012
Hydro,GN,ISP15,real,PC1,Critical,-2675.126729066187,14997
Hydro,GN,ISP15,real,PC1,Flat,-2699.4036674278054,14997
Hydro,GN,ISP15,real,PC1,Midday,-2600.54643909984,14997
Hydro,GN,ISP15,real,PC2,Critical,-194.6116429874783,14997
Hydro,GN,ISP15,real,PC2,Flat,-193.4567193979894,14997
Hydro,GN,ISP15,real,PC2,Midday,-192.53518836335402,14997
Hydro,GN,ISP15,real,PC3,Critical,-58.102007586424925,14997
Hydro,GN,ISP15,real,PC3,Flat,-61.28550051552423,14997
Hydro,GN,ISP15,real,PC3,Midday,-60.909118286085246,14997
Hydro,GN,ISP15,real,PC4,Critical,-30.757368291397164,14997
Hydro,GN,ISP15,real,PC4,Flat,-32.73955468142475,14997
Hydro,GN,ISP15,real,PC4,Midday,-30.53987373070587,14997
Hydro,GN,ISP15,real,PC5,Critical,-4.064810971335599,14997
Hydro,GN,ISP15,real,PC5,Flat,-3.5452008432841358,14997
Hydro,GN,ISP15,real,PC5,Midday,-3.864725264877908,14997
Hydro,HC,ISP15,real,PC1,Critical,92.31646300342373,42458
Hydro,HC,ISP15,real,PC1,Flat,139.87210240224192,42458
Hydro,HC,ISP15,real,PC1,Midday,100.59045244749079,42458
Hydro,HC,ISP15,real,PC2,Critical,6.576660864246662,42458
Hydro,HC,ISP15,real,PC2,Flat,18.719604865477507,42458
Hydro,HC,ISP15,real,PC2,Midday,-14.121446755737697,42458
Hydro,HC,ISP15,real,PC3,Critical,98.08039801503182,42458
Hydro,HC,ISP15,real,PC3,Flat,87.4189041381151,42458
Hydro,HC,ISP15,real,PC3,Midday,85.32739965023639,42458
Hydro,HC,ISP15,real,PC4,Critical,-87.89324802657092,42458
Hydro,HC,ISP15,real,PC4,Flat,-108.54631096992159,42458
Hydro,HC,ISP15,real,PC4,Midday,-92.77143871316629,42458
Hydro,HC,ISP15,real,PC5,Critical,56.11166163836134,42458
Hydro,HC,ISP15,real,PC5,Flat,88.72314976473507,42458
Hydro,HC,ISP15,real,PC5,Midday,59.707205179523356,42458
Hydro,IB,ISP15,real,PC1,Critical,64.9526030300836,30012
Hydro,IB,ISP15,real,PC1,Flat,-54.602652735721094,30012
Hydro,IB,ISP15,real,PC1,Midday,220.1805031521736,30012
Hydro,IB,ISP15,real,PC2,Critical,-95.6922448063247,30012
Hydro,IB,ISP15,real,PC2,Flat,-182.24756425156613,30012
Hydro,IB,ISP15,real,PC2,Midday,34.13445407957583,30012
Hydro,IB,ISP15,real,PC3,Critical,-133.9044833381765,30012
Hydro,IB,ISP15,real,PC3,Flat,-155.02895625958655,30012
Hydro,IB,ISP15,real,PC3,Midday,-90.02826715791818,30012
Hydro,IB,ISP15,real,PC4,Critical,-111.18502027766233,30012
Hydro,IB,ISP15,real,PC4,Flat,-104.70499724273006,30012
Hydro,IB,ISP15,real,PC4,Midday,-128.28822135969293,30012
Hydro,IB,ISP15,real,PC5,Critical,27.05454874764119,30012
Hydro,IB,ISP15,real,PC5,Flat,32.06545445777698,30012
Hydro,IB,ISP15,real,PC5,Midday,5.297709027436955,30012
Hydro,REP,ISP15,real,PC1,Critical,147.0272074359994,5005
Hydro,REP,ISP15,real,PC1,Flat,160.42276810753745,5005
Hydro,REP,ISP15,real,PC1,Midday,80.2941026305594,5005
Hydro,REP,ISP15,real,PC2,Critical,279.07524565850395,5005
Hydro,REP,ISP15,real,PC2,Flat,275.44623416446075,5005
Hydro,REP,ISP15,real,PC2,Midday,248.047668757872,5005
Hydro,REP,ISP15,real,PC3,Critical,116.61051991089494,5005
Hydro,REP,ISP15,real,PC3,Flat,129.46347150058835,5005
Hydro,REP,ISP15,real,PC3,Midday,139.28257724982058,5005
Hydro,REP,ISP15,real,PC4,Critical,-31.093220476080536,5005
Hydro,REP,ISP15,real,PC4,Flat,-27.464230305098095,5005
Hydro,REP,ISP15,real,PC4,Midday,-30.817541092876755,5005
Hydro,REP,ISP15,real,PC5,Critical,130.56392314355955,5005
Hydro,REP,ISP15,real,PC5,Flat,130.91736122206498,5005
