tech,firm,reform,PC,hour_class,coef,n_rows
CCGT,HC,ISP15,PC5,Midday,-16.499676528562905,13399
CCGT,IB,ISP15,PC1,Critical,-1558.1896331941598,13075
CCGT,IB,ISP15,PC1,Flat,-976.8343283423065,13075
CCGT,IB,ISP15,PC1,Midday,-1663.8672158314623,13075
CCGT,IB,ISP15,PC2,Critical,-59.98190958454346,13075
CCGT,IB,ISP15,PC2,Flat,-268.3603012191581,13075
CCGT,IB,ISP15,PC2,Midday,-51.086501491081904,13075
CCGT,IB,ISP15,PC3,Critical,-253.0993677436906,13075
CCGT,IB,ISP15,PC3,Flat,-223.96255204908337,13075
CCGT,IB,ISP15,PC3,Midday,-240.04096484894885,13075
CCGT,IB,ISP15,PC4,Critical,-37.28098421886662,13075
CCGT,IB,ISP15,PC4,Flat,9.570546116514514,13075
CCGT,IB,ISP15,PC4,Midday,-46.459912143021874,13075
CCGT,IB,ISP15,PC5,Critical,2.604374464026703,13075
CCGT,IB,ISP15,PC5,Flat,37.74855280763403,13075
CCGT,IB,ISP15,PC5,Midday,15.655593993779082,13075
CCGT,OTH,ISP15,PC1,Critical,-1348.9655744762192,22757
CCGT,OTH,ISP15,PC1,Flat,-439.16453628318595,22757
CCGT,OTH,ISP15,PC1,Midday,-1442.736028179483,22757
CCGT,OTH,ISP15,PC2,Critical,-60.97944180464584,22757
CCGT,OTH,ISP15,PC2,Flat,-325.9556726298036,22757
CCGT,OTH,ISP15,PC2,Midday,-94.16770015852822,22757
CCGT,OTH,ISP15,PC3,Critical,-133.06054358452698,22757
CCGT,OTH,ISP15,PC3,Flat,-209.7626049703293,22757
CCGT,OTH,ISP15,PC3,Midday,-91.72852642960729,22757
CCGT,OTH,ISP15,PC4,Critical,54.35259002057943,22757
CCGT,OTH,ISP15,PC4,Flat,41.26591106483974,22757
CCGT,OTH,ISP15,PC4,Midday,59.03073742375982,22757
CCGT,OTH,ISP15,PC5,Critical,8.034758828694892,22757
CCGT,OTH,ISP15,PC5,Flat,41.971781147063865,22757
CCGT,OTH,ISP15,PC5,Midday,24.920080901258572,22757
CCGT,REP,ISP15,PC1,Critical,-1368.3797939147057,1995
CCGT,REP,ISP15,PC1,Flat,-1365.5859040118974,1995
CCGT,REP,ISP15,PC1,Midday,-1276.539324578303,1995
CCGT,REP,ISP15,PC2,Critical,44.335207171880064,1995
CCGT,REP,ISP15,PC2,Flat,29.971530465555787,1995
CCGT,REP,ISP15,PC2,Midday,-75.63654285575865,1995
CCGT,REP,ISP15,PC3,Critical,-376.8000845658899,1995
CCGT,REP,ISP15,PC3,Flat,-401.4253301003717,1995
CCGT,REP,ISP15,PC3,Midday,-355.35989569057415,1995
CCGT,REP,ISP15,PC4,Critical,15.04304779380855,1995
CCGT,REP,ISP15,PC4,Flat,13.451887586105865,1995
CCGT,REP,ISP15,PC4,Midday,18.614563851769123,1995
CCGT,REP,ISP15,PC5,Critical,26.961373314166924,1995
CCGT,REP,ISP15,PC5,Flat,12.969600016319953,1995
CCGT,REP,ISP15,PC5,Midday,13.715259765966294,1995
CCGT,AXPO,MTU15-IDA,PC1,Critical,188.795792916415,2664
CCGT,AXPO,MTU15-IDA,PC1,Flat,-285.33779997046037,2664
CCGT,AXPO,MTU15-IDA,PC1,Midday,-226.1409346484861,2664
CCGT,AXPO,MTU15-IDA,PC2,Critical,12.163972827134836,2664
CCGT,AXPO,MTU15-IDA,PC2,Flat,140.13109808807096,2664
CCGT,AXPO,MTU15-IDA,PC2,Midday,145.0080788272021,2664
CCGT,AXPO,MTU15-IDA,PC3,Critical,60.05592974688237,2664
CCGT,AXPO,MTU15-IDA,PC3,Flat,12.821745485170844,2664
CCGT,AXPO,MTU15-IDA,PC3,Midday,-42.73678697300426,2664
CCGT,AXPO,MTU15-IDA,PC4,Critical,-25.20789863749125,2664
CCGT,AXPO,MTU15-IDA,PC4,Flat,-38.630306999123135,2664
CCGT,AXPO,MTU15-IDA,PC4,Midday,6.337731526870321,2664
CCGT,AXPO,MTU15-IDA,PC5,Critical,53.59901417338988,2664
CCGT,AXPO,MTU15-IDA,PC5,Flat,31.76409653117194,2664
CCGT,AXPO,MTU15-IDA,PC5,Midday,23.876129328258582,2664
CCGT,GE,MTU15-IDA,PC1,Critical,2560.166912755502,13941
CCGT,GE,MTU15-IDA,PC1,Flat,2311.464191727932,13941
CCGT,GE,MTU15-IDA,PC1,Midday,7188.899097638734,13941
CCGT,GE,MTU15-IDA,PC2,Critical,-260.4706246214331,13941
CCGT,GE,MTU15-IDA,PC2,Flat,78.5311795303133,13941
CCGT,GE,MTU15-IDA,PC2,Midday,-1136.2857566400899,13941
CCGT,GE,MTU15-IDA,PC3,Critical,-1022.1643025304719,13941
CCGT,GE,MTU15-IDA,PC3,Flat,-656.2341880357546,13941
CCGT,GE,MTU15-IDA,PC3,Midday,-902.4760738667428,13941
CCGT,GE,MTU15-IDA,PC4,Critical,417.8602619677885,13941
CCGT,GE,MTU15-IDA,PC4,Flat,487.99378768840484,13941
CCGT,GE,MTU15-IDA,PC4,Midday,764.6950197007186,13941
CCGT,GE,MTU15-IDA,PC5,Critical,-9.760033324061228,13941
CCGT,GE,MTU15-IDA,PC5,Flat,-71.91183735500837,13941
CCGT,GE,MTU15-IDA,PC5,Midday,-165.54549769866688,13941
CCGT,GN,MTU15-IDA,PC1,Critical,-206.01501827573446,36936
CCGT,GN,MTU15-IDA,PC1,Flat,-1431.2939946939748,36936
CCGT,GN,MTU15-IDA,PC1,Midday,-1123.3152602686885,36936
CCGT,GN,MTU15-IDA,PC2,Critical,107.2438893798639,36936
CCGT,GN,MTU15-IDA,PC2,Flat,308.89188015542425,36936
CCGT,GN,MTU15-IDA,PC2,Midday,156.78340293782,36936
CCGT,GN,MTU15-IDA,PC3,Critical,-37.538444546561884,36936
CCGT,GN,MTU15-IDA,PC3,Flat,5.957094937212062,36936
CCGT,GN,MTU15-IDA,PC3,Midday,36.43739770923498,36936
CCGT,GN,MTU15-IDA,PC4,Critical,17.879135910271742,36936
CCGT,GN,MTU15-IDA,PC4,Flat,-67.49790888334383,36936
CCGT,GN,MTU15-IDA,PC4,Midday,-30.43517630875111,36936
CCGT,GN,MTU15-IDA,PC5,Critical,75.59279547307553,36936
CCGT,GN,MTU15-IDA,PC5,Flat,45.12544025529726,36936
CCGT,GN,MTU15-IDA,PC5,Midday,161.4026362224462,36936
CCGT,HC,MTU15-IDA,PC1,Critical,-610.7205721582612,17981
CCGT,HC,MTU15-IDA,PC1,Flat,436.4273170063626,17981
CCGT,HC,MTU15-IDA,PC1,Midday,-611.7543633726787,17981
CCGT,HC,MTU15-IDA,PC2,Critical,9.28982149259673,17981
CCGT,HC,MTU15-IDA,PC2,Flat,107.8196465669189,17981
CCGT,HC,MTU15-IDA,PC2,Midday,-15.097661346380786,17981
CCGT,HC,MTU15-IDA,PC3,Critical,-323.0768771313847,17981
CCGT,HC,MTU15-IDA,PC3,Flat,-605.1907311762833,17981
CCGT,HC,MTU15-IDA,PC3,Midday,-312.3934618500441,17981
CCGT,HC,MTU15-IDA,PC4,Critical,-111.4950544577387,17981
CCGT,HC,MTU15-IDA,PC4,Flat,-117.91132694322822,17981
CCGT,HC,MTU15-IDA,PC4,Midday,-122.87843309239803,17981
CCGT,HC,MTU15-IDA,PC5,Critical,77.14122943220671,17981
CCGT,HC,MTU15-IDA,PC5,Flat,-183.92626576413574,17981
CCGT,HC,MTU15-IDA,PC5,Midday,70.77514027263925,17981
CCGT,IB,MTU15-IDA,PC1,Critical,16.043140344861463,17246
CCGT,IB,MTU15-IDA,PC1,Flat,107.81085517126365,17246
CCGT,IB,MTU15-IDA,PC1,Midday,-12.16438381472621,17246
CCGT,IB,MTU15-IDA,PC2,Critical,-248.0921660158499,17246
CCGT,IB,MTU15-IDA,PC2,Flat,-110.41966862716629,17246
CCGT,IB,MTU15-IDA,PC2,Midday,-259.1653829133008,17246
CCGT,IB,MTU15-IDA,PC3,Critical,232.85556942359116,17246
CCGT,IB,MTU15-IDA,PC3,Flat,98.77387296130598,17246
CCGT,IB,MTU15-IDA,PC3,Midday,233.5458215969893,17246
CCGT,IB,MTU15-IDA,PC4,Critical,15.505998135934789,17246
CCGT,IB,MTU15-IDA,PC4,Flat,-0.9960249651767263,17246
CCGT,IB,MTU15-IDA,PC4,Midday,22.248329919827114,17246
CCGT,IB,MTU15-IDA,PC5,Critical,118.1329682420282,17246
CCGT,IB,MTU15-IDA,PC5,Flat,54.14248157960811,17246
CCGT,IB,MTU15-IDA,PC5,Midday,113.49946766939406,17246
CCGT,OTH,MTU15-IDA,PC1,Critical,44.848461667394325,30205
CCGT,OTH,MTU15-IDA,PC1,Flat,-485.97980775780263,30205
CCGT,OTH,MTU15-IDA,PC1,Midday,-186.81583722596048,30205
CCGT,OTH,MTU15-IDA,PC2,Critical,-121.64413584374344,30205
CCGT,OTH,MTU15-IDA,PC2,Flat,195.97104072496992,30205
CCGT,OTH,MTU15-IDA,PC2,Midday,-101.19945679360549,30205
CCGT,OTH,MTU15-IDA,PC3,Critical,-90.12210121993822,30205
CCGT,OTH,MTU15-IDA,PC3,Flat,5.48578675831169,30205
CCGT,OTH,MTU15-IDA,PC3,Midday,-127.36371809830642,30205
CCGT,OTH,MTU15-IDA,PC4,Critical,36.60060059579359,30205
CCGT,OTH,MTU15-IDA,PC4,Flat,23.181877896928825,30205
CCGT,OTH,MTU15-IDA,PC4,Midday,60.82901300901633,30205
CCGT,OTH,MTU15-IDA,PC5,Critical,43.6761451960282,30205
CCGT,OTH,MTU15-IDA,PC5,Flat,27.22321972647838,30205
CCGT,OTH,MTU15-IDA,PC5,Midday,27.020302569439632,30205
CCGT,REP,MTU15-IDA,PC1,Critical,-257.99238349246986,3147
CCGT,REP,MTU15-IDA,PC1,Flat,-385.37805727229323,3147
CCGT,REP,MTU15-IDA,PC1,Midday,-566.0587693716469,3147
CCGT,REP,MTU15-IDA,PC2,Critical,-383.026368770429,3147
CCGT,REP,MTU15-IDA,PC2,Flat,-365.4298826691182,3147
CCGT,REP,MTU15-IDA,PC2,Midday,-150.35735500586384,3147
CCGT,REP,MTU15-IDA,PC3,Critical,164.45809634794546,3147
CCGT,REP,MTU15-IDA,PC3,Flat,181.58152570017288,3147
CCGT,REP,MTU15-IDA,PC3,Midday,91.476248202188,3147
CCGT,REP,MTU15-IDA,PC4,Critical,28.67755907881586,3147
CCGT,REP,MTU15-IDA,PC4,Flat,5.251747971893273,3147
CCGT,REP,MTU15-IDA,PC4,Midday,-21.73750441232216,3147
CCGT,REP,MTU15-IDA,PC5,Critical,30.633562338464802,3147
CCGT,REP,MTU15-IDA,PC5,Flat,81.19508197162706,3147
CCGT,REP,MTU15-IDA,PC5,Midday,63.06723745153535,3147
CCGT,AXPO,MTU15-DA,PC1,Critical,1217.1883290156354,8340
CCGT,AXPO,MTU15-DA,PC1,Flat,1206.3930939558438,8340
CCGT,AXPO,MTU15-DA,PC1,Midday,1245.217120631669,8340
CCGT,AXPO,MTU15-DA,PC2,Critical,-609.3178548580735,8340
CCGT,AXPO,MTU15-DA,PC2,Flat,-561.8402646169012,8340
CCGT,AXPO,MTU15-DA,PC2,Midday,-566.718079208497,8340
CCGT,AXPO,MTU15-DA,PC3,Critical,-116.4286540924308,8340
CCGT,AXPO,MTU15-DA,PC3,Flat,-130.28514243147197,8340
CCGT,AXPO,MTU15-DA,PC3,Midday,-127.48636334638667,8340
CCGT,AXPO,MTU15-DA,PC4,Critical,51.14916985485678,8340
CCGT,AXPO,MTU15-DA,PC4,Flat,53.58509804102472,8340
CCGT,AXPO,MTU15-DA,PC4,Midday,53.38428211212646,8340
CCGT,AXPO,MTU15-DA,PC5,Critical,-23.206164744257208,8340
CCGT,AXPO,MTU15-DA,PC5,Flat,-23.616954447487338,8340
CCGT,AXPO,MTU15-DA,PC5,Midday,-23.467347867276285,8340
CCGT,GE,MTU15-DA,PC1,Critical,-15017.890018302902,52835
CCGT,GE,MTU15-DA,PC1,Flat,-17208.1064302687,52835
CCGT,GE,MTU15-DA,PC1,Midday,-17449.39406809059,52835
CCGT,GE,MTU15-DA,PC2,Critical,879.0640879702823,52835
CCGT,GE,MTU15-DA,PC2,Flat,1783.4977975165962,52835
CCGT,GE,MTU15-DA,PC2,Midday,1377.8971815867742,52835
CCGT,GE,MTU15-DA,PC3,Critical,-182.61288375439466,52835
CCGT,GE,MTU15-DA,PC3,Flat,197.8283888813341,52835
CCGT,GE,MTU15-DA,PC3,Midday,-185.37589596919892,52835
CCGT,GE,MTU15-DA,PC4,Critical,229.75468025912394,52835
CCGT,GE,MTU15-DA,PC4,Flat,239.9457627732076,52835
CCGT,GE,MTU15-DA,PC4,Midday,-369.93754358091235,52835
CCGT,GE,MTU15-DA,PC5,Critical,-51.57861490886936,52835
CCGT,GE,MTU15-DA,PC5,Flat,-214.69927407900423,52835
CCGT,GE,MTU15-DA,PC5,Midday,108.11338873576287,52835
CCGT,GN,MTU15-DA,PC1,Critical,862.1284763638747,151993
CCGT,GN,MTU15-DA,PC1,Flat,1579.8893600749946,151993
CCGT,GN,MTU15-DA,PC1,Midday,1772.9618572067634,151993
CCGT,GN,MTU15-DA,PC2,Critical,-736.3835623118705,151993
CCGT,GN,MTU15-DA,PC2,Flat,-557.2400450317792,151993
CCGT,GN,MTU15-DA,PC2,Midday,-575.3478530483026,151993
CCGT,GN,MTU15-DA,PC3,Critical,29.556377475476662,151993
CCGT,GN,MTU15-DA,PC3,Flat,-131.61285423011398,151993
CCGT,GN,MTU15-DA,PC3,Midday,-106.69289384392712,151993
CCGT,GN,MTU15-DA,PC4,Critical,24.447109891806384,151993
CCGT,GN,MTU15-DA,PC4,Flat,94.60827972666081,151993
CCGT,GN,MTU15-DA,PC4,Midday,120.5531246791337,151993
CCGT,GN,MTU15-DA,PC5,Critical,26.057674014774552,151993
CCGT,GN,MTU15-DA,PC5,Flat,-40.99397565353043,151993
CCGT,GN,MTU15-DA,PC5,Midday,-43.02589974935519,151993
CCGT,HC,MTU15-DA,PC1,Critical,2479.6240290933238,68103
CCGT,HC,MTU15-DA,PC1,Flat,1444.7572062499225,68103
CCGT,HC,MTU15-DA,PC1,Midday,2426.995297203961,68103
CCGT,HC,MTU15-DA,PC2,Critical,-270.35781793743354,68103
CCGT,HC,MTU15-DA,PC2,Flat,-216.7921645347207,68103
CCGT,HC,MTU15-DA,PC2,Midday,-260.51629162478474,68103
CCGT,HC,MTU15-DA,PC3,Critical,166.28878446585864,68103
CCGT,HC,MTU15-DA,PC3,Flat,293.2236593237732,68103
CCGT,HC,MTU15-DA,PC3,Midday,157.0849941392001,68103
CCGT,HC,MTU15-DA,PC4,Critical,317.9581070367654,68103
CCGT,HC,MTU15-DA,PC4,Flat,188.06473066896078,68103
CCGT,HC,MTU15-DA,PC4,Midday,314.02286866513253,68103
CCGT,HC,MTU15-DA,PC5,Critical,-130.0864799803934,68103
CCGT,HC,MTU15-DA,PC5,Flat,-11.571463659051076,68103
CCGT,HC,MTU15-DA,PC5,Midday,-116.04230073384454,68103
CCGT,IB,MTU15-DA,PC1,Critical,1849.3408656789295,80754
CCGT,IB,MTU15-DA,PC1,Flat,1262.9116912064756,80754
CCGT,IB,MTU15-DA,PC1,Midday,1863.352840685025,80754
CCGT,IB,MTU15-DA,PC2,Critical,-582.870265221575,80754
CCGT,IB,MTU15-DA,PC2,Flat,-394.2361668923179,80754
CCGT,IB,MTU15-DA,PC2,Midday,-592.3241577111708,80754
CCGT,IB,MTU15-DA,PC3,Critical,-218.04735348116265,80754
CCGT,IB,MTU15-DA,PC3,Flat,-40.88969438877669,80754
CCGT,IB,MTU15-DA,PC3,Midday,-225.1516886408264,80754
CCGT,IB,MTU15-DA,PC4,Critical,127.23912834639837,80754
CCGT,IB,MTU15-DA,PC4,Flat,161.22496326928209,80754
CCGT,IB,MTU15-DA,PC4,Midday,105.97576415359957,80754
CCGT,IB,MTU15-DA,PC5,Critical,-37.48308665306567,80754
CCGT,IB,MTU15-DA,PC5,Flat,-39.74121445890502,80754
CCGT,IB,MTU15-DA,PC5,Midday,-23.4497262401207,80754
CCGT,OTH,MTU15-DA,PC1,Critical,2182.90308847196,96456
CCGT,OTH,MTU15-DA,PC1,Flat,1622.1345535991454,96456
CCGT,OTH,MTU15-DA,PC1,Midday,2407.5366363434387,96456
CCGT,OTH,MTU15-DA,PC2,Critical,-485.21922374226,96456
CCGT,OTH,MTU15-DA,PC2,Flat,-427.3647808197607,96456
CCGT,OTH,MTU15-DA,PC2,Midday,-479.38156662914616,96456
CCGT,OTH,MTU15-DA,PC3,Critical,-78.32762024570395,96456
CCGT,OTH,MTU15-DA,PC3,Flat,-54.017934428591204,96456
CCGT,OTH,MTU15-DA,PC3,Midday,-103.81759147385718,96456
CCGT,OTH,MTU15-DA,PC4,Critical,99.65121913946801,96456
CCGT,OTH,MTU15-DA,PC4,Flat,138.0310137275442,96456
CCGT,OTH,MTU15-DA,PC4,Midday,83.43518734048034,96456
CCGT,OTH,MTU15-DA,PC5,Critical,-32.16269786453964,96456
CCGT,OTH,MTU15-DA,PC5,Flat,-43.15928087831035,96456
CCGT,OTH,MTU15-DA,PC5,Midday,-52.73613408814493,96456
CCGT,REP,MTU15-DA,PC1,Critical,1451.0712262834636,19716
CCGT,REP,MTU15-DA,PC1,Flat,1482.1280572562675,19716
CCGT,REP,MTU15-DA,PC1,Midday,1449.0761260838099,19716
CCGT,REP,MTU15-DA,PC2,Critical,-630.161733892731,19716
CCGT,REP,MTU15-DA,PC2,Flat,-597.0988623418052,19716
CCGT,REP,MTU15-DA,PC2,Midday,-612.9453597741694,19716
CCGT,REP,MTU15-DA,PC3,Critical,-162.69357721162768,19716
CCGT,REP,MTU15-DA,PC3,Flat,-137.54935152370706,19716
CCGT,REP,MTU15-DA,PC3,Midday,-143.61729351755756,19716
CCGT,REP,MTU15-DA,PC4,Critical,26.35491130071321,19716
CCGT,REP,MTU15-DA,PC4,Flat,42.92126364180311,19716
CCGT,REP,MTU15-DA,PC4,Midday,47.881927480776255,19716
CCGT,REP,MTU15-DA,PC5,Critical,-17.17655079813496,19716
CCGT,REP,MTU15-DA,PC5,Flat,-23.23352422551133,19716
CCGT,REP,MTU15-DA,PC5,Midday,-14.003256672302578,19716
Hydro,GE,ISP15,PC1,Critical,134.394737726937,15450
Hydro,GE,ISP15,PC1,Flat,132.8565752685137,15450
Hydro,GE,ISP15,PC1,Midday,92.66226020223581,15450
Hydro,GE,ISP15,PC2,Critical,124.1347078594974,15450
Hydro,GE,ISP15,PC2,Flat,132.08059486829143,15450
Hydro,GE,ISP15,PC2,Midday,129.38539558922392,15450
Hydro,GE,ISP15,PC3,Critical,0.1935786915604998,15450
Hydro,GE,ISP15,PC3,Flat,0.5437531430545631,15450
Hydro,GE,ISP15,PC3,Midday,0.25260818139760943,15450
Hydro,GE,ISP15,PC4,Critical,13.296916893791485,15450
Hydro,GE,ISP15,PC4,Flat,14.520445488402363,15450
Hydro,GE,ISP15,PC4,Midday,14.263792487364475,15450
Hydro,GE,ISP15,PC5,Critical,10.182697872699563,15450
Hydro,GE,ISP15,PC5,Flat,10.720442198818573,15450
Hydro,GE,ISP15,PC5,Midday,10.276028449130248,15450
Hydro,GN,ISP15,PC1,Critical,351.24513092717194,5814
Hydro,GN,ISP15,PC1,Flat,328.33691282981266,5814
Hydro,GN,ISP15,PC1,Midday,387.7758483051798,5814
Hydro,GN,ISP15,PC2,Critical,95.00003984473385,5814
Hydro,GN,ISP15,PC2,Flat,96.16617679472765,5814
Hydro,GN,ISP15,PC2,Midday,99.67456124357128,5814
Hydro,GN,ISP15,PC3,Critical,-7.629405897066759,5814
Hydro,GN,ISP15,PC3,Flat,-9.065314724641755,5814
Hydro,GN,ISP15,PC3,Midday,-8.81595653510805,5814
Hydro,GN,ISP15,PC4,Critical,15.196970202595418,5814
Hydro,GN,ISP15,PC4,Flat,15.571326779977014,5814
Hydro,GN,ISP15,PC4,Midday,15.687601110069746,5814
Hydro,GN,ISP15,PC5,Critical,12.288576211497267,5814
Hydro,GN,ISP15,PC5,Flat,13.213424548948504,5814
Hydro,GN,ISP15,PC5,Midday,12.43078796058431,5814
Hydro,HC,ISP15,PC1,Critical,519.0538207420634,17177
Hydro,HC,ISP15,PC1,Flat,586.1942188184823,17177
Hydro,HC,ISP15,PC1,Midday,611.4648277576905,17177
Hydro,HC,ISP15,PC2,Critical,-331.070117672368,17177
Hydro,HC,ISP15,PC2,Flat,-351.41039811971496,17177
Hydro,HC,ISP15,PC2,Midday,-340.0909322037831,17177
Hydro,HC,ISP15,PC3,Critical,29.18421166100201,17177
Hydro,HC,ISP15,PC3,Flat,18.47207900833862,17177
Hydro,HC,ISP15,PC3,Midday,5.199318805035386,17177
Hydro,HC,ISP15,PC4,Critical,-20.840410436039576,17177
Hydro,HC,ISP15,PC4,Flat,-13.049632819637193,17177
Hydro,HC,ISP15,PC4,Midday,-17.78641478163155,17177
Hydro,HC,ISP15,PC5,Critical,-4.775713039890397,17177
Hydro,HC,ISP15,PC5,Flat,-4.369632274215097,17177
Hydro,HC,ISP15,PC5,Midday,1.3329526365388071,17177
Hydro,IB,ISP15,PC1,Critical,1046.5775600192758,11664
Hydro,IB,ISP15,PC1,Flat,987.8189904277999,11664
Hydro,IB,ISP15,PC1,Midday,1108.7976462420097,11664
Hydro,IB,ISP15,PC2,Critical,-134.1305896953712,11664
Hydro,IB,ISP15,PC2,Flat,-214.18489729587213,11664
Hydro,IB,ISP15,PC2,Midday,-124.37493546573528,11664
Hydro,IB,ISP15,PC3,Critical,-107.74807190210868,11664
Hydro,IB,ISP15,PC3,Flat,-136.14644550902088,11664
Hydro,IB,ISP15,PC3,Midday,-111.81828299021007,11664
Hydro,IB,ISP15,PC4,Critical,-22.74133662292465,11664
Hydro,IB,ISP15,PC4,Flat,-27.781607547704596,11664
Hydro,IB,ISP15,PC4,Midday,-21.963950487055925,11664
Hydro,IB,ISP15,PC5,Critical,33.491116743073015,11664
Hydro,IB,ISP15,PC5,Flat,36.89539003308361,11664
Hydro,IB,ISP15,PC5,Midday,51.8177737337528,11664
Hydro,OTH,ISP15,PC1,Critical,-374.4206665495155,52940
Hydro,OTH,ISP15,PC1,Flat,-389.4278951902487,52940
Hydro,OTH,ISP15,PC1,Midday,-380.509202138252,52940
Hydro,OTH,ISP15,PC2,Critical,99.5281158899379,52940
Hydro,OTH,ISP15,PC2,Flat,107.38364753858902,52940
Hydro,OTH,ISP15,PC2,Midday,107.3491770075081,52940
Hydro,OTH,ISP15,PC3,Critical,-8.399504958505682,52940
Hydro,OTH,ISP15,PC3,Flat,-5.072995709020421,52940
Hydro,OTH,ISP15,PC3,Midday,-5.04914194148315,52940
Hydro,OTH,ISP15,PC4,Critical,7.052926902643329,52940
Hydro,OTH,ISP15,PC4,Flat,11.43014387631892,52940
Hydro,OTH,ISP15,PC4,Midday,11.131416825909781,52940
Hydro,OTH,ISP15,PC5,Critical,2.2604222951643282,52940
Hydro,OTH,ISP15,PC5,Flat,7.905930161193531,52940
Hydro,OTH,ISP15,PC5,Midday,7.314459349035356,52940
Hydro,REP,ISP15,PC1,Critical,-9.914125854436818,1944
Hydro,REP,ISP15,PC1,Flat,-40.754836947810645,1944
Hydro,REP,ISP15,PC1,Midday,-4.152249875267347,1944
Hydro,REP,ISP15,PC2,Critical,-46.5684227701611,1944
Hydro,REP,ISP15,PC2,Flat,-50.06867899934137,1944
Hydro,REP,ISP15,PC2,Midday,-56.50817584473293,1944
Hydro,REP,ISP15,PC3,Critical,-19.54127524490477,1944
Hydro,REP,ISP15,PC3,Flat,-6.6155023832744515,1944
Hydro,REP,ISP15,PC3,Midday,-24.21069443062615,1944
Hydro,REP,ISP15,PC4,Critical,-71.69015092222989,1944
Hydro,REP,ISP15,PC4,Flat,-75.74512145667276,1944
