tech,PC,regime,hour_class,coef
Nuclear,PC1,3-sess,Critical,0.0
Nuclear,PC1,3-sess,Flat,-350.5611441774945
Nuclear,PC1,3-sess,Midday,-666.0704099559276
Nuclear,PC1,ISP15-win,Critical,1104.7600902724355
Nuclear,PC1,ISP15-win,Flat,675.6400638157473
Nuclear,PC1,ISP15-win,Midday,495.4832561956241
Nuclear,PC1,DA60/ID15 pre-blk,Critical,1074.5513555369264
Nuclear,PC1,DA60/ID15 pre-blk,Flat,710.2225642416645
Nuclear,PC1,DA60/ID15 pre-blk,Midday,287.2788943157989
Nuclear,PC1,DA60/ID15 post-blk,Critical,43.58027296309865
Nuclear,PC1,DA60/ID15 post-blk,Flat,-367.9835476390864
Nuclear,PC1,DA60/ID15 post-blk,Midday,30.196693284239664
Nuclear,PC1,DA15/ID15,Critical,1372.1447848292246
Nuclear,PC1,DA15/ID15,Flat,995.8328814245558
Nuclear,PC1,DA15/ID15,Midday,894.1482676722894
Nuclear,PC2,3-sess,Critical,0.0
Nuclear,PC2,3-sess,Flat,-18.360231196543737
Nuclear,PC2,3-sess,Midday,56.09835926174247
Nuclear,PC2,ISP15-win,Critical,24.59116987817012
Nuclear,PC2,ISP15-win,Flat,26.67919252587008
Nuclear,PC2,ISP15-win,Midday,12.256516944590317
Nuclear,PC2,DA60/ID15 pre-blk,Critical,-53.45860893220198
Nuclear,PC2,DA60/ID15 pre-blk,Flat,12.096782311323636
Nuclear,PC2,DA60/ID15 pre-blk,Midday,-81.73390701955907
Nuclear,PC2,DA60/ID15 post-blk,Critical,-167.83451597893765
Nuclear,PC2,DA60/ID15 post-blk,Flat,-276.64661338174915
Nuclear,PC2,DA60/ID15 post-blk,Midday,143.7363621109581
Nuclear,PC2,DA15/ID15,Critical,-59.42870203851726
Nuclear,PC2,DA15/ID15,Flat,-8.113019251124797
Nuclear,PC2,DA15/ID15,Midday,66.99734508695649
Nuclear,PC3,3-sess,Critical,0.0
Nuclear,PC3,3-sess,Flat,140.1673228331237
Nuclear,PC3,3-sess,Midday,132.0097101109718
Nuclear,PC3,ISP15-win,Critical,-342.97558200513805
Nuclear,PC3,ISP15-win,Flat,-224.99916855393988
Nuclear,PC3,ISP15-win,Midday,-175.93980897805307
Nuclear,PC3,DA60/ID15 pre-blk,Critical,-351.75352827977076
Nuclear,PC3,DA60/ID15 pre-blk,Flat,-268.71684191910015
Nuclear,PC3,DA60/ID15 pre-blk,Midday,-122.24006654497401
Nuclear,PC3,DA60/ID15 post-blk,Critical,-174.57461846785665
Nuclear,PC3,DA60/ID15 post-blk,Flat,-94.60784182451215
Nuclear,PC3,DA60/ID15 post-blk,Midday,168.79399219840457
Nuclear,PC3,DA15/ID15,Critical,-498.2089114368027
Nuclear,PC3,DA15/ID15,Flat,-395.2200596430889
Nuclear,PC3,DA15/ID15,Midday,-215.62800868527268
Nuclear,PC4,3-sess,Critical,0.0
Nuclear,PC4,3-sess,Flat,-64.85814380545438
Nuclear,PC4,3-sess,Midday,17.627119388031872
Nuclear,PC4,ISP15-win,Critical,42.872696489679534
Nuclear,PC4,ISP15-win,Flat,29.896436722674423
Nuclear,PC4,ISP15-win,Midday,35.374495451169366
Nuclear,PC4,DA60/ID15 pre-blk,Critical,51.44749675311513
Nuclear,PC4,DA60/ID15 pre-blk,Flat,82.83680821625853
Nuclear,PC4,DA60/ID15 pre-blk,Midday,1.5541028576670328
Nuclear,PC4,DA60/ID15 post-blk,Critical,-121.7473106913925
Nuclear,PC4,DA60/ID15 post-blk,Flat,-86.03329128247177
Nuclear,PC4,DA60/ID15 post-blk,Midday,-156.32177938463158
Nuclear,PC4,DA15/ID15,Critical,50.92762084642723
Nuclear,PC4,DA15/ID15,Flat,45.14331105061231
Nuclear,PC4,DA15/ID15,Midday,89.6038988842904
Nuclear,PC5,3-sess,Critical,0.0
Nuclear,PC5,3-sess,Flat,-30.53364424324417
Nuclear,PC5,3-sess,Midday,21.81028570568229
Nuclear,PC5,ISP15-win,Critical,-48.126157334702214
Nuclear,PC5,ISP15-win,Flat,-42.075519461249584
Nuclear,PC5,ISP15-win,Midday,-30.42967992811481
Nuclear,PC5,DA60/ID15 pre-blk,Critical,-18.71104168370212
Nuclear,PC5,DA60/ID15 pre-blk,Flat,20.458819764758147
Nuclear,PC5,DA60/ID15 pre-blk,Midday,-21.480944688844843
Nuclear,PC5,DA60/ID15 post-blk,Critical,72.61544287405944
Nuclear,PC5,DA60/ID15 post-blk,Flat,124.17507792756894
Nuclear,PC5,DA60/ID15 post-blk,Midday,92.09820129824267
Nuclear,PC5,DA15/ID15,Critical,-71.89057900288844
Nuclear,PC5,DA15/ID15,Flat,-68.02039766490216
Nuclear,PC5,DA15/ID15,Midday,-66.467622821003
