regime,q2_ida_mean,qci_mean,qtotal_mean,n,compression_q2,compression_qci,compression_qtotal
pre-IDA,62.21224432551803,3.9494503610831604,66.16169468660118,898408,0.0,0.0,0.0
3-sess,38.17104969379944,7.365110678744578,45.53616037254402,62704,24.04119463171859,-3.415660317661418,20.625534314057163
ISP15-win,32.366778704612365,7.305669774288518,39.67244847890088,40760,29.845465620905664,-3.3562194132053573,26.489246207700297
DA60/ID15,30.65382757212847,3.4617025040827434,34.115530076211215,73480,31.558416753389558,0.487747857000417,32.046164610389965
DA15/ID15,41.8360679474502,6.623026439704289,48.459094387154494,42474,20.376176378067825,-2.673576078621129,17.702600299446686
