reform,market,session,hour_class,price_eur,resid_real,resid_placebo,placebo_net
DA15,DA,,critical,149,1072.964013340084,1085.7013908788176,-12.737377538733654
DA15,DA,,critical,150,1097.7285990687383,1171.3780311223481,-73.64943205360987
DA15,DA,,critical,151,1286.9039628468563,1209.3874519238711,77.51651092298516
DA15,DA,,critical,152,1287.3374926770307,1253.5760458799548,33.761446797075905
DA15,DA,,critical,153,1335.8007014639436,1265.3483905212222,70.4523109427214
DA15,DA,,critical,154,1336.795319581297,1238.945790697328,97.84952888396901
DA15,DA,,critical,155,1419.3339767043678,1213.7421288698347,205.59184783453316
DA15,DA,,critical,156,1448.9014992076081,1136.7029550716961,312.198544135912
DA15,DA,,critical,157,1475.030705792046,1093.4493451525618,381.5813606394843
DA15,DA,,critical,158,1466.1343826759955,1047.4786154764565,418.655767199539
DA15,DA,,critical,159,1724.9662270198673,976.4444862958619,748.5217407240054
DA15,DA,,critical,160,1710.0659486701704,955.3900282946175,754.6759203755529
DA15,DA,,critical,161,1869.125362514047,851.7740696522476,1017.3512928617995
DA15,DA,,critical,162,2129.772274514676,844.6620475195105,1285.1102269951657
DA15,DA,,critical,163,2257.853346709921,831.9454648499956,1425.9078818599255
DA15,DA,,critical,164,2311.0121435448887,776.5261074729439,1534.486036071945
DA15,DA,,critical,165,2265.5254495410686,743.8043280099452,1521.7211215311236
DA15,DA,,critical,166,2280.351387027999,703.9822347915824,1576.3691522364165
DA15,DA,,critical,167,2376.750394297496,622.6257267126064,1754.1246675848895
DA15,DA,,critical,168,2409.4309875828044,545.0108295877022,1864.4201579951023
DA15,DA,,critical,169,2431.352272890728,406.268588027376,2025.083684863352
DA15,DA,,critical,170,2562.5644332348484,337.5169572188802,2225.047476015968
DA15,DA,,critical,171,2578.8591646368595,276.45429006877083,2302.404874568089
DA15,DA,,critical,172,2607.717447855176,294.80633256901837,2312.911115286158
DA15,DA,,critical,173,2688.097167685656,252.69717292154093,2435.399994764115
DA15,DA,,critical,174,2759.52431489472,208.0913156768458,2551.4329992178746
DA15,DA,,critical,175,2698.233473023512,115.5637652213646,2582.6697078021475
DA15,DA,,critical,176,2623.995479462873,120.44099403058416,2503.554485432289
DA15,DA,,critical,177,2597.578471124138,103.38616910971878,2494.1923020144195
DA15,DA,,critical,178,2665.1750573515424,50.08026972480966,2615.094787626733
DA15,DA,,critical,179,2635.7845610960167,148.60761430571512,2487.1769467903014
DA15,DA,,critical,180,2608.1125091505132,-22.48819305070583,2630.600702201219
DA15,DA,,critical,181,2606.5174172751554,-3.696150649670199,2610.2135679248254
DA15,DA,,critical,182,2590.9527942594373,67.29269708064176,2523.6600971787957
DA15,DA,,critical,183,2563.087982705567,44.9822015633993,2518.1057811421674
DA15,DA,,critical,184,2550.0451221836533,42.87948890850439,2507.165633275149
DA15,DA,,critical,185,2538.758000898524,78.18386762582868,2460.5741332726957
DA15,DA,,critical,186,2674.861644168484,-50.09359041022763,2724.9552345787115
DA15,DA,,critical,187,2690.721246963166,-83.87688341084404,2774.59813037401
DA15,DA,,critical,188,2705.9867363450635,-160.27966562230804,2866.2664019673716
DA15,DA,,critical,189,2739.790883312366,-188.66723277593292,2928.458116088299
DA15,DA,,critical,190,2678.4452414794737,-246.89288431203832,2925.338125791512
DA15,DA,,critical,191,2632.6273846159493,-328.2266611673225,2960.854045783272
DA15,DA,,critical,192,2593.600439384604,-349.3622918962186,2942.962731280823
DA15,DA,,critical,193,2534.682386810544,-316.0425711547256,2850.7249579652694
DA15,DA,,critical,194,2391.6082824778223,-338.99778051445145,2730.6060629922736
DA15,DA,,critical,195,2421.688474695552,-336.93680813650855,2758.6252828320607
DA15,DA,,critical,196,2481.8945260518535,-390.07080523688717,2871.965331288741
DA15,DA,,critical,197,2532.6329901049558,-411.9357068112842,2944.56869691624
DA15,DA,,critical,198,2515.309368188466,-565.6933951461947,3081.002763334661
DA15,DA,,critical,199,2514.6768798675694,-715.1198971410959,3229.7967770086652
DA15,DA,,critical,200,2874.840001513587,-775.6872980374549,3650.5272995510422
DA15,DA,,flat,0,-364.1058528407356,-6.0707793700198405,-358.03507347071576
DA15,DA,,flat,1,-378.8452961884887,101.93270127372583,-480.77799746221456
DA15,DA,,flat,2,-342.0811284628009,215.11343583444517,-557.1945642972461
DA15,DA,,flat,3,-365.3041867374863,231.67389986192455,-596.9780865994109
DA15,DA,,flat,4,-200.66008133962833,19.299357011836367,-219.9594383514647
DA15,DA,,flat,5,-141.80106850357978,-110.39040896154965,-31.41065954203013
DA15,DA,,flat,6,-164.03461395365082,-16.994720664746115,-147.0398932889047
DA15,DA,,flat,7,-169.0103945108932,-29.473529012734662,-139.53686549815853
DA15,DA,,flat,8,-181.1312423626442,38.800792354014256,-219.93203471665845
DA15,DA,,flat,9,-172.98075719776685,55.270718286186444,-228.2514754839533
DA15,DA,,flat,10,-101.71365061949635,137.36501261803315,-239.0786632375295
DA15,DA,,flat,11,-73.80188696102718,148.58664415775485,-222.38853111878203
DA15,DA,,flat,12,-56.80898956923703,238.1736242043052,-294.98261377354225
DA15,DA,,flat,13,9.213269245274853,205.4028691746135,-196.18959992933864
DA15,DA,,flat,14,55.90217336732337,191.26633246683326,-135.3641590995099
DA15,DA,,flat,15,31.940497698771956,222.22104093171038,-190.2805432329384
DA15,DA,,flat,16,14.362561751582883,207.99744705857,-193.63488530698712
