firm,pre-IDA,3-sess,ISP15-win,DA60/ID15,DA15/ID15
GE,31.468362878828085,34.91909756703078,24.397815158546017,24.76716515824988,31.970517113095237
IB,74.50065700535337,54.0703802232027,36.33133506805444,28.941577016440473,40.34606731039655
GN,134.68771070897373,68.04522040614165,71.68155658555426,62.68751069633116,91.80782398362639
HC,23.90274347872568,23.97416821932393,25.75696265395312,19.32968776066285,28.846378323306812
