regime,big4_effect,se,diff_vs_preida,diff_se,p
pre-IDA,150.98056174898676,0.45211161620436174,0.0,0.0,
3-sess,112.03668934709852,1.6151206820742252,-38.94387240188824,1.6770632931048242,2.763815993239793e-119
ISP15-win,91.1221794652976,1.867329323720405,-59.85838228368915,1.920855699740744,3.450403242014949e-213
DA60/ID15,123.57094527871458,2.607644261842663,-27.40961647027218,2.646234150353795,3.850432677802169e-25
DA15/ID15,151.66143019383043,3.1894414251512666,0.6808684448436644,3.22110414121496,0.8325928325803127
