"response","cum.response","point.pred","point.pred.lower","point.pred.upper","cum.pred","cum.pred.lower","cum.pred.upper","point.effect","point.effect.lower","point.effect.upper","cum.effect","cum.effect.lower","cum.effect.upper","date"
8.02,8.02,2.43794187258324,-11.5769847394276,15.9375091886715,8.02,8.02,8.02,5.58205812741675,-7.91750918867147,19.5969847394276,0,0,0,2022-10-31
4.42666666666667,12.4466666666667,4.03251727168665,-11.1693045532916,17.8640472469905,12.4466666666667,12.4466666666667,12.4466666666667,0.394149394980022,-13.4373805803238,15.5959712199582,0,0,0,2022-11-01
-2.58222222222221,9.86444444444445,3.26091795726447,-11.2522099715616,17.5121717324767,9.86444444444445,9.86444444444445,9.86444444444445,-5.84314017948668,-20.0943939546989,8.66998774933942,0,0,0,2022-11-02
0.0388888888888867,9.90333333333334,1.35085875990274,-13.2959316987617,17.1812606959094,9.90333333333334,9.90333333333334,9.90333333333334,-1.31196987101386,-17.1423718070205,13.3348205876506,0,0,0,2022-11-03
12.3488888888889,22.2522222222222,2.89864893230185,-11.6606165647025,17.0675571016621,22.2522222222222,22.2522222222222,22.2522222222222,9.45023995658705,-4.71866821277322,24.0095054535914,0,0,0,2022-11-04
0.927777777777772,23.18,2.93730334585395,-11.3994387057757,16.341933752722,23.18,23.18,23.18,-2.00952556807618,-15.4141559749442,12.3272164835535,0,0,0,2022-11-05
3.80111111111112,26.9811111111111,5.56873722354924,-9.25336781456207,19.7186684516341,26.9811111111111,26.9811111111111,26.9811111111111,-1.76762611243812,-15.917557340523,13.0544789256732,0,0,0,2022-11-06
0.577777777777778,27.5588888888889,3.23147594031852,-10.6687223296776,18.0728355887479,27.5588888888889,27.5588888888889,27.5588888888889,-2.65369816254074,-17.4950578109701,11.2465001074554,0,0,0,2022-11-07
2.14222222222223,29.7011111111111,1.2714642221356,-12.7730104084383,15.0709307698902,29.7011111111111,29.7011111111111,29.7011111111111,0.870758000086623,-12.928708547668,14.9152326306606,0,0,0,2022-11-08
0.835555555555553,30.5366666666667,2.25236299371886,-11.0719857611116,16.3040489628769,30.5366666666667,30.5366666666667,30.5366666666667,-1.41680743816331,-15.4684934073213,11.9075413166671,0,0,0,2022-11-09
3.05444444444444,33.5911111111111,3.85919870545785,-10.6097843003166,18.8133728122464,33.5911111111111,33.5911111111111,33.5911111111111,-0.804754261013408,-15.758928367802,13.664228744761,0,0,0,2022-11-10
4.99222222222222,38.5833333333334,3.67282165649807,-9.94187711475571,18.587468210101,38.5833333333334,38.5833333333334,38.5833333333334,1.31940056572415,-13.5952459878788,14.9340993369779,0,0,0,2022-11-11
-0.301111111111112,38.2822222222222,0.733846720712779,-13.985300393856,15.138390433537,38.2822222222222,38.2822222222222,38.2822222222222,-1.03495783182389,-15.4395015446481,13.6841892827449,0,0,0,2022-11-12
11.6322222222222,49.9144444444445,5.56046503318285,-8.44925722481303,19.2915026148612,49.9144444444445,49.9144444444445,49.9144444444445,6.07175718903937,-7.65928039263899,20.0814794470352,0,0,0,2022-11-13
11.1788888888889,61.0933333333333,2.94164370588005,-12.5059172772435,17.5246040226749,61.0933333333333,61.0933333333333,61.0933333333333,8.23724518300883,-6.34571513378597,23.6848061661324,0,0,0,2022-11-14
-1.86888888888889,59.2244444444445,-0.613976110510167,-14.9801091746672,13.4031437947036,59.2244444444445,59.2244444444445,59.2244444444445,-1.25491277837872,-15.2720326835925,13.1112202857783,0,0,0,2022-11-15
6.86,66.0844444444445,-1.85271915917245,-16.7281827242766,14.3467590417214,66.0844444444445,66.0844444444445,66.0844444444445,8.71271915917245,-7.48675904172137,23.5881827242766,0,0,0,2022-11-16
3.92666666666667,70.0111111111111,-1.09977509709283,-16.0182799140797,13.955932063591,70.0111111111111,70.0111111111111,70.0111111111111,5.0264417637595,-10.0292653969243,19.9449465807464,0,0,0,2022-11-17
13.12,83.1311111111111,2.60918945451464,-11.565238011044,16.9016672088334,83.1311111111111,83.1311111111111,83.1311111111111,10.5108105454854,-3.78166720883341,24.685238011044,0,0,0,2022-11-18
-27.41,55.7211111111111,-0.580007862697468,-16.6080353221196,13.2674005280364,55.7211111111111,55.7211111111111,55.7211111111111,-26.8299921373025,-40.6774005280364,-10.8019646778804,0,0,0,2022-11-19
-17.6688888888889,38.0522222222222,3.97790886960887,-10.2933454833708,19.3863246380404,38.0522222222222,38.0522222222222,38.0522222222222,-21.6467977584978,-37.0552135269293,-7.37554340551805,0,0,0,2022-11-20
15.2333333333333,53.2855555555556,-0.669777791494109,-15.6224986844145,15.6635261119504,53.2855555555556,53.2855555555556,53.2855555555556,15.9031111248274,-0.430192778617103,30.8558320177478,0,0,0,2022-11-21
-17.2111111111111,36.0744444444445,-1.6371035568403,-16.2473553274842,11.6704894848186,36.0744444444445,36.0744444444445,36.0744444444445,-15.5740075542708,-28.8816005959297,-0.963755783626958,0,0,0,2022-11-22
3.48,39.5544444444445,-1.13380661028838,-15.3175266242767,13.3106744786131,39.5544444444445,39.5544444444445,39.5544444444445,4.61380661028838,-9.83067447861312,18.7975266242767,0,0,0,2022-11-23
3.76444444444445,43.3188888888889,2.15510227805061,-12.7694466570539,15.7848216495367,43.3188888888889,43.3188888888889,43.3188888888889,1.60934216639384,-12.0203772050923,16.5338911014984,0,0,0,2022-11-24
16.9311111111111,60.25,3.28676389927839,-11.2886039657326,17.457626253979,60.25,60.25,60.25,13.6443472118327,-0.526515142867851,28.2197150768437,0,0,0,2022-11-25
5.99222222222222,66.2422222222222,2.61758297929057,-10.7293091098589,15.3245184704169,66.2422222222222,66.2422222222222,66.2422222222222,3.37463924293165,-9.33229624819468,16.7215313320812,0,0,0,2022-11-26
11.5711111111111,77.8133333333333,5.87526395054496,-9.07253983725502,20.0260880075485,77.8133333333333,77.8133333333333,77.8133333333333,5.69584716056616,-8.45497689643737,20.6436509483661,0,0,0,2022-11-27
3.50666666666667,81.32,0.973455664674583,-13.398889174643,15.6223626300666,81.32,81.32,81.32,2.53321100199209,-12.1156959633999,16.9055558413097,0,0,0,2022-11-28
-17.3155555555556,64.0044444444445,2.0923309590256,-12.3594868433184,15.2472356408539,64.0044444444445,64.0044444444445,64.0044444444445,-19.4078865145811,-32.5627911964094,-4.95606871223717,0,0,0,2022-11-29
3.30111111111111,67.3055555555556,3.46206511076856,-10.115588281204,18.6551757582991,67.3055555555556,67.3055555555556,67.3055555555556,-0.160953999657448,-15.354064647188,13.4166993923152,0,0,0,2022-11-30
9.89444444444444,77.2,2.36271451036738,-12.4289816737969,16.1170349371986,77.2,77.2,77.2,7.53172993407706,-6.22259049275415,22.3234261182414,0,0,0,2022-12-01
7.54333333333334,84.7433333333334,5.36966145267688,-9.07064011527967,19.3017769410285,84.7433333333334,84.7433333333334,84.7433333333334,2.17367188065646,-11.7584436076952,16.613973448613,0,0,0,2022-12-02
-2.65000000000001,82.0933333333334,3.6586129315086,-10.0133835859337,17.8433417040035,82.0933333333334,82.0933333333334,82.0933333333334,-6.30861293150861,-20.4933417040035,7.36338358593369,0,0,0,2022-12-03
-8.19444444444446,73.8988888888889,6.96630194085498,-7.55440099758879,22.4490173396216,73.8988888888889,73.8988888888889,73.8988888888889,-15.1607463852994,-30.6434617840661,-0.640043446855663,0,0,0,2022-12-04
