"response","cum.response","point.pred","point.pred.lower","point.pred.upper","cum.pred","cum.pred.lower","cum.pred.upper","point.effect","point.effect.lower","point.effect.upper","cum.effect","cum.effect.lower","cum.effect.upper","date"
62.2125000000001,62.2125000000001,47.054017294584,-0.653331548244353,93.2349236978972,62.2125000000001,62.2125000000001,62.2125000000001,15.1584827054162,-31.0224236978971,62.8658315482445,0,0,0,2024-04-28
92.5114,154.7239,52.2465206177807,4.59569227777332,100.228952749418,154.7239,154.7239,154.7239,40.2648793822193,-7.71755274941803,87.9157077222267,0,0,0,2024-04-29
76.7166,231.4405,80.3690513403245,33.6112216301075,127.457806272429,231.4405,231.4405,231.4405,-3.65245134032456,-50.7412062724287,43.1053783698925,0,0,0,2024-04-30
20.6363,252.0768,77.7791718402735,32.1577422446528,124.268801391902,252.0768,252.0768,252.0768,-57.1428718402735,-103.632501391902,-11.5214422446528,0,0,0,2024-05-01
39.6899,291.7667,81.1249649299219,34.590636023266,126.782197251958,291.7667,291.7667,291.7667,-41.4350649299219,-87.0922972519575,5.09926397673397,0,0,0,2024-05-02
46.6952,338.4619,75.1934739122523,28.0282573929709,119.960116270319,338.4619,338.4619,338.4619,-28.4982739122523,-73.2649162703188,18.6669426070291,0,0,0,2024-05-03
29.971,368.4329,71.1879744562725,23.9368638892812,118.80190340522,368.4329,368.4329,368.4329,-41.2169744562725,-88.8309034052199,6.03413611071876,0,0,0,2024-05-04
31.0978,399.5307,69.762807762069,22.6546161181726,117.120452646025,399.5307,399.5307,399.5307,-38.665007762069,-86.0226526460246,8.44318388182742,0,0,0,2024-05-05
68.1955000000001,467.7262,75.3920588213261,30.2282913845274,120.894119089915,467.7262,467.7262,467.7262,-7.19655882132594,-52.6986190899152,37.9672086154727,0,0,0,2024-05-06
72.656,540.3822,80.7157172823782,35.163061063091,125.56995481412,540.3822,540.3822,540.3822,-8.05971728237814,-52.9139548141198,37.4929389369091,0,0,0,2024-05-07
77.8601999999999,618.2424,78.8799887275332,31.8550302401723,123.619172328883,618.2424,618.2424,618.2424,-1.01978872753331,-45.7589723288828,46.0051697598276,0,0,0,2024-05-08
119.861,738.1034,82.1947267567555,34.8339615337748,127.516446903112,738.1034,738.1034,738.1034,37.6662732432445,-7.65544690311231,85.0270384662252,0,0,0,2024-05-09
87.7569,825.8603,75.8664205337578,30.9172199657569,122.601807868888,825.8603,825.8603,825.8603,11.8904794662422,-34.8449078688884,56.8396800342432,0,0,0,2024-05-10
63.122,888.9823,71.8870085315442,26.3008648133532,116.932644884322,888.9823,888.9823,888.9823,-8.76500853154421,-53.8106448843216,36.8211351866468,0,0,0,2024-05-11
51.968,940.9503,70.7122062143677,26.167394791129,117.138825781636,940.9503,940.9503,940.9503,-18.7442062143677,-65.1708257816365,25.800605208871,0,0,0,2024-05-12
66.9604,1007.9107,75.5984436128151,30.3063283293405,122.703676284895,1007.9107,1007.9107,1007.9107,-8.63804361281503,-55.7432762848954,36.6540716706595,0,0,0,2024-05-13
39.4583,1047.369,80.7000059050605,34.1642721062056,126.234807940544,1047.369,1047.369,1047.369,-41.2417059050605,-86.7765079405442,5.29402789379439,0,0,0,2024-05-14
54.7861,1102.1551,79.2184124097457,30.771777799533,123.564625096019,1102.1551,1102.1551,1102.1551,-24.4323124097457,-68.7785250960186,24.014322200467,0,0,0,2024-05-15
84.0190999999999,1186.1742,82.1312592245602,36.6300198810701,127.879307348988,1186.1742,1186.1742,1186.1742,1.88784077543967,-43.8602073489884,47.3890801189297,0,0,0,2024-05-16
100.5533,1286.7275,76.1686982175803,30.0347262335837,122.687470850943,1286.7275,1286.7275,1286.7275,24.38460178242,-22.134170850943,70.5185737664166,0,0,0,2024-05-17
81.5894999999999,1368.317,72.6384813109467,29.3860929993602,117.46436835976,1368.317,1368.317,1368.317,8.95101868905319,-35.8748683597598,52.2034070006397,0,0,0,2024-05-18
75.7913,1444.1083,71.1052289600699,24.6483930912206,116.02572764255,1444.1083,1444.1083,1444.1083,4.68607103993011,-40.2344276425498,51.1429069087794,0,0,0,2024-05-19
84.2742000000001,1528.3825,76.2806162339855,31.3466144873339,121.189064857363,1528.3825,1528.3825,1528.3825,7.99358376601467,-36.9148648573628,52.9275855126662,0,0,0,2024-05-20
90.8092,1619.1917,81.7338017331941,36.4223735391996,124.047865786487,1619.1917,1619.1917,1619.1917,9.07539826680582,-33.2386657864868,54.3868264608003,0,0,0,2024-05-21
87.8725000000001,1707.0642,79.9464383409566,34.0607005887831,123.428908148215,1707.0642,1707.0642,1707.0642,7.9260616590435,-35.5564081482147,53.811799411217,0,0,0,2024-05-22
85.3879000000001,1792.4521,82.6953327496213,36.0129299658294,127.338965612665,1792.4521,1792.4521,1792.4521,2.69256725037883,-41.951065612665,49.3749700341707,0,0,0,2024-05-23
70.2085,1862.6606,76.7354834817237,29.9193489945817,124.261335741385,1862.6606,1862.6606,1862.6606,-6.52698348172369,-54.052835741385,40.2891510054183,0,0,0,2024-05-24
54.2421999999999,1916.9028,72.8743631848873,28.7532490785213,120.536163677316,1916.9028,1916.9028,1916.9028,-18.6321631848874,-66.2939636773159,25.4889509214786,0,0,0,2024-05-25
50.4871,1967.3899,71.3418152166258,24.4755622964817,115.840193657488,1967.3899,1967.3899,1967.3899,-20.8547152166258,-65.3530936574877,26.0115377035182,0,0,0,2024-05-26
54.3654,2021.7553,76.3970872712632,32.3776144044027,121.714385523376,2021.7553,2021.7553,2021.7553,-22.0316872712633,-67.3489855233757,21.9877855955973,0,0,0,2024-05-27
75.3533,2097.1086,82.3261404359912,36.8846972613252,130.133588280534,2097.1086,2097.1086,2097.1086,-6.97284043599124,-54.7802882805335,38.4686027386748,0,0,0,2024-05-28
87.7597,2184.8683,80.5674144437419,36.7917393179069,124.388682941793,2184.8683,2184.8683,2184.8683,7.19228555625814,-36.6289829417932,50.9679606820931,0,0,0,2024-05-29
81.9571000000001,2266.8254,82.7238417061691,34.8472484012838,126.411302997343,2266.8254,2266.8254,2266.8254,-0.766741706169,-44.4542029973428,47.1098515987164,0,0,0,2024-05-30
36.4991,2303.3245,91.4812276741762,47.9192737887878,136.216815490299,2303.3245,2303.3245,2303.3245,-54.9821276741762,-99.7177154902989,-11.4201737887878,0,0,0,2024-05-31
29.9944,2333.3189,87.9098816053086,42.0360346130308,132.017048464507,2333.3189,2333.3189,2333.3189,-57.9154816053086,-102.022648464507,-12.0416346130308,0,0,0,2024-06-01
29.1721,2362.491,86.6378445685159,40.3869420945381,132.92283110165,2362.491,2362.491,2362.491,-57.4657445685158,-103.75073110165,-11.2148420945381,0,0,0,2024-06-02
74.2571999999999,2436.7482,92.1226751033631,46.3087960575574,136.709795240231,2436.7482,2436.7482,2436.7482,-17.8654751033632,-62.4525952402311,27.9484039424425,0,0,0,2024-06-03
107.2945,2544.0427,98.557757649354,51.2239248839029,144.922447914869,2544.0427,2544.0427,2544.0427,8.73674235064608,-37.6279479148685,56.0705751160972,0,0,0,2024-06-04
119.5769,2663.6196,96.7834336634616,51.1309535882879,142.630211528418,2663.6196,2663.6196,2663.6196,22.7934663365387,-23.0533115284181,68.4459464117124,0,0,0,2024-06-05
84.7267,2748.3463,98.9730920166168,54.873496576673,145.671290903507,2748.3463,2748.3463,2748.3463,-14.2463920166168,-60.9445909035066,29.853203423327,0,0,0,2024-06-06
89.0641,2837.4104,92.5754418517163,44.9080766882612,136.553763214907,2837.4104,2837.4104,2837.4104,-3.51134185171628,-47.4896632149071,44.1560233117388,0,0,0,2024-06-07
82.8977000000001,2920.3081,89.1942109833916,43.6109674906787,134.968551876114,2920.3081,2920.3081,2920.3081,-6.29651098339151,-52.0708518761141,39.2867325093214,0,0,0,2024-06-08
50.9085,2971.2166,87.1999455049486,41.5320224468663,131.068681976589,2971.2166,2971.2166,2971.2166,-36.2914455049486,-80.1601819765891,9.37647755313363,0,0,0,2024-06-09
118.2492,3089.4658,92.4399850120388,43.2982953897667,140.880578963705,3089.4658,3089.4658,3089.4658,25.809214987961,-22.6313789637051,74.9509046102332,0,0,0,2024-06-10
169.3076,3258.7734,98.8129408096375,53.4500949470035,143.98199471672,3258.7734,3258.7734,3258.7734,70.4946591903626,25.3256052832804,115.857505052997,0,0,0,2024-06-11
128.2761,3387.0495,96.9671428987198,50.4014330201435,144.173657956165,3387.0495,3387.0495,3387.0495,31.3089571012803,-15.8975579561652,77.8746669798565,0,0,0,2024-06-12
167.2847,3554.3342,100.049860481957,54.8908030735258,144.050981049326,3554.3342,3554.3342,3554.3342,67.2348395180431,23.2337189506741,112.393896926474,0,0,0,2024-06-13
114.8487,3669.1829,93.6591263218464,47.242523605445,138.045980563956,3669.1829,3669.1829,3669.1829,21.189573678154,-23.1972805639558,67.6061763945554,0,0,0,2024-06-14
61.9444000000001,3731.1273,90.2506140495679,42.2270192733754,136.141981563414,3731.1273,3731.1273,3731.1273,-28.3062140495678,-74.1975815634142,19.7173807266247,0,0,0,2024-06-15
51.7966999999999,3782.924,88.9413086128569,45.5985501469946,133.396085035819,3782.924,3782.924,3782.924,-37.144608612857,-81.5993850358188,6.19814985300529,0,0,0,2024-06-16
86.4597000000001,3869.3837,93.6430037137147,48.7539103870456,137.889713509483,3869.3837,3869.3837,3869.3837,-7.18330371371454,-51.430013509483,37.7057896129546,0,0,0,2024-06-17
127.3435,3996.7272,99.6108507792274,52.6865630887555,143.550739957378,3996.7272,3996.7272,3996.7272,27.7326492207724,-16.2072399573785,74.6569369112443,0,0,0,2024-06-18
147.2217,4143.9489,98.0324333616055,53.0630632485895,141.040001492936,4143.9489,4143.9489,4143.9489,49.1892666383947,6.18169850706457,94.1586367514108,0,0,0,2024-06-19
139.9822,4283.9311,100.30717941039,52.1503151253828,145.904081599918,4283.9311,4283.9311,4283.9311,39.6750205896105,-5.92188159991736,87.8318848746175,0,0,0,2024-06-20
142.1404,4426.0715,94.6449033426441,48.2970194799883,138.009734314395,4426.0715,4426.0715,4426.0715,47.495496657356,4.13066568560498,93.8433805200118,0,0,0,2024-06-21
95.4395,4521.511,90.9879370483881,46.3659157465245,136.696567372072,4521.511,4521.511,4521.511,4.45156295161193,-41.2570673720719,49.0735842534756,0,0,0,2024-06-22
61.7949,4583.3059,89.2855928766313,43.8401954463019,135.954848416099,4583.3059,4583.3059,4583.3059,-27.4906928766314,-74.159948416099,17.9547045536981,0,0,0,2024-06-23
117.7517,4701.0576,94.0649833445023,50.1750202262926,139.66742904094,4701.0576,4701.0576,4701.0576,23.6867166554977,-21.91572904094,67.5766797737074,0,0,0,2024-06-24
125.8184,4826.876,100.342220764157,55.0032653876037,147.433186962279,4826.876,4826.876,4826.876,25.4761792358435,-21.6147869622788,70.8151346123965,0,0,0,2024-06-25
138.7489,4965.6249,98.3592014921986,52.216175809793,143.438933455937,4965.6249,4965.6249,4965.6249,40.3896985078012,-4.6900334559376,86.5327241902067,0,0,0,2024-06-26
136.3513,5101.9762,100.532787183099,58.3501170034773,144.144226048558,5101.9762,5101.9762,5101.9762,35.8185128169015,-7.79292604855823,78.0011829965227,0,0,0,2024-06-27
134.3145,5236.2907,94.0022295738352,47.9597624773864,138.436239441471,5236.2907,5236.2907,5236.2907,40.3122704261648,-4.12173944147071,86.3547375226136,0,0,0,2024-06-28
127.5333,5363.824,90.8915302053397,45.6278691818804,134.565261021613,5363.824,5363.824,5363.824,36.6417697946599,-7.0319610216137,81.9054308181192,0,0,0,2024-06-29
92.2320999999999,5456.0561,119.8966410701,71.3296703271845,166.759950294275,5456.0561,5456.0561,5456.0561,-27.6645410701002,-74.5278502942748,20.9024296728154,0,0,0,2024-06-30
115.6263,5571.6824,123.504293592589,81.5625521270996,167.375452954702,5571.6824,5571.6824,5571.6824,-7.87799359258948,-51.7491529547023,34.0637478729004,0,0,0,2024-07-01
