firm,pre-IDA,3-sess,ISP15-win,DA60/ID15,DA15/ID15,compression,recovery,proportional_compression,rho_i
GE,31.02327502257476,32.131640123298226,22.370375048581423,25.576706107487464,31.438464577910004,8.652899973993339,9.068089529328581,0.27891639318211464,0.37856658368892865
IB,68.06190538896054,47.29238016070934,27.707274070945942,25.84834821174731,35.76965793513721,40.3546313180146,8.062383864191268,0.5929106904573966,0.7106241000670837
GN,127.30243554663208,57.251516868076536,58.6690858136838,57.8022075461025,75.81690902311708,68.63334973294829,17.147823209433277,0.5391361872869058,0.339023657237332
HC,23.34362235292008,20.634145658263304,22.268973214285715,18.713485490923546,24.832283406754772,1.0746491386343635,2.563310192469057,0.046036091673661544,0.539787754474881
