tech,firm,hour_class,reform,n_pair,level_shift,tilt_std,fitted_norm,beta_PC1,beta_PC2,beta_PC3
CCGT,GN,Critical,ISP15,14504,-15.63119428519421,2.2575608494474864,157.14213553746234,155.44850992702712,-20.43121825402933,-10.18328477927371
CCGT,GN,Critical,MTU15-IDA,7248,9.084479977776319,2.2461046967521816,93.11124268724862,-90.36675000690023,-22.41426176894892,-0.7004648167273699
CCGT,GN,Critical,MTU15-DA,29865,-2.2623602329080676,4.575587353455013,50.78752870342865,22.545844793180507,-44.974049569614,-2.380605790344829
CCGT,GN,Flat,ISP15,632,6.182394416715613,1.711541527462203,63.82778499432938,61.535082495163806,16.59851499370273,0.4203303112766539
CCGT,GN,Flat,MTU15-DA,850,2.614291748171905,0.4131155912365404,26.33464254156416,26.01906245996658,-3.375774574532291,1.3310106514636086
CCGT,GN,Midday,ISP15,388,-15.180272325269009,0.4305187530762558,151.10253277937395,150.9958860088528,4.354714646591393,3.375434159783786
CCGT,GN,Midday,MTU15-IDA,344,1.4299601495723974e-15,1.707526898542899e-16,1.4329002356594866e-14,-1.4210854715202004e-14,-1.7763568394002505e-15,-4.440892098500626e-16
CCGT,GN,Midday,MTU15-DA,711,5.610480740931902,0.6866067263879189,56.24005130836746,-55.89150650392616,5.780039000112523,2.3745474771408657
CCGT,HC,Critical,ISP15,11981,-7.466309315590801,1.6979290694779607,76.185596107037,74.13352907175805,-1.139993336191916,16.919102703001396
CCGT,HC,Critical,MTU15-IDA,5937,0.9198950391907749,1.701292417452894,19.243691810778945,-10.02310092191483,15.559570534459487,0.7741781266749838
CCGT,HC,Critical,MTU15-DA,26999,4.123310989971727,3.418357141286156,53.29164144098927,-39.03241682804298,-33.45636194016798,-13.392164540850303
CCGT,HC,Flat,ISP15,1263,4.478545578085079,0.5469432670180602,44.892039670746286,44.721148602286576,-1.5329741335505085,0.5642600287509291
CCGT,HC,Flat,MTU15-IDA,731,11.667793528234265,4.695292038198667,125.14045765061849,118.82394176968451,-38.66737988999109,-5.232852809855214
CCGT,HC,Flat,MTU15-DA,1746,-10.831142516729274,4.747223763126827,117.66532363366345,-110.8436395853014,35.43824013668041,15.573139966460031
CCGT,HC,Midday,ISP15,2333,-7.696170236032803,2.711755216522205,81.19039729535092,-71.14302025866552,-30.97307579067451,22.872526291401694
CCGT,HC,Midday,MTU15-IDA,1041,3.469103261848504e-16,1.5834946575778844e-16,3.794299862191466e-15,3.552713678800501e-15,0.0,8.881784197001252e-16
CCGT,HC,Midday,MTU15-DA,3955,-14.053602154849102,2.438801580852055,141.9214472202036,-141.790042683371,-1.1846108608287895,3.541488902744134
CCGT,IB,Critical,ISP15,13385,-15.60889700300984,1.0728276816708724,155.6729708832839,155.44493116268401,8.047445833796585,1.5339850074917099
CCGT,IB,Critical,MTU15-IDA,5254,-2.7482140163030135,0.9967628408966115,29.087375742738736,27.219583803601292,-8.580779358316441,-0.34992017691849975
CCGT,IB,Critical,MTU15-DA,33254,8.679971125729944,4.345138322597197,96.58152231568327,-85.75766660556437,41.718899782720236,-2.6036303068729962
CCGT,IB,Flat,ISP15,1696,-0.5499690031746625,0.8201061512680565,9.824915285958602,5.505876623012505,-7.852175723902849,0.13088927113807466
CCGT,IB,Flat,MTU15-IDA,625,8.79880192038829,1.764582930133044,89.29016825498208,-87.64368558913863,15.873413405049693,6.038448364823148
CCGT,IB,Flat,MTU15-DA,2138,-14.169785919652847,2.6081195244394966,143.3559448568245,141.12226911909914,-24.43236974447597,-5.479063002827105
CCGT,IB,Midday,ISP15,2299,-14.380455631638238,0.9757299120590378,143.4127112582614,143.19494295408361,-7.669763465441566,-0.7678382311447876
CCGT,IB,Midday,MTU15-IDA,882,-1.428596058741926e-15,3.604697355527578e-17,1.4218875562159985e-14,1.4210854715202004e-14,4.440892098500626e-16,0.0
CCGT,IB,Midday,MTU15-DA,5147,-15.043422545264486,0.889446693335557,149.94156212428254,149.78052390553304,-6.736577641200142,0.9188415280376834
CCGT,OTH,Critical,ISP15,11214,-18.50212863542992,3.8889546396638166,188.1165077575716,-184.91475755307505,-32.63111466653847,-11.044356189761183
CCGT,OTH,Critical,MTU15-IDA,4500,26.62588170193026,3.026644045830996,266.63030005599427,265.4130100635214,23.27691327841519,-0.9785236613300838
CCGT,OTH,Critical,MTU15-DA,5169,-2.996912555793641,3.912635442877922,49.03804539964731,-29.099114989124466,31.609546553191635,-20.00611843004947
CCGT,OTH,Midday,ISP15,3163,-16.33719975989067,7.584723607204629,179.21713280552626,153.38344511747633,-91.19661392658104,-13.098583055086774
CCGT,OTH,Midday,MTU15-IDA,1412,-1.4987309987748667e-15,5.8608897639572885e-16,1.601186418251132e-14,1.4210854715202004e-14,-7.105427357601002e-15,0.0
CCGT,OTH,Midday,MTU15-DA,243,13.165162006878168,1.942880153333943,132.41046454793204,-131.7888481525175,-0.38005065018474005,-7.562651429421798
CCGT,REP,Critical,MTU15-DA,6621,5.492404849604906,0.9764877473769954,55.505710480286155,55.147287303089755,1.5351934039889938,-4.966603070417772
Hydro,GE,Critical,ISP15,543,-1.2881027059122538,5.318078269506567,54.444240660478194,2.871565595698591,50.95970528088664,-17.74663948587022
Hydro,GE,Critical,MTU15-IDA,563,17.293274512200757,6.768075321311482,184.77433399695562,-179.93020971972788,36.55066694697199,19.49397226038279
Hydro,GE,Critical,MTU15-DA,1554,-6.041475275529828,3.333900066695345,68.6572429012074,61.71619167777983,10.89250085297599,26.796338901190097
Hydro,GE,Midday,ISP15,223,0.2584580786317609,4.153885713611372,41.410568010054064,-6.287997919696109,35.884530396350456,-8.673284307065561
Hydro,GE,Midday,MTU15-IDA,237,28.326485534331294,7.963748507519263,292.77174766147067,-288.0679770691506,50.64302225033271,-7.815834667494171
Hydro,GE,Midday,MTU15-DA,1136,-9.624155793894458,1.042011499337111,96.31877339480815,95.64821169640554,10.72511527021884,2.7739056845575143
Hydro,GN,Critical,ISP15,3281,-16.96588778180864,4.155442431919759,173.79814715054465,173.34302825637812,-12.348526275493523,-0.26975058623088843
Hydro,GN,Critical,MTU15-IDA,1245,-6.35013302196692,0.6093707370452836,63.47327537706199,61.36246394997509,14.752688965740614,-6.4190157443310705
Hydro,GN,Critical,MTU15-DA,3643,2.4735130409181676,1.7120147384576059,29.931202140918803,-22.77580538389291,-16.945789069019565,-9.15961313009238
Hydro,GN,Flat,ISP15,677,-8.200417945778614,4.133329020775644,91.37174106179643,86.29856886704414,-22.44860715438355,-15.053794015440934
Hydro,GN,Flat,MTU15-DA,408,-14.993906806688246,3.7831828928169746,153.86306151473573,153.27933014879844,-9.419773680292305,9.367088243092125
Hydro,HC,Critical,ISP15,18973,-3.5205697268125316,0.684919417431329,35.68597841117166,35.063074996580646,4.180539256853318,-0.4319669253942113
Hydro,HC,Critical,MTU15-IDA,10769,-3.260251164880809,1.6522047673056834,36.36678164025813,31.762786558883164,17.25209067641759,-2.020589970455377
Hydro,HC,Critical,MTU15-DA,42992,-0.7005567364072328,1.9568838230613363,20.680842094812913,7.601842561251726,-18.665232612900038,-0.9642546239929273
Hydro,HC,Flat,ISP15,5146,4.421473708431633,1.0598611634205573,45.23937232729756,-44.03793833673858,-6.140041612465079,3.726092461637652
Hydro,HC,Flat,MTU15-IDA,2898,-5.947280261105037,2.5487440712903777,64.3797922151173,57.72940600350103,-27.888965639282734,-3.355885232610779
Hydro,HC,Flat,MTU15-DA,5226,-4.122416117860975,3.3098772781497967,52.6023822870791,42.76743042415024,29.05445532677697,3.0230819463044223
Hydro,HC,Midday,ISP15,4780,1.4705089651233283,2.6543955617992916,30.192930117591736,-17.119176398142088,5.323062564023837,-23.02357596730515
Hydro,HC,Midday,MTU15-IDA,3401,-2.9481044232220053,3.9570239834918373,49.09772388939151,25.759409855393173,39.22494085086055,8.713994732245299
Hydro,HC,Midday,MTU15-DA,11314,-9.023889839114403,3.527350212305789,96.40231297808087,93.29639028080378,-22.866754614964606,-1.0218625865630986
Hydro,IB,Critical,ISP15,8270,-3.1341873706133523,2.865609613975813,42.25458607593336,-31.337594782206484,20.780989253208183,-18.965802795613364
Hydro,IB,Critical,MTU15-IDA,4237,1.9716476774868497,2.964824895370043,35.42711590307885,18.191964999731983,29.484338701146477,5.310375260448208
Hydro,IB,Critical,MTU15-DA,19676,6.880876367416487,2.3881833436382895,72.47025629445301,68.99231495718898,-17.603899050701482,9.175995120208485
Hydro,IB,Flat,ISP15,2382,13.51812019646681,2.78694955749622,137.3322958620188,134.38244662990198,26.800314323454188,-8.530915174672987
Hydro,IB,Flat,MTU15-IDA,1156,-6.106378983409291,2.641471562481604,66.19862834030435,-61.631639907077385,19.636367220992796,4.0374125463331465
Hydro,IB,Flat,MTU15-DA,2360,3.6530332283268097,2.5940638071384283,44.57923352272632,37.176747216146936,-21.354571619152754,-2.742317032399064
Hydro,IB,Midday,ISP15,2092,-4.051675946918631,3.5931852026763282,53.883009660537155,43.111575124981485,31.874524695189134,-5.333269311853503
Hydro,IB,Midday,MTU15-IDA,1163,8.816053026401272,1.4122219119574608,88.8369236725375,-88.52624369635683,-1.803952361937206,-4.056390682284319
Hydro,IB,Midday,MTU15-DA,4310,-3.820913899554033,1.057891704427752,39.44785508394751,37.59827954279618,-9.634165439206429,4.379910471001669
Hydro,REP,Critical,ISP15,1140,-9.751995016740684,4.319644062426191,106.1240426652995,-97.6149688121132,-37.12677611892583,11.356020070413598
Hydro,REP,Critical,MTU15-IDA,447,-10.69650444370195,10.15197616163287,146.73208545764376,-108.80900163475204,-81.9524585925798,39.132033587591664
Hydro,REP,Critical,MTU15-DA,762,11.082134808644279,2.7509879587614274,113.61242458444119,107.9650941216297,32.24498203823447,12.062933585884348
Hydro,REP,Midday,ISP15,319,-9.845714994198776,4.163762304296863,106.36365453994958,100.03591167512596,-24.030171031330305,-5.870053817460277
Hydro,REP,Midday,MTU15-IDA,269,-8.436161197684955,9.364606081609185,125.40973494464718,91.92841160402327,-80.60215025913496,9.562414064157924
Hydro,REP,Midday,MTU15-DA,567,15.727260743617046,5.683622833432543,166.38924124483808,-160.9660340642318,36.79192217722549,4.310886947375099
Hydro_pump,GE,Critical,ISP15,698,-0.795466321510178,3.220159295538215,33.003288672078014,-8.497207607868084,-21.021127293213606,23.822695211103593
Hydro_pump,GE,Critical,MTU15-IDA,552,4.076293542468325,2.0280633299998754,45.301123402969345,40.191306909914665,-13.203480631336262,16.116810932120895
Hydro_pump,GE,Critical,MTU15-DA,5134,7.0002898949164996,0.7150203297150706,70.01439820346108,69.59020604975949,-5.542653144433664,-4.611699677474256
Hydro_pump,IB,Critical,ISP15,2598,-8.78321857935509,2.6658747982516493,91.3286914841962,-88.0136070745246,-21.76857993698224,-9.918922536559753
Hydro_pump,IB,Critical,MTU15-IDA,1376,3.907446824785908,1.705424617896397,42.420334366548765,39.08729124908288,5.666181722725915,14.343818243113166
Hydro_pump,IB,Critical,MTU15-DA,5914,14.598319658060728,2.268358378879644,146.9944974168136,145.43085908731746,7.806243482656062,-17.507439933015277
Hydro_pump,IB,Flat,ISP15,718,11.397928546310016,1.8603495219964552,114.90863272003254,-112.78939348302775,-17.353562310783083,-10.068737842281124
Hydro_pump,IB,Flat,MTU15-IDA,378,-9.628323211486181,1.8135536439167579,97.48520340921758,95.84248614311221,-2.1419991281297484,17.214296505186287
Hydro_pump,IB,Flat,MTU15-DA,732,14.478878061292164,2.631957115558133,146.42385635209365,-144.44026490485078,10.860079161817259,-20.89663551386939
Hydro_pump,IB,Midday,ISP15,606,-9.235472850441479,2.273527038372275,94.63522342436613,93.7708049509294,12.453947406951427,-0.7019397633342257
Hydro_pump,IB,Midday,MTU15-IDA,416,8.790290640014453,1.527078473813704,88.77227406071098,-88.27245376516231,-2.40866286261753,-5.865492473779816
Hydro_pump,IB,Midday,MTU15-DA,1283,8.944788831546175,2.315498906804205,91.93316844538808,-89.56670396887863,-3.008055549293157,19.160845416593148
Hydro_pump,REP,Critical,ISP15,2213,-7.586426524167808,1.2846825960637847,76.55862721564029,-75.13886253643442,6.587531586857567,3.5117558612784427
Hydro_pump,REP,Critical,MTU15-IDA,1112,9.153298179189841,4.800186719000984,102.83793730598119,90.43230269840164,-33.518461153593776,35.33281865843673
Hydro_pump,REP,Critical,MTU15-DA,4587,-2.3095530295442512,2.2328079858085013,31.962903545813184,-22.249972898329585,19.900309982491702,-10.699845079213361
Hydro_pump,REP,Flat,ISP15,671,13.247783507175656,4.645755675808845,139.68390942258966,-133.1750170864163,38.08240115943006,-12.902439223365317
Hydro_pump,REP,Flat,MTU15-IDA,314,-1.566709236782953,9.096584408205313,91.84247463507437,15.681177523134965,-57.49010510181491,-66.8616204755258
Hydro_pump,REP,Flat,MTU15-DA,601,-18.293680621339572,3.986865800470688,186.29232702681892,181.7534534932569,33.06740807548262,23.96836398009294
Hydro_pump,REP,Midday,ISP15,543,-12.683124786320079,1.655411295263224,127.2658715024705,126.69511609313923,-5.854646801092423,0.12096486613149211
Hydro_pump,REP,Midday,MTU15-IDA,281,20.986903621879783,2.499640918446016,210.29297303326328,-207.44284491047355,-32.14470707845841,4.452829895258884
Hydro_pump,REP,Midday,MTU15-DA,972,-17.3373019083051,1.5142967143145873,173.1607290001739,172.43502575643333,6.94831718125801,-12.9292822083613
