parent,year_month,hour_class,n_obs,da_mwh_mean,strategic_ida_mwh_mean,rt2_mwh_mean,phf_mwh_mean
HC,2024-03-01,other,495,0.30303030303030304,6.706666666666667,0.5858585858585859,7.595555555555555
HC,2024-04-01,critical_h18_22,150,0.0,1.3,0.0,1.3
HC,2024-04-01,flat_h3_5,90,0.0,0.0,0.0,0.0
HC,2024-04-01,other,480,0.0,0.39375,0.0,0.39375
HC,2024-05-01,critical_h18_22,155,0.0,0.1935483870967742,0.1935483870967742,0.3870967741935484
HC,2024-05-01,flat_h3_5,93,0.0,1.3870967741935485,0.0,1.3870967741935485
HC,2024-05-01,other,496,0.0,0.7298387096774194,0.2620967741935484,0.9919354838709677
HC,2024-06-01,critical_h18_22,145,0.0,3.910344827586207,0.20689655172413793,4.117241379310345
HC,2024-06-01,flat_h3_5,87,0.0,19.163218390804598,0.0,19.163218390804598
HC,2024-06-01,other,464,0.9698275862068966,10.96271551724138,0.2801724137931034,12.21271551724138
HC,2024-07-01,critical_h18_22,155,23.63225806451613,14.025806451612903,0.0,37.65806451612903
HC,2024-07-01,flat_h3_5,93,11.96774193548387,58.116129032258065,0.0,70.08387096774193
HC,2024-07-01,other,496,20.71451612903226,43.24354838709677,0.0,63.95806451612903
HC,2024-08-01,critical_h18_22,155,11.96774193548387,22.95741935483871,0.0,34.92516129032258
HC,2024-08-01,flat_h3_5,93,11.96774193548387,53.615053763440855,0.0,65.58279569892473
HC,2024-08-01,other,496,15.149596774193547,63.766532258064515,0.0,78.91612903225806
HC,2024-09-01,critical_h18_22,150,0.0,14.690666666666665,0.0,14.690666666666665
HC,2024-09-01,flat_h3_5,90,0.0,26.408888888888892,0.0,26.408888888888892
HC,2024-09-01,other,480,2.5,22.392083333333336,0.0,24.892083333333336
HC,2024-10-01,critical_h18_22,310,3.274193548387097,5.093548387096774,0.0,8.36774193548387
HC,2024-10-01,flat_h3_5,186,2.10752688172043,11.234408602150538,0.0,13.341935483870968
HC,2024-10-01,other,992,2.4586693548387095,13.983568548387098,0.0,16.442237903225806
HC,2024-11-01,critical_h18_22,300,55.4,2.8926666666666665,0.0,58.29266666666666
HC,2024-11-01,flat_h3_5,180,36.80833333333333,19.635,0.0,56.44333333333333
HC,2024-11-01,other,960,51.06135416666667,28.02385416666667,0.0,79.08520833333334
HC,2024-12-01,critical_h18_22,310,107.37096774193549,11.305483870967741,0.0,118.67645161290324
HC,2024-12-01,flat_h3_5,186,80.06075268817204,31.61774193548387,0.0,111.67849462365592
HC,2024-12-01,other,992,98.87096774193549,36.25907258064516,0.0,135.13004032258064
HC,2025-01-01,critical_h18_22,310,29.822580645161292,10.011290322580646,0.0,39.83387096774194
HC,2025-01-01,flat_h3_5,186,18.021505376344088,35.9510752688172,0.0,53.97258064516129
HC,2025-01-01,other,992,27.65423387096774,27.942641129032257,0.0,55.596875
HC,2025-02-01,critical_h18_22,280,0.0,11.657499999999999,0.0,11.657499999999999
HC,2025-02-01,flat_h3_5,168,0.0,38.28630952380953,0.0,38.28630952380953
HC,2025-02-01,other,896,3.4151785714285716,42.131138392857146,0.0,45.546316964285715
HC,2025-03-01,critical_h18_22,700,0.0,8.544821428571428,0.0,8.544821428571428
HC,2025-03-01,flat_h3_5,420,0.0,8.388869047619048,0.0,8.388869047619048
HC,2025-03-01,other,2160,0.8425925925925926,6.6305555555555555,0.0,7.473148148148148
HC,2025-04-01,critical_h18_22,1200,0.0,1.2865833333333334,0.0,1.2865833333333334
HC,2025-04-01,flat_h3_5,720,0.0,4.163611111111111,0.0,4.163611111111111
HC,2025-04-01,other,3660,0.0,2.1128551912568305,0.0,2.1128551912568305
HC,2025-05-01,critical_h18_22,1240,0.0,3.5728225806451612,0.0,3.5728225806451612
HC,2025-05-01,flat_h3_5,744,0.0,4.5013776881720435,0.0,4.5013776881720435
HC,2025-05-01,other,3782,0.0,2.6700224748810153,0.0,2.6700224748810153
HC,2025-06-01,critical_h18_22,1200,0.0,10.655166666666668,0.0,10.655166666666668
HC,2025-06-01,flat_h3_5,720,0.0,11.358263888888889,0.0,11.358263888888889
HC,2025-06-01,other,3660,0.0,7.401263661202186,0.0,7.401263661202186
HC,2025-07-01,critical_h18_22,1208,1.0844370860927153,3.5830298013245034,0.0,4.667466887417219
HC,2025-07-01,flat_h3_5,732,1.7459016393442623,6.264071038251366,0.0,8.009972677595629
HC,2025-07-01,other,3678,1.0831973898858076,4.460338499184339,0.0,5.543535889070147
HC,2025-08-01,critical_h18_22,1240,0.0,6.001048387096774,0.0,6.001048387096774
HC,2025-08-01,flat_h3_5,744,0.0,10.150168010752688,0.0,10.150168010752688
HC,2025-08-01,other,3782,0.0,4.692642781597039,0.0,4.692642781597039
HC,2025-09-01,critical_h18_22,1200,1.5679999999999998,3.4374166666666666,0.0,5.005416666666666
HC,2025-09-01,flat_h3_5,720,0.08333333333333333,8.147916666666667,0.0,8.231250000000001
HC,2025-09-01,other,3660,1.1202185792349726,3.2070901639344265,0.0,4.327308743169399
HC,2025-10-01,critical_h18_22,1240,4.2864516129032255,4.499556451612903,0.0,8.786008064516128
HC,2025-10-01,flat_h3_5,744,2.587768817204301,12.432930107526882,0.0,15.020698924731184
HC,2025-10-01,other,3782,2.788795610787943,9.820657059756742,0.0,12.609452670544686
HC,2025-11-01,critical_h18_22,1200,0.0,2.8196250000000003,0.0,2.8196250000000003
HC,2025-11-01,flat_h3_5,720,0.0,6.792569444444444,0.0,6.792569444444444
HC,2025-11-01,other,3660,0.0,4.958094262295082,0.0,4.958094262295082
HC,2025-12-01,critical_h18_22,1240,6.694213709677419,5.082217741935484,0.0,11.776431451612902
HC,2025-12-01,flat_h3_5,744,1.935483870967742,6.19233870967742,0.0,8.127822580645162
HC,2025-12-01,other,3782,4.883480962453729,6.063458487572713,0.0,10.946939450026441
IB,2024-01-01,critical_h18_22,1550,52.19664516129033,-4.212580645161291,0.15612903225806452,48.1401935483871
IB,2024-01-01,flat_h3_5,930,3.960215053763441,18.94279569892473,0.0,22.90301075268817
IB,2024-01-01,other,4960,18.295141129032256,12.881854838709678,0.06794354838709678,31.24493951612903
IB,2024-02-01,critical_h18_22,1450,3.943655172413793,4.740758620689656,0.6986206896551724,9.383034482758621
IB,2024-02-01,flat_h3_5,870,0.08045977011494253,11.018505747126436,0.0,11.098965517241378
IB,2024-02-01,other,4640,1.726896551724138,8.218620689655173,0.21237068965517242,10.157887931034484
IB,2024-03-01,critical_h18_22,1550,14.164645161290323,3.584129032258064,0.23096774193548386,17.979741935483872
IB,2024-03-01,flat_h3_5,930,0.5483870967741935,7.491827956989247,0.0,8.04021505376344
IB,2024-03-01,other,4950,1.9991111111111113,5.42189898989899,0.11925252525252525,7.540262626262627
IB,2024-04-01,critical_h18_22,1500,3.270266666666666,4.5286,0.3426666666666667,8.141533333333333
IB,2024-04-01,flat_h3_5,900,0.0,1.3477777777777777,0.0,1.3477777777777777
IB,2024-04-01,other,4800,3.569645833333333,2.037104166666667,0.17939583333333334,5.786145833333333
IB,2024-05-01,critical_h18_22,1550,1.4688387096774191,2.241290322580645,0.29161290322580646,4.001741935483871
IB,2024-05-01,flat_h3_5,930,0.015053763440860216,1.0129032258064516,0.0,1.027956989247312
IB,2024-05-01,other,4960,0.7368548387096775,1.2304435483870968,0.12443548387096776,2.091733870967742
IB,2024-06-01,critical_h18_22,1451,10.385458304617504,3.9955203308063405,0.044796691936595454,14.425775327360439
IB,2024-06-01,flat_h3_5,871,0.6027554535017221,3.60849598163031,0.0,4.2112514351320325
IB,2024-06-01,other,4645,2.5418514531754575,2.1862648008611414,0.04370290635091496,4.771819160387514
IB,2024-07-01,critical_h18_22,1550,40.01761290322581,7.761677419354839,0.0,47.77929032258065
IB,2024-07-01,flat_h3_5,930,8.290645161290323,10.724408602150538,0.0,19.01505376344086
IB,2024-07-01,other,4960,15.864193548387096,4.59649193548387,0.0,20.460685483870968
IB,2024-08-01,critical_h18_22,1550,32.52122580645161,7.733612903225807,0.0,40.254838709677415
IB,2024-08-01,flat_h3_5,930,2.264516129032258,13.053118279569892,0.0,15.31763440860215
IB,2024-08-01,other,4960,17.884798387096776,5.938205645161291,0.0,23.823004032258066
IB,2024-09-01,critical_h18_22,1500,18.747933333333336,6.6466666666666665,0.0,25.394600000000004
IB,2024-09-01,flat_h3_5,900,1.7932222222222223,9.108333333333333,0.0,10.901555555555555
IB,2024-09-01,other,4800,12.2604375,3.1350624999999996,0.0,15.3955
IB,2024-10-01,critical_h18_22,1550,8.99116129032258,3.06316129032258,0.0,12.05432258064516
IB,2024-10-01,flat_h3_5,930,0.0,4.981397849462366,0.0,4.981397849462366
IB,2024-10-01,other,4960,4.514516129032258,3.001552419354839,0.0,7.516068548387097
IB,2024-11-01,critical_h18_22,1500,57.5604,6.1399333333333335,0.0,63.70033333333333
IB,2024-11-01,flat_h3_5,900,3.2555555555555555,12.605777777777778,0.0,15.861333333333334
IB,2024-11-01,other,4800,19.765916666666666,10.8086875,0.0,30.574604166666667
IB,2024-12-01,critical_h18_22,1550,103.0665806451613,0.03754838709677418,0.0,103.10412903225807
IB,2024-12-01,flat_h3_5,930,16.32720430107527,6.3183870967741935,0.0,22.645591397849465
IB,2024-12-01,other,4960,47.788245967741936,6.366028225806452,0.0,54.15427419354839
IB,2025-01-01,critical_h18_22,1550,42.80477419354838,6.374709677419355,0.0,49.179483870967736
IB,2025-01-01,flat_h3_5,930,4.785376344086021,3.4106451612903226,0.0,8.196021505376343
IB,2025-01-01,other,4960,15.517419354838708,5.613870967741935,0.0,21.131290322580643
IB,2025-02-01,critical_h18_22,1400,27.13042857142857,4.374785714285714,0.0,31.505214285714285
IB,2025-02-01,flat_h3_5,840,0.0,2.291190476190476,0.0,2.291190476190476
IB,2025-02-01,other,4480,3.931941964285714,4.0520089285714285,0.0,7.983950892857143
IB,2025-03-01,critical_h18_22,3500,0.9956285714285714,0.5098857142857143,0.0,1.5055142857142858
IB,2025-03-01,flat_h3_5,2100,0.0,0.4989523809523809,0.0,0.4989523809523809
IB,2025-03-01,other,10800,0.11723148148148148,0.39038425925925924,0.0,0.5076157407407407
IB,2025-04-01,critical_h18_22,6000,0.6715333333333333,0.44645833333333335,0.0,1.1179916666666667
IB,2025-04-01,flat_h3_5,3600,0.0,0.0898888888888889,0.0,0.0898888888888889
IB,2025-04-01,other,18300,0.1687377049180328,0.10946584699453552,0.0,0.2782035519125683
IB,2025-05-01,critical_h18_22,6200,0.21891935483870967,0.3932943548387097,0.0,0.6122137096774194
IB,2025-05-01,flat_h3_5,3720,0.0,0.09455645161290323,0.0,0.09455645161290323
IB,2025-05-01,other,18910,0.016129032258064516,0.11988233738762559,0.0,0.1360113696456901
IB,2025-06-01,critical_h18_22,6000,7.92025,1.4459333333333333,0.0,9.366183333333334
IB,2025-06-01,flat_h3_5,3600,1.1690833333333333,1.9266944444444445,0.0,3.0957777777777777
IB,2025-06-01,other,18300,2.01503825136612,0.695025956284153,0.0,2.710064207650273
IB,2025-07-01,critical_h18_22,6037,8.480089448401525,1.7953122411793936,0.0,10.275401689580919
IB,2025-07-01,flat_h3_5,3603,3.3489036913683043,2.1992436858173745,0.0,5.548147377185678
IB,2025-07-01,other,18322,3.977884510424626,0.707425499399629,0.0,4.685310009824255
IB,2025-08-01,critical_h18_22,6200,5.450032258064516,2.3039596774193547,0.0,7.753991935483871
IB,2025-08-01,flat_h3_5,3720,2.6063172043010754,2.2732190860215056,0.0,4.879536290322581
IB,2025-08-01,other,18910,1.7858381808566894,1.0871641988365945,0.0,2.873002379693284
IB,2025-09-01,critical_h18_22,6000,4.312666666666667,4.080620833333333,0.0,8.3932875
IB,2025-09-01,flat_h3_5,3600,0.7166666666666667,1.8780833333333333,0.0,2.59475
IB,2025-09-01,other,18300,0.7500765027322405,1.1875122950819672,0.0,1.9375887978142077
IB,2025-10-01,critical_h18_22,6200,12.646096774193548,2.1805201612903224,0.0,14.826616935483871
IB,2025-10-01,flat_h3_5,3720,7.9884811827957,1.6594825268817204,0.0,9.64796370967742
IB,2025-10-01,other,18910,6.34026837652036,1.1800370174510841,0.0,7.520305393971444
IB,2025-11-01,critical_h18_22,6000,4.690766666666667,1.9938541666666667,0.0,6.684620833333334
IB,2025-11-01,flat_h3_5,3600,0.4838333333333334,0.433875,0.0,0.9177083333333333
IB,2025-11-01,other,18300,0.5112008196721312,0.8747322404371585,0.0,1.3859330601092896
IB,2025-12-01,critical_h18_22,6200,3.329709677419355,2.1960887096774195,0.0,5.525798387096774
IB,2025-12-01,flat_h3_5,3720,0.02620967741935484,0.6454166666666666,0.0,0.6716263440860215
IB,2025-12-01,other,18910,1.0313841882601797,1.7015296139608673,0.0,2.732913802221047
Moeve,2024-01-01,critical_h18_22,310,0.0,200.4025806451613,0.0,200.4025806451613
Moeve,2024-01-01,flat_h3_5,186,0.0,2.204301075268817,0.0,2.204301075268817
Moeve,2024-01-01,other,992,2.056451612903226,68.85514112903226,0.0,70.9115927419355
Moeve,2024-02-01,critical_h18_22,290,0.0,146.8506896551724,0.0,146.8506896551724
Moeve,2024-02-01,flat_h3_5,174,0.0,1.1494252873563218,0.0,1.1494252873563218
Moeve,2024-02-01,other,928,2.0474137931034484,27.880818965517243,0.0,29.92823275862069
Moeve,2024-03-01,critical_h18_22,310,0.0,103.32129032258064,0.0,103.32129032258064
Moeve,2024-03-01,flat_h3_5,186,0.0,1.075268817204301,0.0,1.075268817204301
Moeve,2024-03-01,other,990,1.5595959595959596,12.172121212121212,0.0,13.731717171717172
Moeve,2024-04-01,critical_h18_22,300,11.472,29.677999999999997,0.0,41.15
Moeve,2024-04-01,flat_h3_5,180,11.666666666666666,5.4222222222222225,0.0,17.08888888888889
Moeve,2024-04-01,other,960,9.008333333333333,10.428854166666667,0.0,19.4371875
Moeve,2024-05-01,critical_h18_22,310,0.0,124.26096774193549,1.9516129032258065,126.2125806451613
Moeve,2024-05-01,flat_h3_5,186,0.0,3.650537634408602,0.0,3.650537634408602
Moeve,2024-05-01,other,992,2.8326612903225805,18.154334677419353,0.05040322580645161,21.037399193548385
Moeve,2024-06-01,critical_h18_22,300,0.0,143.13266666666667,0.0,143.13266666666667
Moeve,2024-06-01,flat_h3_5,176,0.0,19.863636363636363,0.0,19.863636363636363
Moeve,2024-06-01,other,938,2.420042643923241,30.542110874200425,0.0,32.962153518123664
Moeve,2024-07-01,critical_h18_22,310,0.0,114.82193548387097,0.0,114.82193548387097
Moeve,2024-07-01,flat_h3_5,186,0.0,30.76021505376344,0.0,30.76021505376344
Moeve,2024-07-01,other,992,3.125,31.08719758064516,0.0,34.21219758064516
Moeve,2024-08-01,critical_h18_22,310,0.0,110.34354838709677,0.0,110.34354838709677
Moeve,2024-08-01,flat_h3_5,186,0.0,19.84032258064516,0.0,19.84032258064516
Moeve,2024-08-01,other,992,2.0463709677419355,30.80342741935484,0.0,32.849798387096776
Moeve,2024-09-01,critical_h18_22,300,0.0,142.18533333333332,0.0,142.18533333333332
Moeve,2024-09-01,flat_h3_5,180,0.0,10.2,0.0,10.2
Moeve,2024-09-01,other,960,1.7135416666666667,26.243854166666665,0.0,27.957395833333333
Moeve,2024-10-01,critical_h18_22,310,0.0,216.60741935483873,0.0,216.60741935483873
Moeve,2024-10-01,flat_h3_5,186,0.0,12.494623655913978,0.0,12.494623655913978
Moeve,2024-10-01,other,992,2.8024193548387095,56.66925403225807,0.0,59.47167338709678
Moeve,2024-11-01,critical_h18_22,300,0.0,247.18333333333334,0.0,247.18333333333334
Moeve,2024-11-01,flat_h3_5,180,0.0,0.4888888888888889,0.0,0.4888888888888889
Moeve,2024-11-01,other,960,2.9166666666666665,42.93927083333333,0.0,45.855937499999996
Moeve,2024-12-01,critical_h18_22,310,0.0,226.05451612903224,0.0,226.05451612903224
Moeve,2024-12-01,flat_h3_5,186,0.0,1.3440860215053763,0.0,1.3440860215053763
Moeve,2024-12-01,other,992,2.9233870967741935,45.378024193548384,0.0,48.30141129032258
Moeve,2025-01-01,critical_h18_22,310,0.0,195.8983870967742,0.0,195.8983870967742
Moeve,2025-01-01,flat_h3_5,186,0.0,1.3440860215053763,0.0,1.3440860215053763
Moeve,2025-01-01,other,992,2.1471774193548385,54.71260080645161,0.0,56.85977822580645
Moeve,2025-02-01,critical_h18_22,280,0.0,235.2167857142857,0.0,235.2167857142857
Moeve,2025-02-01,flat_h3_5,168,0.0,20.517857142857142,0.0,20.517857142857142
Moeve,2025-02-01,other,896,5.948660714285714,86.32254464285714,0.0,92.27120535714285
Moeve,2025-03-01,critical_h18_22,700,0.0,82.93132142857144,0.0,82.93132142857144
Moeve,2025-03-01,flat_h3_5,420,0.0,2.914285714285714,0.0,2.914285714285714
Moeve,2025-03-01,other,2160,1.4305555555555556,18.07652777777778,0.0,19.507083333333338
Moeve,2025-04-01,critical_h18_22,1200,0.0,14.4710625,0.0,14.4710625
Moeve,2025-04-01,flat_h3_5,720,0.0,0.3940972222222222,0.0,0.3940972222222222
Moeve,2025-04-01,other,3660,0.0,1.5165778688524592,0.0,1.5165778688524592
Moeve,2025-05-01,critical_h18_22,1240,3.269032258064516,2.704133064516129,0.0,5.973165322580645
Moeve,2025-05-01,flat_h3_5,744,1.5381720430107528,1.086021505376344,0.0,2.6241935483870966
Moeve,2025-05-01,other,3782,0.8605235325224749,0.8759122157588577,0.0,1.7364357482813326
Moeve,2025-06-01,critical_h18_22,1200,0.0,3.8482499999999997,0.0,3.8482499999999997
Moeve,2025-06-01,flat_h3_5,720,0.0,0.9440972222222223,0.0,0.9440972222222223
Moeve,2025-06-01,other,3660,0.0,0.3954781420765027,0.0,0.3954781420765027
Moeve,2025-07-01,critical_h18_22,1208,0.0,1.861548013245033,0.0,1.861548013245033
Moeve,2025-07-01,flat_h3_5,720,0.0,0.9260416666666667,0.0,0.9260416666666667
Moeve,2025-07-01,other,3662,0.0,0.3082332058984162,0.0,0.3082332058984162
Moeve,2025-08-01,critical_h18_22,1240,0.0,2.5549999999999997,0.0,2.5549999999999997
Moeve,2025-08-01,flat_h3_5,744,0.0,0.43783602150537637,0.0,0.43783602150537637
Moeve,2025-08-01,other,3782,0.0,0.41952009518773137,0.0,0.41952009518773137
Moeve,2025-09-01,critical_h18_22,1200,0.0,2.822395833333333,0.0,2.822395833333333
Moeve,2025-09-01,flat_h3_5,720,0.0,0.5631944444444444,0.0,0.5631944444444444
Moeve,2025-09-01,other,3660,0.0,0.5349795081967214,0.0,0.5349795081967214
Moeve,2025-10-01,critical_h18_22,1240,0.24193548387096775,1.741290322580645,0.0,1.9832258064516128
Moeve,2025-10-01,flat_h3_5,744,0.24193548387096775,1.658266129032258,0.0,1.9002016129032258
Moeve,2025-10-01,other,3782,0.16939450026441036,1.1256874669487045,0.0,1.2950819672131149
Moeve,2025-11-01,critical_h18_22,1200,0.0,0.579375,0.0,0.579375
Moeve,2025-11-01,flat_h3_5,720,0.0,0.246875,0.0,0.246875
Moeve,2025-11-01,other,3660,0.0,1.075273224043716,0.0,1.075273224043716
Moeve,2025-12-01,critical_h18_22,1240,0.0,0.2620967741935484,0.0,0.2620967741935484
Moeve,2025-12-01,flat_h3_5,744,0.0,0.043010752688172046,0.0,0.043010752688172046
Moeve,2025-12-01,other,3782,0.0,1.5493720253833951,0.0,1.5493720253833951
Other,2024-01-01,critical_h18_22,620,36.77645161290323,14.624677419354837,0.4161290322580645,51.81725806451613
Other,2024-01-01,flat_h3_5,372,25.27768817204301,9.674193548387096,0.0,34.95188172043011
Other,2024-01-01,other,1984,33.15488911290323,12.379889112903227,0.4138608870967742,45.94863911290323
Other,2024-02-01,critical_h18_22,580,0.0,8.192241379310344,0.22413793103448276,8.416379310344826
Other,2024-02-01,flat_h3_5,348,0.0,2.163793103448276,0.0,2.163793103448276
Other,2024-02-01,other,1856,1.6136314655172415,4.888415948275862,0.25,6.752047413793103
Other,2024-03-01,critical_h18_22,775,6.906193548387097,10.758451612903224,0.30529032258064515,17.969935483870966
Other,2024-03-01,flat_h3_5,465,0.05870967741935484,1.260215053763441,0.0,1.3189247311827956
Other,2024-03-01,other,2475,2.035191919191919,2.5614949494949495,0.273979797979798,4.870666666666667
Other,2024-04-01,critical_h18_22,750,0.9506666666666667,4.473333333333334,0.22533333333333333,5.649333333333334
Other,2024-04-01,flat_h3_5,450,0.0,0.8157777777777778,0.0,0.8157777777777778
Other,2024-04-01,other,2400,0.06458333333333334,1.6454166666666667,0.2579166666666667,1.967916666666667
Other,2024-05-01,critical_h18_22,775,0.0,6.498322580645161,0.22064516129032258,6.718967741935484
Other,2024-05-01,flat_h3_5,465,0.0,2.498924731182796,0.0,2.498924731182796
Other,2024-05-01,other,2480,0.03387096774193549,3.0481451612903223,0.1629032258064516,3.2449193548387094
Other,2024-06-01,critical_h18_22,732,5.34672131147541,20.03497267759563,0.12704918032786885,25.508743169398908
Other,2024-06-01,flat_h3_5,436,7.583944954128441,11.778440366972477,0.0,19.362385321100916
Other,2024-06-01,other,2333,3.351650235747964,10.442648949849978,0.15687955422203173,13.951178739819975
Other,2024-07-01,critical_h18_22,775,38.630967741935486,25.406193548387098,0.0,64.03716129032259
Other,2024-07-01,flat_h3_5,465,62.659784946236556,13.283870967741935,0.0,75.94365591397849
Other,2024-07-01,other,2480,30.468104838709674,12.560887096774193,0.0,43.028991935483866
Other,2024-08-01,critical_h18_22,775,28.811870967741935,37.805290322580646,0.0,66.61716129032258
Other,2024-08-01,flat_h3_5,465,46.109032258064516,21.634408602150536,0.0,67.74344086021506
Other,2024-08-01,other,2480,21.421612903225807,16.61883064516129,0.0,38.040443548387096
Other,2024-09-01,critical_h18_22,750,15.258,27.68626666666667,0.0,42.944266666666664
Other,2024-09-01,flat_h3_5,450,4.933333333333334,17.83511111111111,0.0,22.768444444444444
Other,2024-09-01,other,2400,3.2316666666666665,13.085375,0.0,16.317041666666668
Other,2024-10-01,critical_h18_22,775,6.870967741935484,37.85148387096774,0.0,44.72245161290323
Other,2024-10-01,flat_h3_5,465,0.0,5.1144086021505375,0.0,5.1144086021505375
Other,2024-10-01,other,2480,0.6588709677419354,11.438629032258063,0.0,12.097499999999998
Other,2024-11-01,critical_h18_22,750,30.03,56.1508,0.0,86.1808
Other,2024-11-01,flat_h3_5,450,15.459111111111111,15.152,0.0,30.61111111111111
Other,2024-11-01,other,2400,13.586958333333333,27.761583333333334,0.0,41.34854166666667
Other,2024-12-01,critical_h18_22,775,131.43496774193548,67.47483870967741,0.0,198.9098064516129
Other,2024-12-01,flat_h3_5,465,81.6916129032258,24.353763440860217,0.0,106.04537634408602
Other,2024-12-01,other,2480,93.67479838709677,38.93225806451613,0.0,132.6070564516129
Other,2025-01-01,critical_h18_22,775,56.61909677419355,44.12387096774194,0.0,100.74296774193549
Other,2025-01-01,flat_h3_5,465,15.221505376344085,14.911827956989248,0.0,30.133333333333333
Other,2025-01-01,other,2480,34.79875,29.059717741935486,0.0,63.858467741935485
Other,2025-02-01,critical_h18_22,700,61.820571428571434,56.13971428571429,0.0,117.96028571428573
Other,2025-02-01,flat_h3_5,420,9.573809523809524,6.174047619047619,0.0,15.747857142857143
Other,2025-02-01,other,2240,8.032366071428571,18.519508928571426,0.0,26.551874999999995
Other,2025-03-01,critical_h18_22,1750,1.0169714285714286,16.279342857142858,0.0,17.296314285714285
Other,2025-03-01,flat_h3_5,1050,0.0,0.7981428571428572,0.0,0.7981428571428572
Other,2025-03-01,other,5400,0.26114814814814813,3.0341342592592593,0.0,3.2952824074074076
Other,2025-04-01,critical_h18_22,3000,0.0,2.15325,0.0,2.15325
Other,2025-04-01,flat_h3_5,1800,0.0,0.22527777777777777,0.0,0.22527777777777777
Other,2025-04-01,other,9150,0.0,0.671275956284153,0.0,0.671275956284153
Other,2025-05-01,critical_h18_22,3100,0.0,0.9270241935483872,0.0,0.9270241935483872
Other,2025-05-01,flat_h3_5,1860,0.0,0.05846774193548387,0.0,0.05846774193548387
Other,2025-05-01,other,9455,0.0,0.15177154944473822,0.0,0.15177154944473822
Other,2025-06-01,critical_h18_22,3000,0.0,9.156808333333332,0.0,9.156808333333332
Other,2025-06-01,flat_h3_5,1800,1.8865555555555558,12.291083333333333,0.0,14.17763888888889
Other,2025-06-01,other,9150,0.4600327868852459,5.624371584699453,0.0,6.084404371584699
Other,2025-07-01,critical_h18_22,3352,0.0,8.806145584725536,0.0,8.806145584725536
Other,2025-07-01,flat_h3_5,2016,0.0,12.335305059523808,0.0,12.335305059523808
Other,2025-07-01,other,10217,0.0,5.425149261035529,0.0,5.425149261035529
Other,2025-08-01,critical_h18_22,3720,0.0,11.243662634408603,0.0,11.243662634408603
Other,2025-08-01,flat_h3_5,2232,0.0,10.284206989247311,0.0,10.284206989247311
Other,2025-08-01,other,11346,0.0,5.365628855984488,0.0,5.365628855984488
Other,2025-09-01,critical_h18_22,3600,0.0,7.409388888888889,0.0,7.409388888888889
Other,2025-09-01,flat_h3_5,2160,0.0,6.498101851851851,0.0,6.498101851851851
Other,2025-09-01,other,10980,0.0,3.9873816029143896,0.0,3.9873816029143896
Other,2025-10-01,critical_h18_22,3720,2.4712903225806455,10.893998655913979,0.0,13.365288978494625
Other,2025-10-01,flat_h3_5,2232,0.8467741935483871,11.255824372759857,0.0,12.102598566308245
Other,2025-10-01,other,11346,0.5071611140490041,7.625804248193196,0.0,8.132965362242201
Other,2025-11-01,critical_h18_22,3600,0.371,10.076604166666668,0.0,10.447604166666668
Other,2025-11-01,flat_h3_5,2160,0.5416666666666666,4.3737615740740745,0.0,4.9154282407407415
Other,2025-11-01,other,10980,0.13057377049180327,3.685639799635701,0.0,3.816213570127504
Other,2025-12-01,critical_h18_22,3720,1.7752688172043012,7.335577956989247,0.0,9.110846774193547
Other,2025-12-01,flat_h3_5,2232,0.6690412186379928,3.256776433691756,0.0,3.9258176523297488
Other,2025-12-01,other,11346,1.478723779305482,3.733029261413714,0.0,5.211753040719196
Repsol,2024-01-01,critical_h18_22,310,139.51612903225808,38.476129032258065,0.0,177.99225806451614
Repsol,2024-01-01,flat_h3_5,186,105.65698924731183,39.97096774193549,0.0,145.6279569892473
Repsol,2024-01-01,other,992,135.3125,55.40725806451613,0.0,190.71975806451613
Repsol,2024-02-01,critical_h18_22,290,6.0344827586206895,17.718275862068968,0.41379310344827586,24.166551724137936
Repsol,2024-02-01,flat_h3_5,174,3.4482758620689653,31.011494252873565,0.0,34.45977011494253
Repsol,2024-02-01,other,928,9.231681034482758,35.12230603448276,0.12931034482758622,44.48329741379311
Repsol,2024-03-01,critical_h18_22,310,0.0,3.338709677419355,0.14516129032258066,3.4838709677419355
Repsol,2024-03-01,flat_h3_5,186,0.0,9.029569892473118,0.0,9.029569892473118
Repsol,2024-03-01,other,990,0.9595959595959596,9.180000000000001,0.0,10.139595959595962
Repsol,2024-04-01,critical_h18_22,300,0.0,4.362,0.06666666666666667,4.4286666666666665
Repsol,2024-04-01,flat_h3_5,180,0.0,11.823333333333332,0.0,11.823333333333332
Repsol,2024-04-01,other,960,1.015625,3.61625,0.0,4.631875
Repsol,2024-05-01,critical_h18_22,310,3.2851612903225806,13.329354838709678,0.0967741935483871,16.71129032258065
Repsol,2024-05-01,flat_h3_5,186,0.0,7.859139784946236,0.0,7.859139784946236
Repsol,2024-05-01,other,992,0.4495967741935484,4.522177419354839,0.02933467741935484,5.001108870967742
Repsol,2024-06-01,critical_h18_22,291,0.0,10.103780068728522,0.0,10.103780068728522
Repsol,2024-06-01,flat_h3_5,177,41.52542372881356,8.020338983050847,0.0,49.545762711864406
Repsol,2024-06-01,other,936,15.812713675213676,9.838568376068375,0.0,25.651282051282053
Repsol,2024-07-01,critical_h18_22,310,39.83870967741935,20.290967741935482,0.0,60.129677419354834
Repsol,2024-07-01,flat_h3_5,186,111.12903225806451,35.550000000000004,0.0,146.67903225806452
