regime,mean,median,std,count,sem,ci_lo,ci_hi
DA60/ID15,31.189499155335035,11.75,73.55668185208036,72218,0.27371550635531,30.65301676287863,31.72598154779144
DA15/ID15,42.210989174046404,21.525000000000006,76.02867468692352,42121,0.37044870710601846,41.48490970811861,42.9370686399742
