label,n,n_clusters,beta_3,se,p,beta_1_crit,beta_2_post,y_mean_pre_flat,y_mean_pre_crit,y_mean_post_flat,y_mean_post_crit
samecal,3680,184,4.621650362318878,1.4310862367681574,0.0012401980341714136,-1.1448043478261125,-1.547229963115509,1.8132789855072458,0.6684746376811598,0.2397826086956521,3.716628623188406
full_no_ctrl,8045,730,0.7886513816765811,1.1809645582448196,0.5042595098454805,2.6881946328162347,-2.0009065538806876,2.249514215942787,4.936776384535006,0.239782608695652,3.716628623188406
full_reforzada_ctrl,8045,730,-10.061993184525791,1.3860344629130015,3.8835601401387976e-13,-0.793503565677405,-1.8053212516680655,2.249514215942787,4.936776384535006,0.239782608695652,3.716628623188406
full_both_ctrls,8045,730,-10.062050948131212,1.3862084656391112,3.907985046680551e-13,-0.9362661148733143,-1.805024869781732,2.249514215942787,4.936776384535006,0.239782608695652,3.716628623188406
