year,n_test,rmse_full,mean_y,mean_yhat
2018,240,1.0334719749084893,14.656208382529389,13.76673174631187
2019,365,0.45249823177927184,14.151924068418388,14.461315075611433
2020,366,0.5484326618745516,14.427837517322475,14.875722005572355
2021,339,0.7817461402716556,14.845281508789355,14.349835967702226
2022,348,1.1907976117433308,14.549415017391423,14.85831863718139
2023,365,0.5904248707835913,15.26278985369895,14.788406402320513
2024,164,1.5646095870355823,15.363417469132234,16.81600041592065
