term,Spec A (Fourier-only),"Spec B (+controls, full)","Spec C (+gas, short)"
cos_1,0.016896352986271818,0.08267144572066662,0.047011649438302494
sin_1,0.2720583593688308,0.055644660910910804,-0.5604130470622835
cos_2,-0.08071471373809587,-0.08534047646131426,-0.14528010637331124
sin_2,-0.16489400430883208,-0.15853359844988102,-0.05459769920016444
cos_3,0.035388053900319044,0.021070175434304783,-0.03522229192396975
sin_3,-0.037293113489459254,-0.02627479400842083,0.049063219683287085
cos_4,-0.023883082007778084,-0.019563951936600543,0.05938144847959881
sin_4,0.0221042339354353,0.04111418439947993,0.060565605361441954
